factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_cntp_30h,alpha158_rolling_direction,positive,1h,-0.00664493,-0.00664493,0.11142559,0.11142559,-0.059636,-0.059636,-0.059636,-7.951,0.4722,0.4722,17776,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",close,31,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",3.407e-05,-2.509e-05,5.916e-05,1.9679,0.5064,0.00017985,0.55900691,0.00062301,-0.00035761,0.56,25,per_bar_mean_x_bars_per_year
q158_cntp_30h,alpha158_rolling_direction,positive,4h,-0.00808276,-0.00808276,0.11453927,0.11453927,-0.070568,-0.070568,-0.070568,-9.408,0.4649,0.4649,17774,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",close,31,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",0.00015691,-0.00014042,0.00029733,4.9046,0.514,0.00068199,0.73656381,0.0023625,-0.00101578,0.64,25,per_bar_mean_x_bars_per_year
q158_cntp_30h,alpha158_rolling_direction,positive,24h,-0.00188082,-0.00188082,0.11696851,0.11696851,-0.01608,-0.01608,-0.01608,-2.1425,0.4921,0.4921,17754,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",close,31,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",0.00079533,-0.00064832,0.00144365,9.0275,0.5263,0.00363871,0.61564648,0.01260487,-0.00747832,0.68,25,per_bar_mean_x_bars_per_year
q158_cntp_30h,alpha158_rolling_direction,positive,72h,-0.00019425,-0.00019425,0.11260586,0.11260586,-0.001725,-0.001725,-0.001725,-0.2295,0.5053,0.5053,17706,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",close,31,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars",0.00269608,-0.00126604,0.00396212,12.8144,0.5307,0.00914237,0.4874792,0.0316701,-0.01406128,0.56,25,per_bar_mean_x_bars_per_year
q158_cntn_30h,alpha158_rolling_direction,negative,1h,0.00453369,-0.00453369,0.11521524,0.11521524,0.03935,-0.03935,0.03935,5.2464,0.5177,0.4823,17776,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",close,31,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",3.5e-05,-8.58e-06,4.357e-05,1.4298,0.5031,0.00017992,0.43669652,0.00062326,-0.00043194,0.56,25,per_bar_mean_x_bars_per_year
q158_cntn_30h,alpha158_rolling_direction,negative,4h,0.00547124,-0.00547124,0.11818796,0.11818796,0.046293,-0.046293,0.046293,6.1717,0.5221,0.4779,17774,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",close,31,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",0.00012952,-9.481e-05,0.00022433,3.666,0.5066,0.00070693,0.57806723,0.00244887,-0.00134116,0.6,25,per_bar_mean_x_bars_per_year
q158_cntn_30h,alpha158_rolling_direction,negative,24h,-0.00139154,0.00139154,0.1203829,0.1203829,-0.011559,0.011559,-0.011559,-1.5402,0.4914,0.5086,17754,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",close,31,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",0.00079842,-0.00058771,0.00138613,8.7764,0.5242,0.00354956,0.58500384,0.01229602,-0.00557342,0.72,25,per_bar_mean_x_bars_per_year
q158_cntn_30h,alpha158_rolling_direction,negative,72h,-0.00382419,0.00382419,0.11456475,0.11456475,-0.03338,0.03338,-0.03338,-4.4417,0.4883,0.5117,17706,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",close,31,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars",0.00303704,-0.00153832,0.00457535,15.0929,0.539,0.00862216,0.55013337,0.02986802,-0.01260592,0.76,25,per_bar_mean_x_bars_per_year
q158_sumd_30h,alpha158_rolling_direction,positive,1h,-0.01821159,-0.01821159,0.13755412,0.13755412,-0.132396,-0.132396,-0.132396,-17.6519,0.4473,0.4473,17776,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance",close,31,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance",3.75e-05,-5.428e-05,9.178e-05,2.4734,0.5066,0.0002135,0.93217669,0.0007396,-0.00050285,0.64,25,per_bar_mean_x_bars_per_year
q158_sumd_30h,alpha158_rolling_direction,positive,4h,-0.02468136,-0.02468136,0.14301198,0.14301198,-0.172582,-0.172582,-0.172582,-23.0086,0.4271,0.4271,17774,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance",close,31,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance",0.00011852,-0.00016309,0.00028161,3.7665,0.5062,0.00089177,0.76484865,0.00308917,-0.00116019,0.68,25,per_bar_mean_x_bars_per_year
q158_sumd_30h,alpha158_rolling_direction,positive,24h,-0.02464156,-0.02464156,0.14397242,0.14397242,-0.171155,-0.171155,-0.171155,-22.8054,0.428,0.428,17754,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance",close,31,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance",0.00103582,-0.0005489,0.00158472,8.3944,0.5098,0.00520108,0.7165877,0.01801705,-0.0115982,0.64,25,per_bar_mean_x_bars_per_year
