factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_ma_60h,alpha158_rolling_price,conditional,1h,0.02317903,0.02317903,0.16520216,0.16520216,0.140307,0.140307,0.140307,18.6914,0.5555,0.5555,17747,186.0,3300565,0.004732,False,DIRECTION_UNKNOWN,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",close,60,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",-1.161e-05,3.507e-05,-4.668e-05,-1.1169,0.4943,0.00021269,-0.52328081,0.00073679,-0.0018985,0.4,25,per_bar_mean_x_bars_per_year
q158_ma_60h,alpha158_rolling_price,conditional,4h,0.03191329,0.03191329,0.1687254,0.1687254,0.189143,0.189143,0.189143,25.1959,0.5808,0.5808,17745,186.0,3300565,0.004732,False,DIRECTION_UNKNOWN,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",close,60,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",-7.244e-05,0.00017876,-0.00025121,-2.9984,0.4899,0.00083667,-0.67098396,0.00289832,-0.00778789,0.36,25,per_bar_mean_x_bars_per_year
q158_ma_60h,alpha158_rolling_price,conditional,24h,0.03440075,0.03440075,0.17153382,0.17153382,0.200548,0.200548,0.200548,26.7,0.577,0.577,17725,186.0,3300565,0.004732,False,DIRECTION_UNKNOWN,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",close,60,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",-0.00025018,0.00088852,-0.0011387,-5.5025,0.4895,0.00451381,-0.48409177,0.01563629,-0.03320218,0.44,25,per_bar_mean_x_bars_per_year
q158_ma_60h,alpha158_rolling_price,conditional,72h,0.02208247,0.02208247,0.16565514,0.16565514,0.133304,0.133304,0.133304,17.7234,0.552,0.552,17677,186.0,3300565,0.004732,False,DIRECTION_UNKNOWN,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",close,60,"Alpha158 MA60: Mean(close,60) / close; 1h adaptation of medium-long rolling average normalized by current close",-0.00176633,0.00411805,-0.00588439,-15.5725,0.4644,0.01377521,-0.65233596,0.04771873,-0.14827804,0.4,25,per_bar_mean_x_bars_per_year
q158_std_60h,alpha158_rolling_price,negative,1h,-0.02651713,0.02651713,0.19326214,0.19326214,-0.137208,0.137208,-0.137208,-18.2786,0.4371,0.5629,17747,186.0,3300565,0.004732,False,COMPUTED,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",close,60,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",-2.735e-05,6.093e-05,-8.828e-05,-2.0183,0.4972,0.0002247,-0.75878343,0.00077839,-0.00277058,0.36,25,per_bar_mean_x_bars_per_year
q158_std_60h,alpha158_rolling_price,negative,4h,-0.03952761,0.03952761,0.19293187,0.19293187,-0.204879,0.204879,-0.204879,-27.292,0.4048,0.5952,17745,186.0,3300565,0.004732,False,COMPUTED,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",close,60,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",-0.00010831,0.00023902,-0.00034733,-3.9696,0.5005,0.00088636,-0.72824388,0.00307044,-0.01111381,0.36,25,per_bar_mean_x_bars_per_year
q158_std_60h,alpha158_rolling_price,negative,24h,-0.06750311,0.06750311,0.19470244,0.19470244,-0.346699,0.346699,-0.346699,-46.1578,0.3258,0.6742,17725,186.0,3300565,0.004732,False,COMPUTED,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",close,60,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",-0.00038325,0.00144597,-0.00182923,-7.9971,0.5136,0.0054107,-0.63000177,0.01874321,-0.06054513,0.24,25,per_bar_mean_x_bars_per_year
q158_std_60h,alpha158_rolling_price,negative,72h,-0.08072321,0.08072321,0.19837998,0.19837998,-0.406912,0.406912,-0.406912,-54.1009,0.3223,0.6777,17677,186.0,3300565,0.004732,False,COMPUTED,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",close,60,"Alpha158 STD60: Std(close,60) / close; medium-long rolling close dispersion normalized by current close",-0.00047739,0.00341893,-0.00389632,-8.9821,0.5176,0.01504112,-0.51990169,0.05210395,-0.14558305,0.28,25,per_bar_mean_x_bars_per_year
q158_max_60h,alpha158_rolling_price,conditional,1h,-0.00735621,-0.00735621,0.18622448,0.18622448,-0.039502,-0.039502,-0.039502,-5.2623,0.477,0.477,17747,186.0,3300565,0.004732,False,DIRECTION_UNKNOWN,"Alpha158 MAX60: Max(high,60) / close; medium-long rolling high normalized by current close",high|close,60,"Alpha158 MAX60: Max(high,60) / close; medium-long rolling high normalized by current close",9.98e-06,-4.34e-06,1.432e-05,0.3382,0.4976,0.00025914,0.06595094,0.00089768,-0.00088646,0.52,25,per_bar_mean_x_bars_per_year
q158_max_60h,alpha158_rolling_price,conditional,4h,-0.01557443,-0.01557443,0.18795856,0.18795856,-0.082861,-0.082861,-0.082861,-11.0379,0.4557,0.4557,17745,186.0,3300565,0.004732,False,DIRECTION_UNKNOWN,"Alpha158 MAX60: Max(high,60) / close; medium-long rolling high normalized by current close",high|close,60,"Alpha158 MAX60: Max(high,60) / close; medium-long rolling high normalized by current close",5.114e-05,1.751e-05,3.363e-05,0.3982,0.4892,0.00089804,0.00751148,0.0031109,-0.00359344,0.48,25,per_bar_mean_x_bars_per_year
