factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha25,wq101,conditional,1h,2024-06,0,Q1,-0.00032763,-8.955e-05,700,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-06,1,Q2,-0.00042245,-0.00041701,700,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-06,2,Q3,-0.00047742,-0.00032893,700,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-06,3,Q4,-0.00032002,-0.00030523,700,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-06,4,Q5,-0.00032005,-0.00026814,700,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-07,0,Q1,-0.00010549,-2.52e-06,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-07,1,Q2,-8.594e-05,-2.98e-05,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-07,2,Q3,-2.161e-05,7.318e-05,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-07,3,Q4,9.424e-05,0.00035908,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-07,4,Q5,-0.0001037,-7.364e-05,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-08,0,Q1,-0.00014262,0.00020788,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-08,1,Q2,-0.00016046,0.00033982,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-08,2,Q3,-0.00023207,0.000332,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-08,3,Q4,-0.00019876,0.00015006,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-08,4,Q5,-0.00013589,0.00012718,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-09,0,Q1,0.00013481,0.00029679,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-09,1,Q2,0.00029125,0.0007807,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-09,2,Q3,0.00037137,0.00072918,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-09,3,Q4,0.00033618,0.00045063,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-09,4,Q5,0.00036414,0.00049971,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-10,0,Q1,-0.00017361,0.00015409,743,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-10,1,Q2,-0.00012417,0.00025089,743,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-10,2,Q3,-3.865e-05,0.00033575,743,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-10,3,Q4,-4.652e-05,0.00038686,743,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-10,4,Q5,3.463e-05,0.00024332,743,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-11,0,Q1,0.00067771,0.00116747,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-11,1,Q2,0.00097467,0.00148091,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-11,2,Q3,0.00081525,0.00134598,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-11,3,Q4,0.00080584,0.00141642,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-11,4,Q5,0.00066549,0.00114233,720,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-12,0,Q1,-0.00027621,0.00049308,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-12,1,Q2,-0.0001364,0.00069814,744,,DIRECTION_UNKNOWN
wq101_alpha25,wq101,conditional,1h,2024-12,2,Q3,-0.0001087,0.00049031,744,,DIRECTION_UNKNOWN
