factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
rev_2h,reversal,positive,False,COMPUTED,4,4,1h,0.03607475
mom_vol_adjusted_20h,momentum,positive,False,COMPUTED,4,4,4h,-0.01299133
range_breakout_vol_confirm_20h,breakout,positive,False,NO_VALID_FACTOR_VALUES,0,4,,
volume_pressure_20h,volume_price,positive,False,COMPUTED,4,4,24h,-0.01106776
xs_rank_mom_accel,cross_sectional_normalized,positive,False,COMPUTED,4,4,4h,-0.01079622
