factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha56,wq101,conditional,1h,2024-06,0,Q1,-0.00043464,-0.00029935,432,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-06,1,Q2,-0.0004446,-0.00039797,432,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-06,2,Q3,-0.00041352,-0.00053879,432,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-06,3,Q4,-0.0004616,-0.00057975,432,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-06,4,Q5,-0.00018736,-0.00037776,432,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-07,0,Q1,-0.00013682,0.00020006,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-07,1,Q2,3.904e-05,9.641e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-07,2,Q3,-5.424e-05,3.24e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-07,3,Q4,-1.023e-05,0.00015872,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-07,4,Q5,-4.554e-05,4.517e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-08,0,Q1,-0.00019543,9.714e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-08,1,Q2,-0.00016973,0.00021065,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-08,2,Q3,-0.0001869,0.00031912,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-08,3,Q4,-0.00017785,-4.545e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-08,4,Q5,-0.00014325,0.00033353,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-09,0,Q1,0.00027927,0.00057296,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-09,1,Q2,0.00016429,0.00050381,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-09,2,Q3,0.00027794,0.00073785,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-09,3,Q4,0.00040563,0.00061088,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-09,4,Q5,0.00033186,0.00034309,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-10,0,Q1,-3.74e-06,0.00022295,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-10,1,Q2,-0.00011777,7.531e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-10,2,Q3,1.012e-05,0.0002103,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-10,3,Q4,-4.524e-05,0.0004089,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-10,4,Q5,2.431e-05,0.00024046,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-11,0,Q1,0.00089961,0.00134932,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-11,1,Q2,0.00098522,0.00170681,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-11,2,Q3,0.00080729,0.00102208,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-11,3,Q4,0.00066257,0.00116734,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-11,4,Q5,0.00063384,0.00143427,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-12,0,Q1,-0.00014582,0.00057934,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-12,1,Q2,-0.00020499,0.00037177,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-12,2,Q3,-0.00020866,0.00030205,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-12,3,Q4,-0.00015303,0.0004801,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2024-12,4,Q5,8.826e-05,0.00069009,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-01,0,Q1,-0.00033818,-5.427e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-01,1,Q2,-0.00026974,0.00027594,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-01,2,Q3,-0.00026295,0.00010546,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-01,3,Q4,-0.00015337,0.00030879,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-01,4,Q5,-4.54e-05,0.00020492,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-02,0,Q1,-0.00059214,-0.00016369,672,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-02,1,Q2,-0.00047281,-0.00041766,672,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-02,2,Q3,-0.00040716,-0.00020122,672,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-02,3,Q4,-0.00030715,-0.00033886,672,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-02,4,Q5,-0.00033467,-0.00026035,672,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-03,0,Q1,-0.00036084,7.026e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-03,1,Q2,-0.00030929,-8.517e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-03,2,Q3,-0.00034939,6.512e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-03,3,Q4,-0.00021092,0.00015105,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-03,4,Q5,-0.00027449,0.00020398,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-04,0,Q1,0.00018865,0.00024408,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-04,1,Q2,0.00012222,0.00055329,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-04,2,Q3,0.00024252,0.00042144,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-04,3,Q4,0.00046321,0.00039746,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-04,4,Q5,0.00030939,0.00010882,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-05,0,Q1,5.341e-05,-5.774e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-05,1,Q2,-5.675e-05,5.542e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-05,2,Q3,0.00013489,0.00010473,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-05,3,Q4,0.00010697,8.814e-05,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-05,4,Q5,0.00015429,0.00051965,744,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-06,0,Q1,-0.0002079,-0.00013462,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-06,1,Q2,-0.00018259,-0.00012522,720,,DIRECTION_UNKNOWN
wq101_alpha56,wq101,conditional,1h,2025-06,2,Q3,-0.00014991,-0.00010126,720,,DIRECTION_UNKNOWN
