factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_ma_30h,alpha158_rolling_price,conditional,1h,0.02794598,0.02794598,0.16371053,0.16371053,0.170704,0.170704,0.170704,22.76,0.5756,0.5756,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",close,30,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",-2.235e-05,6.701e-05,-8.936e-05,-2.1233,0.4951,0.00019965,-0.88052042,0.0006916,-0.00279706,0.32,25,per_bar_mean_x_bars_per_year
q158_ma_30h,alpha158_rolling_price,conditional,4h,0.03480226,0.03480226,0.16801597,0.16801597,0.207137,0.207137,0.207137,27.6161,0.5858,0.5858,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",close,30,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",-0.00012028,0.00024573,-0.00036601,-4.3718,0.4849,0.00069247,-0.88583577,0.00239878,-0.01033175,0.32,25,per_bar_mean_x_bars_per_year
q158_ma_30h,alpha158_rolling_price,conditional,24h,0.03182278,0.03182278,0.16950839,0.16950839,0.187736,0.187736,0.187736,25.0154,0.5781,0.5781,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",close,30,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",-0.00017696,0.00088285,-0.00105981,-5.0875,0.4896,0.00429871,-0.5277285,0.01489118,-0.03579069,0.44,25,per_bar_mean_x_bars_per_year
q158_ma_30h,alpha158_rolling_price,conditional,72h,0.01830748,0.01830748,0.16015816,0.16015816,0.114309,0.114309,0.114309,15.2108,0.5416,0.5416,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",close,30,"Alpha158 MA30: Mean(close,30) / close; 1h adaptation of medium rolling average normalized by current close",-0.00118015,0.00362156,-0.00480171,-12.735,0.4716,0.01023419,-0.58630309,0.03545229,-0.119485,0.36,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,1h,-0.02749771,0.02749771,0.19059133,0.19059133,-0.144276,0.144276,-0.144276,-19.2363,0.4337,0.5663,17777,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",close,30,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",-2.774e-05,4.858e-05,-7.633e-05,-1.7303,0.499,0.00026548,-0.72176005,0.00091965,-0.00329375,0.4,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,4h,-0.04071824,0.04071824,0.1920275,0.1920275,-0.212044,0.212044,-0.212044,-28.2703,0.4024,0.5976,17775,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",close,30,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",-0.00012881,0.00017099,-0.0002998,-3.3966,0.4994,0.00099566,-0.67747019,0.00344906,-0.01239678,0.4,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,24h,-0.06869141,0.06869141,0.19218015,0.19218015,-0.357432,0.357432,-0.357432,-47.6271,0.3332,0.6668,17755,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",close,30,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",-0.00055771,0.00108124,-0.00163896,-7.2611,0.5107,0.00561538,-0.58961872,0.01945224,-0.06170836,0.44,25,per_bar_mean_x_bars_per_year
q158_std_30h,alpha158_rolling_price,negative,72h,-0.08282478,0.08282478,0.18979811,0.18979811,-0.436384,0.436384,-0.436384,-58.0685,0.3085,0.6915,17707,186.1,3308545,0.002326,False,COMPUTED,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",close,30,"Alpha158 STD30: Std(close,30) / close; medium rolling close dispersion normalized by current close",-0.00060959,0.00348517,-0.00409476,-9.5138,0.5287,0.01646123,-0.53065339,0.05702337,-0.15804151,0.32,25,per_bar_mean_x_bars_per_year
q158_max_30h,alpha158_rolling_price,conditional,1h,-0.00548108,-0.00548108,0.18464605,0.18464605,-0.029684,-0.029684,-0.029684,-3.9578,0.4837,0.4837,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close",high|close,30,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close",-8.46e-06,-3.65e-06,-4.8e-06,-0.1126,0.4997,0.00024004,-0.04518266,0.00083152,-0.00104979,0.48,25,per_bar_mean_x_bars_per_year
q158_max_30h,alpha158_rolling_price,conditional,4h,-0.01504108,-0.01504108,0.18752117,0.18752117,-0.08021,-0.08021,-0.08021,-10.6938,0.4594,0.4594,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close",high|close,30,"Alpha158 MAX30: Max(high,30) / close; medium rolling high normalized by current close",1.647e-05,3.22e-06,1.325e-05,0.1563,0.492,0.00084429,-0.0265413,0.00292469,-0.00369945,0.44,25,per_bar_mean_x_bars_per_year
