factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_sump_20h,alpha158_rolling_direction,positive,1h,LONG_SHORT,Long-Short,9.289e-05,,,17787,COMPUTED,6.341e-05,-2.948e-05,9.289e-05,2.5771,0.5044,0.00023245,0.93727466,0.00080525,-0.00032621,0.68,25,per_bar_mean_x_bars_per_year
q158_sump_20h,alpha158_rolling_direction,positive,4h,LONG_SHORT,Long-Short,0.00040185,,,17784,COMPUTED,0.00021537,-0.00018648,0.00040185,5.5111,0.5116,0.00089606,1.0135363,0.00310403,-0.00122697,0.72,25,per_bar_mean_x_bars_per_year
q158_sump_20h,alpha158_rolling_direction,positive,24h,LONG_SHORT,Long-Short,0.00155625,,,17764,COMPUTED,0.00102363,-0.00053262,0.00155625,8.188,0.5166,0.00487533,0.72570956,0.01688862,-0.00801228,0.68,25,per_bar_mean_x_bars_per_year
q158_sump_20h,alpha158_rolling_direction,positive,72h,LONG_SHORT,Long-Short,0.00448354,,,17716,COMPUTED,0.00301613,-0.00146741,0.00448354,12.7533,0.5278,0.01003719,0.58424484,0.03476985,-0.01891758,0.68,25,per_bar_mean_x_bars_per_year
q158_sumn_20h,alpha158_rolling_direction,negative,1h,LONG_SHORT,Long-Short,9.448e-05,,,17787,COMPUTED,6.392e-05,-3.056e-05,9.448e-05,2.6038,0.5042,0.00023089,0.95000843,0.00079984,-0.00031345,0.68,25,per_bar_mean_x_bars_per_year
q158_sumn_20h,alpha158_rolling_direction,negative,4h,LONG_SHORT,Long-Short,0.00041325,,,17784,COMPUTED,0.00021746,-0.00019579,0.00041325,5.6348,0.5123,0.0008844,1.03806853,0.00306363,-0.0010906,0.72,25,per_bar_mean_x_bars_per_year
q158_sumn_20h,alpha158_rolling_direction,negative,24h,LONG_SHORT,Long-Short,0.00173418,,,17764,COMPUTED,0.00111791,-0.00061626,0.00173418,9.1255,0.5198,0.00479488,0.78987882,0.01660994,-0.00792367,0.76,25,per_bar_mean_x_bars_per_year
q158_sumn_20h,alpha158_rolling_direction,negative,72h,LONG_SHORT,Long-Short,0.00537897,,,17716,COMPUTED,0.00346288,-0.00191609,0.00537897,15.6346,0.5378,0.00930871,0.69001298,0.03224633,-0.0176596,0.72,25,per_bar_mean_x_bars_per_year
q158_vma_20h,alpha158_rolling_volume,conditional,1h,LONG_SHORT,Long-Short,-6.77e-05,,,17788,DIRECTION_UNKNOWN,-2.11e-06,6.559e-05,-6.77e-05,-2.106,0.5026,0.00018271,-0.56106523,0.00063294,-0.00141545,0.36,25,per_bar_mean_x_bars_per_year
q158_vma_20h,alpha158_rolling_volume,conditional,4h,LONG_SHORT,Long-Short,-0.00014215,,,17785,DIRECTION_UNKNOWN,8.79e-06,0.00015094,-0.00014215,-2.2896,0.5022,0.00057375,-0.30550296,0.00198752,-0.00296915,0.44,25,per_bar_mean_x_bars_per_year
q158_vma_20h,alpha158_rolling_volume,conditional,24h,LONG_SHORT,Long-Short,-1.551e-05,,,17765,DIRECTION_UNKNOWN,0.00040865,0.00042417,-1.551e-05,-0.0978,0.511,0.00173749,-0.02404241,0.00601883,-0.00829321,0.48,25,per_bar_mean_x_bars_per_year
q158_vma_20h,alpha158_rolling_volume,conditional,72h,LONG_SHORT,Long-Short,-0.00039806,,,17717,DIRECTION_UNKNOWN,0.00101855,0.0014166,-0.00039806,-1.2932,0.5115,0.00395275,-0.03140967,0.01369273,-0.0202192,0.56,25,per_bar_mean_x_bars_per_year
q158_vstd_20h,alpha158_rolling_volume,conditional,1h,LONG_SHORT,Long-Short,-4.601e-05,,,17788,DIRECTION_UNKNOWN,-1.213e-05,3.389e-05,-4.601e-05,-1.4932,0.5069,0.00016905,-0.3800068,0.00058561,-0.0009215,0.52,25,per_bar_mean_x_bars_per_year
q158_vstd_20h,alpha158_rolling_volume,conditional,4h,LONG_SHORT,Long-Short,-9.035e-05,,,17785,DIRECTION_UNKNOWN,-1.535e-05,7.499e-05,-9.035e-05,-1.5117,0.5043,0.00064805,-0.19978169,0.00224492,-0.00300716,0.48,25,per_bar_mean_x_bars_per_year
q158_vstd_20h,alpha158_rolling_volume,conditional,24h,LONG_SHORT,Long-Short,0.00035368,,,17765,DIRECTION_UNKNOWN,0.00038369,3.001e-05,0.00035368,2.3046,0.5216,0.00235959,0.11414598,0.00817387,-0.01015395,0.64,25,per_bar_mean_x_bars_per_year
q158_vstd_20h,alpha158_rolling_volume,conditional,72h,LONG_SHORT,Long-Short,0.00059145,,,17717,DIRECTION_UNKNOWN,0.00087578,0.00028433,0.00059145,1.9826,0.5291,0.0044893,0.08846228,0.01555139,-0.01825915,0.6,25,per_bar_mean_x_bars_per_year
q158_wvma_20h,alpha158_rolling_volume,negative,1h,LONG_SHORT,Long-Short,1.876e-05,,,17787,COMPUTED,-4.58e-06,-2.334e-05,1.876e-05,0.6325,0.5035,0.00014853,0.15394049,0.00051454,-0.00071273,0.56,25,per_bar_mean_x_bars_per_year
q158_wvma_20h,alpha158_rolling_volume,negative,4h,LONG_SHORT,Long-Short,2.3e-07,,,17784,COMPUTED,-3.074e-05,-3.097e-05,2.3e-07,0.0039,0.5029,0.00060256,-0.04504068,0.00208732,-0.00377108,0.48,25,per_bar_mean_x_bars_per_year
q158_wvma_20h,alpha158_rolling_volume,negative,24h,LONG_SHORT,Long-Short,-0.00061585,,,17764,COMPUTED,-0.000241,0.00037485,-0.00061585,-4.1854,0.4823,0.00233344,-0.25772302,0.00808328,-0.02720508,0.28,25,per_bar_mean_x_bars_per_year
q158_wvma_20h,alpha158_rolling_volume,negative,72h,LONG_SHORT,Long-Short,0.00046844,,,17716,COMPUTED,0.00022461,-0.00024382,0.00046844,1.6004,0.4919,0.00606357,0.03889679,0.02100483,-0.01686207,0.44,25,per_bar_mean_x_bars_per_year
q158_vsump_20h,alpha158_rolling_volume,conditional,1h,LONG_SHORT,Long-Short,9.212e-05,,,17787,DIRECTION_UNKNOWN,6.069e-05,-3.144e-05,9.212e-05,2.8015,0.5008,0.00017498,0.80391837,0.00060616,-0.00037268,0.8,25,per_bar_mean_x_bars_per_year
q158_vsump_20h,alpha158_rolling_volume,conditional,4h,LONG_SHORT,Long-Short,0.00027151,,,17784,DIRECTION_UNKNOWN,0.00017684,-9.467e-05,0.00027151,4.2325,0.5044,0.00063741,0.62567906,0.00220805,-0.00162832,0.68,25,per_bar_mean_x_bars_per_year
q158_vsump_20h,alpha158_rolling_volume,conditional,24h,LONG_SHORT,Long-Short,0.0003158,,,17764,DIRECTION_UNKNOWN,0.00042218,0.00010637,0.0003158,1.9798,0.5055,0.00222283,0.14233258,0.00770009,-0.00732347,0.6,25,per_bar_mean_x_bars_per_year
q158_vsump_20h,alpha158_rolling_volume,conditional,72h,LONG_SHORT,Long-Short,0.00105068,,,17716,DIRECTION_UNKNOWN,0.0013366,0.00028592,0.00105068,3.3156,0.4964,0.00590974,0.12344235,0.02047194,-0.01817141,0.52,25,per_bar_mean_x_bars_per_year
q158_vsumn_20h,alpha158_rolling_volume,conditional,1h,LONG_SHORT,Long-Short,-9.432e-05,,,17787,DIRECTION_UNKNOWN,-3.212e-05,6.22e-05,-9.432e-05,-2.9135,0.4969,0.00016969,-0.8238254,0.00058782,-0.00211311,0.2,25,per_bar_mean_x_bars_per_year
q158_vsumn_20h,alpha158_rolling_volume,conditional,4h,LONG_SHORT,Long-Short,-0.00026602,,,17784,DIRECTION_UNKNOWN,-9.321e-05,0.00017281,-0.00026602,-4.1913,0.4935,0.0006252,-0.60995347,0.00216577,-0.00719146,0.28,25,per_bar_mean_x_bars_per_year
q158_vsumn_20h,alpha158_rolling_volume,conditional,24h,LONG_SHORT,Long-Short,-0.00042332,,,17764,DIRECTION_UNKNOWN,4.903e-05,0.00047235,-0.00042332,-2.6658,0.4928,0.00209058,-0.17953477,0.00724198,-0.0168091,0.36,25,per_bar_mean_x_bars_per_year
q158_vsumn_20h,alpha158_rolling_volume,conditional,72h,LONG_SHORT,Long-Short,-0.00186563,,,17716,DIRECTION_UNKNOWN,-0.00012649,0.00173914,-0.00186563,-5.9638,0.491,0.00502411,-0.21837418,0.01740404,-0.05059912,0.4,25,per_bar_mean_x_bars_per_year
q158_vsumd_20h,alpha158_rolling_volume,conditional,1h,LONG_SHORT,Long-Short,9.368e-05,,,17787,DIRECTION_UNKNOWN,6.24e-05,-3.128e-05,9.368e-05,2.8493,0.5011,0.00017583,0.81770188,0.00060909,-0.00035511,0.8,25,per_bar_mean_x_bars_per_year
q158_vsumd_20h,alpha158_rolling_volume,conditional,4h,LONG_SHORT,Long-Short,0.00027572,,,17784,DIRECTION_UNKNOWN,0.00018003,-9.569e-05,0.00027572,4.2944,0.5056,0.00064254,0.63510133,0.00222581,-0.00167748,0.72,25,per_bar_mean_x_bars_per_year
