factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-06,0.01423183,0.01423183,0.16088733,0.16088733,0.088458,0.088458,0.088458,0.5547,0.5547,274,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-07,0.01980128,0.01980128,0.14600142,0.14600142,0.135624,0.135624,0.135624,0.5457,0.5457,744,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-08,0.01883759,0.01883759,0.14755663,0.14755663,0.127663,0.127663,0.127663,0.5565,0.5565,744,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-09,0.0165477,0.0165477,0.14615241,0.14615241,0.113222,0.113222,0.113222,0.5528,0.5528,720,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-10,0.02315193,0.02315193,0.16952274,0.16952274,0.136571,0.136571,0.136571,0.5612,0.5612,743,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-11,0.01406638,0.01406638,0.17497625,0.17497625,0.08039,0.08039,0.08039,0.5333,0.5333,720,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-12,0.01163121,0.01163121,0.13474962,0.13474962,0.086317,0.086317,0.086317,0.543,0.543,744,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-01,0.0300381,0.0300381,0.13674959,0.13674959,0.219658,0.219658,0.219658,0.5995,0.5995,744,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-02,0.01760972,0.01760972,0.1322264,0.1322264,0.133179,0.133179,0.133179,0.5342,0.5342,672,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-03,0.01738023,0.01738023,0.12485939,0.12485939,0.139198,0.139198,0.139198,0.5591,0.5591,744,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-04,0.01135297,0.01135297,0.12134551,0.12134551,0.093559,0.093559,0.093559,0.5528,0.5528,720,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-05,0.01912758,0.01912758,0.1453683,0.1453683,0.13158,0.13158,0.13158,0.5645,0.5645,744,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-06,0.01132169,0.01132169,0.11655197,0.11655197,0.097139,0.097139,0.097139,0.5375,0.5375,720,COMPUTED
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-07,0.01787638,0.01787638,0.13333119,0.13333119,0.134075,0.134075,0.134075,0.5255,0.5255,744,COMPUTED
