factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha6,wq101,conditional,1h,2024-06,0,Q1,-0.00027473,-0.00027161,710,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-06,1,Q2,-0.00032878,-0.00026434,710,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-06,2,Q3,-0.0004413,-0.00029396,710,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-06,3,Q4,-0.0004095,-0.00047977,710,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-06,4,Q5,-0.00030223,-0.00018772,710,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-07,0,Q1,0.00013812,0.00017454,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-07,1,Q2,-1.145e-05,0.00016149,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-07,2,Q3,-0.00014112,-9.714e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-07,3,Q4,-0.00010623,-0.00018362,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-07,4,Q5,-0.00010742,8.341e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-08,0,Q1,-0.00024149,-0.00025232,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-08,1,Q2,-0.00019631,0.00017734,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-08,2,Q3,-0.00017969,9.342e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-08,3,Q4,-0.00018534,0.00020002,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-08,4,Q5,-5.678e-05,0.00048515,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-09,0,Q1,0.00028938,0.00075813,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-09,1,Q2,0.00030371,0.00062288,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-09,2,Q3,0.00035217,0.00060501,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-09,3,Q4,0.00028755,0.00062011,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-09,4,Q5,0.00027746,0.00048835,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-10,0,Q1,-7.428e-05,0.00050415,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-10,1,Q2,-5.508e-05,0.00032592,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-10,2,Q3,-2.584e-05,0.00032206,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-10,3,Q4,-2.853e-05,0.00022758,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-10,4,Q5,-3e-08,0.00028558,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-11,0,Q1,0.00101125,0.00151085,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-11,1,Q2,0.00072882,0.00125118,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-11,2,Q3,0.00069219,0.00149093,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-11,3,Q4,0.00082153,0.00121277,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-11,4,Q5,0.00070722,0.00135537,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-12,0,Q1,-0.00023317,0.00039053,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-12,1,Q2,-8.983e-05,0.00043134,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-12,2,Q3,-0.00023201,0.00051354,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-12,3,Q4,3.324e-05,0.00074146,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2024-12,4,Q5,-0.00014941,0.00048875,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-01,0,Q1,-0.00025205,0.00021845,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-01,1,Q2,-0.00028365,-8.823e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-01,2,Q3,-0.00013039,6.5e-06,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-01,3,Q4,-0.00018702,0.00010696,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-01,4,Q5,-0.00028755,0.00012746,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-02,0,Q1,-0.00017984,-1.943e-05,672,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-02,1,Q2,-0.00042825,-0.00014651,672,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-02,2,Q3,-0.00054882,-0.000377,672,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-02,3,Q4,-0.00045014,-0.00029957,672,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-02,4,Q5,-0.00042505,-7.718e-05,672,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-03,0,Q1,-0.00038142,0.00029997,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-03,1,Q2,-0.00028117,0.00012721,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-03,2,Q3,-0.00028166,0.00021072,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-03,3,Q4,-0.00035877,4.348e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-03,4,Q5,-0.00022106,-8.361e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-04,0,Q1,0.00019165,0.00012808,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-04,1,Q2,0.00029207,0.00050136,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-04,2,Q3,0.00020441,0.00034506,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-04,3,Q4,0.00023762,0.00037123,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-04,4,Q5,0.00034862,0.0003458,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-05,0,Q1,1.486e-05,0.00028169,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-05,1,Q2,0.00010917,0.00041295,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-05,2,Q3,0.00014269,0.00024554,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-05,3,Q4,-1.365e-05,-8.88e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-05,4,Q5,6.595e-05,9.085e-05,744,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-06,0,Q1,-0.00012988,-0.00017106,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-06,1,Q2,-0.00013896,-0.00016765,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-06,2,Q3,-0.00013145,-0.0001348,720,,DIRECTION_UNKNOWN
wq101_alpha6,wq101,conditional,1h,2025-06,3,Q4,-0.00022767,-0.00013817,720,,DIRECTION_UNKNOWN
