factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha14,wq101,conditional,1h,2024-06,0,Q1,-0.00016626,1.65e-06,710,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-06,1,Q2,-0.00045234,-0.00023844,710,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-06,2,Q3,-0.00036024,-0.00017928,710,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-06,3,Q4,-0.00040205,-0.00054711,710,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-06,4,Q5,-0.00038086,-0.00019867,710,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-07,0,Q1,7.59e-06,0.00012593,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-07,1,Q2,1.139e-05,0.00026299,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-07,2,Q3,-0.00013433,-0.00020374,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-07,3,Q4,-7.74e-05,-0.00014344,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-07,4,Q5,-3.16e-05,0.00016959,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-08,0,Q1,-0.00016453,8.209e-05,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-08,1,Q2,-0.00028421,-3.1e-05,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-08,2,Q3,-0.00013537,0.00019628,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-08,3,Q4,-0.00016516,0.00029231,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-08,4,Q5,-0.00011187,0.00015176,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-09,0,Q1,0.00026244,0.00070548,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-09,1,Q2,0.00035944,0.00047489,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-09,2,Q3,0.00035177,0.00083678,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-09,3,Q4,0.00025825,0.00053501,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-09,4,Q5,0.00028008,0.00050769,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-10,0,Q1,-6.845e-05,0.00017942,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-10,1,Q2,3.609e-05,0.00032062,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-10,2,Q3,-3.007e-05,0.00034632,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-10,3,Q4,-5.175e-05,0.00029847,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-10,4,Q5,-6.824e-05,0.00012714,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-11,0,Q1,0.00083681,0.00116,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-11,1,Q2,0.00078104,0.00141681,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-11,2,Q3,0.00084447,0.00123906,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-11,3,Q4,0.00076945,0.00160623,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-11,4,Q5,0.00073338,0.0018243,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-12,0,Q1,-0.0002101,0.00053288,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-12,1,Q2,-2.005e-05,0.00049636,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-12,2,Q3,3.295e-05,0.0006935,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-12,3,Q4,-0.000169,0.00061112,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2024-12,4,Q5,-0.00031017,0.00051171,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-01,0,Q1,-0.00039845,-0.00018771,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-01,1,Q2,-0.00015332,7.509e-05,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-01,2,Q3,-0.00022594,0.00011846,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-01,3,Q4,-0.00011972,0.00026041,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-01,4,Q5,-0.00024028,5.568e-05,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-02,0,Q1,-0.00017353,5.122e-05,672,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-02,1,Q2,-0.00034089,-0.00026549,672,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-02,2,Q3,-0.0003202,-0.00017206,672,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-02,3,Q4,-0.00049956,-0.00039122,672,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-02,4,Q5,-0.00069998,-0.00027466,672,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-03,0,Q1,-0.00037328,8.395e-05,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-03,1,Q2,-0.00021459,0.00023182,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-03,2,Q3,-0.00040779,0.00017954,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-03,3,Q4,-0.00023809,0.00020305,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-03,4,Q5,-0.00029233,-4.93e-06,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-04,0,Q1,0.00023437,0.000365,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-04,1,Q2,0.00024882,0.00058975,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-04,2,Q3,0.0002441,0.00025432,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-04,3,Q4,0.0003344,0.00035903,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-04,4,Q5,0.00024505,0.00033609,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-05,0,Q1,-6.648e-05,-0.00011048,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-05,1,Q2,0.00019722,0.00043835,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-05,2,Q3,0.00014864,4.201e-05,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-05,3,Q4,3.209e-05,0.00024322,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-05,4,Q5,6.26e-06,0.00013315,744,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-06,0,Q1,-2.368e-05,-5.362e-05,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-06,1,Q2,-0.00014461,-0.00016604,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-06,2,Q3,-0.00019339,-0.00022593,720,,DIRECTION_UNKNOWN
wq101_alpha14,wq101,conditional,1h,2025-06,3,Q4,-0.00016889,-5.835e-05,720,,DIRECTION_UNKNOWN
