factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
wq101_alpha29,wq101,conditional,1h,0,Q1,-3.2e-06,0.00017931,3313031,17796,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,1,Q2,-2.159e-05,0.0001489,3313031,17796,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2,Q3,-1.656e-05,0.00015953,3313031,17796,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,3,Q4,-8.69e-06,0.00016258,3313031,17796,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,4,Q5,-4.15e-06,0.00019396,3313031,17796,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,4h,0,Q1,1e-06,0.00058531,3312224,17793,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,4h,1,Q2,-6.837e-05,0.00060476,3312224,17793,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,4h,2,Q3,-5.903e-05,0.00061459,3312224,17793,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,4h,3,Q4,-6.471e-05,0.00058009,3312224,17793,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,4h,4,Q5,-4.284e-05,0.00059644,3312224,17793,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,24h,0,Q1,0.00043862,0.00124766,3306881,17773,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,24h,1,Q2,-0.00026627,0.00117104,3306881,17773,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,24h,2,Q3,-0.00042787,0.00105204,3306881,17773,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,24h,3,Q4,-0.00052907,0.00100596,3306881,17773,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,24h,4,Q5,-0.0004766,0.00061378,3306881,17773,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,72h,0,Q1,0.00129455,0.00194442,3294113,17725,DIRECTION_UNKNOWN
