factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha34,wq101,conditional,1h,LONG_SHORT,Long-Short,6.043e-05,,,17802,DIRECTION_UNKNOWN,3.414e-05,-2.63e-05,6.043e-05,2.1741,0.5145,0.00017258,0.5371433,0.00059782,-0.00059169,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha34,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00010988,,,17799,DIRECTION_UNKNOWN,7.482e-05,-3.506e-05,0.00010988,1.9365,0.5104,0.00034397,0.25877743,0.00119155,-0.00102412,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha34,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00012057,,,17779,DIRECTION_UNKNOWN,-9.301e-05,2.756e-05,-0.00012057,-0.8304,0.5003,0.00105185,-0.07311854,0.00364371,-0.00786286,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha34,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.0008369,,,17731,DIRECTION_UNKNOWN,-0.00077668,6.023e-05,-0.0008369,-3.0784,0.4995,0.00189982,-0.1031258,0.00658117,-0.02455932,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,1h,LONG_SHORT,Long-Short,-1.93e-05,,,17798,DIRECTION_UNKNOWN,-3.3e-06,1.6e-05,-1.93e-05,-0.6491,0.5016,0.00015713,-0.24315249,0.00054431,-0.00122582,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,4h,LONG_SHORT,Long-Short,-5.602e-05,,,17795,DIRECTION_UNKNOWN,-1.543e-05,4.059e-05,-5.602e-05,-0.9351,0.5028,0.00063109,-0.2136348,0.00218617,-0.00379167,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00054662,,,17775,DIRECTION_UNKNOWN,-0.00038219,0.00016443,-0.00054662,-3.5677,0.4995,0.00304341,-0.30389923,0.01054268,-0.02661881,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00254804,,,17727,DIRECTION_UNKNOWN,-0.0014242,0.00112383,-0.00254804,-8.3436,0.4943,0.00792944,-0.37633253,0.02746838,-0.08518599,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha42,wq101,conditional,1h,LONG_SHORT,Long-Short,7.888e-05,,,17806,DIRECTION_UNKNOWN,5.752e-05,-2.137e-05,7.888e-05,2.5421,0.5083,0.00014341,0.68796397,0.0004968,-0.00021364,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha42,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00010414,,,17803,DIRECTION_UNKNOWN,6.63e-05,-3.785e-05,0.00010414,1.6335,0.5001,0.00053084,0.17870977,0.00183887,-0.0017286,0.56,25,per_bar_mean_x_bars_per_year
