factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_median,long_short_spread_t_stat,long_short_win_rate,top_bucket_top1pct_abs_share,bottom_bucket_top1pct_abs_share,bucket_tail_diagnosis,after_funding_top_bucket_mean_return,after_funding_bottom_bucket_mean_return,after_funding_long_short_spread_mean,after_funding_long_short_spread_median,after_funding_long_short_spread_t_stat,after_funding_long_short_win_rate,after_funding_coverage_rate,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha24,wq101,conditional,4h,LONG_SHORT,Long-Short,-4.804e-05,,,17605,DIRECTION_UNKNOWN,-9.63e-06,3.841e-05,-4.804e-05,-0.0001429,-0.8343,0.491,0.063933,0.067019,ROBUST_SPREAD_NEGATIVE,2.014e-05,7.737e-05,-5.723e-05,-0.0001443,-0.9932,0.4917,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00046322,-0.15402431,0.00160463,-0.00241778,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha24,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00042994,,,17585,DIRECTION_UNKNOWN,-9.075e-05,0.00033919,-0.00042994,-0.00114388,-2.8846,0.4734,0.053827,0.054341,ROBUST_SPREAD_NEGATIVE,8.973e-05,0.0005466,-0.00045687,-0.00118487,-3.0582,0.4735,1.0,ROBUST_SPREAD_NEGATIVE,False,0.002962,-0.24966754,0.01026065,-0.01625663,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha24,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00139163,,,17537,DIRECTION_UNKNOWN,1.979e-05,0.00141142,-0.00139163,-0.00345655,-4.7745,0.4544,0.04768,0.049721,ROBUST_SPREAD_NEGATIVE,0.00052731,0.0019704,-0.00144309,-0.00341585,-4.9303,0.4546,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00848369,-0.18551209,0.02938836,-0.05230096,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha46,wq101,conditional,1h,LONG_SHORT,Long-Short,-4.5e-07,,,17787,DIRECTION_UNKNOWN,5.24e-06,5.69e-06,-4.5e-07,5.488e-05,-0.0157,0.5066,0.067752,0.06896,MEAN_SPREAD_OUTLIER_DOMINATED,1.24e-05,1.942e-05,-7.02e-06,4.903e-05,-0.2459,0.5062,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00018106,0.06133959,0.0006272,-0.00076134,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha46,wq101,conditional,4h,LONG_SHORT,Long-Short,-0.00010542,,,17784,DIRECTION_UNKNOWN,-5.846e-05,4.696e-05,-0.00010542,-1.61e-06,-1.8311,0.4999,0.067127,0.064446,ROBUST_SPREAD_NEGATIVE,-2.775e-05,9.872e-05,-0.00012648,-1.398e-05,-2.1934,0.4989,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00045535,-0.17448884,0.00157739,-0.00276223,0.28,25,per_bar_mean_x_bars_per_year
wq101_alpha46,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00064135,,,17764,DIRECTION_UNKNOWN,-0.0002312,0.00041015,-0.00064135,-0.00017929,-4.2694,0.4953,0.053906,0.05452,ROBUST_SPREAD_NEGATIVE,-4.714e-05,0.00067402,-0.00072116,-0.00022279,-4.7765,0.4945,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00128893,-0.2604239,0.00446498,-0.01747644,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha46,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00148422,,,17716,DIRECTION_UNKNOWN,-0.0003374,0.00114682,-0.00148422,-0.00078967,-5.1088,0.4879,0.047319,0.049822,ROBUST_SPREAD_NEGATIVE,0.00017676,0.00182621,-0.00164945,-0.0008104,-5.6247,0.4871,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00288706,-0.19273313,0.01000107,-0.03779182,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha49,wq101,conditional,1h,LONG_SHORT,Long-Short,5.898e-05,,,17787,DIRECTION_UNKNOWN,3.519e-05,-2.379e-05,5.898e-05,0.00011298,1.9704,0.5127,0.067735,0.068916,DIRECTIONALLY_CLEAN_THIN_EDGE,4.548e-05,-9.49e-06,5.497e-05,0.000105,1.8351,0.5125,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00021756,0.52217862,0.00075364,-0.00087624,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha49,wq101,conditional,4h,LONG_SHORT,Long-Short,1.111e-05,,,17784,DIRECTION_UNKNOWN,1.033e-05,-7.8e-07,1.111e-05,0.00023418,0.183,0.5157,0.065463,0.065916,DIRECTIONALLY_CLEAN_THIN_EDGE,5.362e-05,5.363e-05,-1e-08,0.00022623,-0.0001,0.5156,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,True,0.00041087,0.02634998,0.00142329,-0.00276781,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha49,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00013716,,,17764,DIRECTION_UNKNOWN,4.733e-05,0.00018449,-0.00013716,0.00043562,-0.8884,0.5111,0.053536,0.054977,MEAN_SPREAD_OUTLIER_DOMINATED,0.00029763,0.00045683,-0.00015921,0.00039731,-1.0268,0.5099,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00161221,-0.09877506,0.00558486,-0.01134728,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha49,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00048789,,,17716,DIRECTION_UNKNOWN,1.691e-05,0.0005048,-0.00048789,0.00082764,-1.6784,0.5115,0.046876,0.048471,MEAN_SPREAD_OUTLIER_DOMINATED,0.00067236,0.00122306,-0.0005507,0.00076531,-1.8798,0.5113,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00342892,-0.08322961,0.01187813,-0.02853416,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha51,wq101,conditional,1h,LONG_SHORT,Long-Short,6.281e-05,,,17787,DIRECTION_UNKNOWN,3.66e-05,-2.621e-05,6.281e-05,0.00012812,2.0942,0.5149,0.067679,0.068927,DIRECTIONALLY_CLEAN_THIN_EDGE,4.72e-05,-1.207e-05,5.927e-05,0.0001251,1.9746,0.5147,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00021124,0.55629419,0.00073174,-0.00080403,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha51,wq101,conditional,4h,LONG_SHORT,Long-Short,2.745e-05,,,17784,DIRECTION_UNKNOWN,2.097e-05,-6.48e-06,2.745e-05,0.00025407,0.453,0.5164,0.065516,0.065811,DIRECTIONALLY_CLEAN_THIN_EDGE,6.559e-05,4.696e-05,1.863e-05,0.00025665,0.307,0.5161,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00041805,0.06169631,0.00144815,-0.00267109,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha51,wq101,conditional,24h,LONG_SHORT,Long-Short,-7.123e-05,,,17764,DIRECTION_UNKNOWN,9.055e-05,0.00016179,-7.123e-05,0.0005318,-0.462,0.5135,0.05355,0.054954,MEAN_SPREAD_OUTLIER_DOMINATED,0.00034784,0.00042944,-8.16e-05,0.00052824,-0.527,0.5128,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00163308,-0.07381432,0.00565716,-0.00996915,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha51,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00033558,,,17716,DIRECTION_UNKNOWN,9.412e-05,0.0004297,-0.00033558,0.00084982,-1.1564,0.5128,0.046854,0.048551,MEAN_SPREAD_OUTLIER_DOMINATED,0.00076345,0.00113874,-0.00037529,0.00094321,-1.2834,0.5134,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.0035082,-0.06216597,0.01215275,-0.02617301,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha32,wq101,conditional,1h,LONG_SHORT,Long-Short,1.682e-05,,,17572,DIRECTION_UNKNOWN,-5.67e-06,-2.25e-05,1.682e-05,9.57e-06,0.5661,0.501,0.067948,0.069971,DIRECTIONALLY_CLEAN_THIN_EDGE,2.1e-06,-1.411e-05,1.621e-05,7.11e-06,0.5451,0.5009,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.0001539,0.1997593,0.00053311,-0.00044429,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha32,wq101,conditional,4h,LONG_SHORT,Long-Short,5.435e-05,,,17569,DIRECTION_UNKNOWN,-1.309e-05,-6.744e-05,5.435e-05,1.745e-05,0.8836,0.5011,0.065241,0.067066,DIRECTIONALLY_CLEAN_THIN_EDGE,1.839e-05,-3.523e-05,5.362e-05,2.201e-05,0.8712,0.5009,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00056295,0.16836327,0.00195011,-0.00151186,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha32,wq101,conditional,24h,LONG_SHORT,Long-Short,0.00024906,,,17549,DIRECTION_UNKNOWN,-0.00017922,-0.00042827,0.00024906,-0.00042797,1.7182,0.4886,0.053128,0.055273,MIXED_OR_WEAK,2.747e-05,-0.00026472,0.00029219,-0.00039574,2.0087,0.4894,1.0,MIXED_OR_WEAK,False,0.00341555,0.12450333,0.01183181,-0.0081968,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha32,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00013307,,,17501,DIRECTION_UNKNOWN,-0.00105369,-0.00092062,-0.00013307,-0.00127659,-0.4606,0.4842,0.047175,0.049179,ROBUST_SPREAD_NEGATIVE,-0.00036705,-0.0005356,0.00016855,-0.00094447,0.5787,0.4868,1.0,MIXED_OR_WEAK,True,0.01155828,0.01589407,0.04003907,-0.03321762,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha33,wq101,conditional,1h,LONG_SHORT,Long-Short,0.00011366,,,17807,DIRECTION_UNKNOWN,9.202e-05,-2.164e-05,0.00011366,0.00027653,2.7939,0.5261,0.069479,0.065252,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00010393,-3.5e-06,0.00010742,0.00026826,2.6395,0.5258,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00027777,1.04122203,0.00096223,-0.00071857,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha33,wq101,conditional,4h,LONG_SHORT,Long-Short,5.257e-05,,,17804,DIRECTION_UNKNOWN,0.00014868,9.611e-05,5.257e-05,0.00029077,0.6715,0.5134,0.066207,0.063018,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00019984,0.00016441,3.544e-05,0.00026029,0.4522,0.5136,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00067932,0.11956852,0.00235323,-0.00258659,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha33,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00026432,,,17784,DIRECTION_UNKNOWN,0.00042542,0.00068974,-0.00026432,0.00019399,-1.3866,0.5047,0.052767,0.05391,MEAN_SPREAD_OUTLIER_DOMINATED,0.00072495,0.0010231,-0.00029815,0.00026605,-1.5583,0.5055,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00130964,-0.13101932,0.00453674,-0.01007762,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha33,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00133431,,,17736,DIRECTION_UNKNOWN,0.00083472,0.00216903,-0.00133431,-0.0004611,-3.7108,0.4954,0.048618,0.051147,ROBUST_SPREAD_NEGATIVE,0.00160412,0.00300715,-0.00140303,-0.00053702,-3.8743,0.4952,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00320031,-0.1704748,0.01108619,-0.03178034,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha37,wq101,conditional,1h,LONG_SHORT,Long-Short,2.889e-05,,,17607,DIRECTION_UNKNOWN,2.008e-05,-8.81e-06,2.889e-05,4.402e-05,1.0071,0.5065,0.067773,0.069473,DIRECTIONALLY_CLEAN_THIN_EDGE,2.345e-05,3.72e-06,1.973e-05,3.823e-05,0.6874,0.5061,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00016141,0.31312233,0.00055915,-0.00103661,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha37,wq101,conditional,4h,LONG_SHORT,Long-Short,-8.989e-05,,,17604,DIRECTION_UNKNOWN,-6.801e-05,2.188e-05,-8.989e-05,-7.968e-05,-1.5327,0.4941,0.066291,0.066214,ROBUST_SPREAD_NEGATIVE,-5.223e-05,6.687e-05,-0.0001191,-8.959e-05,-2.029,0.4928,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00048814,-0.13207523,0.00169098,-0.00476189,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha37,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00059016,,,17584,DIRECTION_UNKNOWN,-0.00036324,0.00022692,-0.00059016,-0.00030131,-3.9597,0.4927,0.053874,0.055328,ROBUST_SPREAD_NEGATIVE,-0.00024246,0.00044639,-0.00068885,-0.0004053,-4.6072,0.4899,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00270131,-0.16816821,0.00935763,-0.01937119,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha37,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00211411,,,17536,DIRECTION_UNKNOWN,-0.00101949,0.00109462,-0.00211411,-0.00073801,-7.2833,0.4891,0.047683,0.050584,ROBUST_SPREAD_NEGATIVE,-0.0006013,0.00164871,-0.00225002,-0.00088282,-7.6963,0.4873,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00795625,-0.22622231,0.02756125,-0.05798443,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha38,wq101,conditional,1h,LONG_SHORT,Long-Short,7.65e-05,,,17798,DIRECTION_UNKNOWN,7.352e-05,-2.97e-06,7.65e-05,0.0001913,1.9587,0.5188,0.069296,0.065366,DIRECTIONALLY_CLEAN_THIN_EDGE,8.471e-05,1.176e-05,7.295e-05,0.0001882,1.8673,0.5198,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00026298,0.74776685,0.00091099,-0.00104065,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha38,wq101,conditional,4h,LONG_SHORT,Long-Short,3.723e-05,,,17795,DIRECTION_UNKNOWN,0.0001215,8.427e-05,3.723e-05,0.00020011,0.4985,0.5096,0.066371,0.062893,DIRECTIONALLY_CLEAN_THIN_EDGE,0.0001712,0.00013879,3.241e-05,0.00019338,0.4335,0.5097,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00069426,0.1127341,0.00240497,-0.00308201,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha38,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00041474,,,17775,DIRECTION_UNKNOWN,0.00017827,0.00059301,-0.00041474,-0.00016304,-2.266,0.4967,0.05256,0.05546,ROBUST_SPREAD_NEGATIVE,0.00047546,0.0008595,-0.00038404,-9.764e-05,-2.0902,0.4983,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00165455,-0.18832856,0.00573152,-0.01322892,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha38,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00148547,,,17727,DIRECTION_UNKNOWN,0.00023672,0.00172218,-0.00148547,-0.0005751,-4.3186,0.494,0.048154,0.051746,ROBUST_SPREAD_NEGATIVE,0.0009985,0.00241994,-0.00142144,-0.00034208,-4.1008,0.4957,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00443282,-0.18936622,0.01535573,-0.03607981,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha44,wq101,conditional,1h,LONG_SHORT,Long-Short,-3.55e-06,,,17803,DIRECTION_UNKNOWN,-5.83e-06,-2.28e-06,-3.55e-06,5.881e-05,-0.1346,0.508,0.070449,0.066889,MEAN_SPREAD_OUTLIER_DOMINATED,-3.07e-06,1.28e-05,-1.587e-05,5.251e-05,-0.6007,0.5069,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00014874,-0.0342474,0.00051527,-0.00046252,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha44,wq101,conditional,4h,LONG_SHORT,Long-Short,-0.00013373,,,17800,DIRECTION_UNKNOWN,-0.00010979,2.395e-05,-0.00013373,8.104e-05,-2.5535,0.5048,0.067263,0.063819,MEAN_SPREAD_OUTLIER_DOMINATED,-9.809e-05,8.261e-05,-0.0001807,3.411e-05,-3.4458,0.5029,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00051568,-0.30036297,0.00178635,-0.00361339,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha44,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00042484,,,17780,DIRECTION_UNKNOWN,-0.00030151,0.00012334,-0.00042484,0.00026078,-3.149,0.5089,0.053979,0.054478,MEAN_SPREAD_OUTLIER_DOMINATED,-0.00022742,0.00042879,-0.00065621,3.631e-05,-4.8407,0.5011,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00160636,-0.19760293,0.00556458,-0.01427436,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha44,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00190403,,,17732,DIRECTION_UNKNOWN,-0.00155361,0.00035042,-0.00190403,-0.00034461,-7.2547,0.4955,0.047948,0.050448,ROBUST_SPREAD_NEGATIVE,-0.00129387,0.00112107,-0.00241494,-0.00081604,-9.1067,0.4879,1.0,ROBUST_SPREAD_NEGATIVE,False,0.0042499,-0.24415726,0.01472209,-0.05649064,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha45,wq101,conditional,1h,LONG_SHORT,Long-Short,2.043e-05,,,17783,DIRECTION_UNKNOWN,-5.69e-06,-2.612e-05,2.043e-05,4.912e-05,0.8451,0.5081,0.069337,0.068791,DIRECTIONALLY_CLEAN_THIN_EDGE,2.73e-06,-1.487e-05,1.76e-05,4.993e-05,0.7276,0.5082,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00012017,0.15049724,0.00041628,-0.00042453,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha45,wq101,conditional,4h,LONG_SHORT,Long-Short,-7.365e-05,,,17780,DIRECTION_UNKNOWN,-9.216e-05,-1.85e-05,-7.365e-05,7.281e-05,-1.4883,0.506,0.06709,0.066207,MEAN_SPREAD_OUTLIER_DOMINATED,-5.82e-05,2.45e-05,-8.27e-05,7.433e-05,-1.6695,0.5058,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00028316,-0.15905234,0.00098091,-0.00205771,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha45,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00028224,,,17760,DIRECTION_UNKNOWN,-0.00040213,-0.00011989,-0.00028224,-0.00013144,-2.2184,0.4953,0.054096,0.054006,ROBUST_SPREAD_NEGATIVE,-0.00020728,0.00011703,-0.00032431,-0.00014108,-2.5376,0.4964,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00074787,-0.10425577,0.00259069,-0.0076343,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha45,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00089636,,,17712,DIRECTION_UNKNOWN,-0.001153,-0.00025664,-0.00089636,-0.00031275,-3.5094,0.4949,0.04734,0.047778,ROBUST_SPREAD_NEGATIVE,-0.00059011,0.00040118,-0.00099129,-0.00043448,-3.8488,0.4938,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00180496,-0.11604197,0.00625257,-0.025541,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha34,wq101,conditional,1h,LONG_SHORT,Long-Short,6.043e-05,,,17802,DIRECTION_UNKNOWN,3.414e-05,-2.63e-05,6.043e-05,0.00010407,2.1741,0.5145,0.068803,0.069951,DIRECTIONALLY_CLEAN_THIN_EDGE,4.072e-05,-1.73e-05,5.802e-05,0.00010375,2.087,0.5149,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00017258,0.5371433,0.00059782,-0.00059169,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha34,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00010988,,,17799,DIRECTION_UNKNOWN,7.482e-05,-3.506e-05,0.00010988,0.00016457,1.9365,0.5104,0.065992,0.066403,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00010296,2.04e-06,0.00010093,0.00016378,1.7773,0.5108,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00034397,0.25877743,0.00119155,-0.00102412,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha34,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00012057,,,17779,DIRECTION_UNKNOWN,-9.301e-05,2.756e-05,-0.00012057,4.76e-06,-0.8304,0.5003,0.05322,0.054648,MEAN_SPREAD_OUTLIER_DOMINATED,8.736e-05,0.00021618,-0.00012881,-3.752e-05,-0.8839,0.4992,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00105185,-0.07311854,0.00364371,-0.00786286,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha34,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.0008369,,,17731,DIRECTION_UNKNOWN,-0.00077668,6.023e-05,-0.0008369,-6.439e-05,-3.0784,0.4995,0.046498,0.048938,ROBUST_SPREAD_NEGATIVE,-0.00028016,0.00057796,-0.00085812,-2.777e-05,-3.1304,0.4997,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00189982,-0.1031258,0.00658117,-0.02455932,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,1h,LONG_SHORT,Long-Short,-1.93e-05,,,17798,DIRECTION_UNKNOWN,-3.3e-06,1.6e-05,-1.93e-05,1.055e-05,-0.6491,0.5016,0.069231,0.066568,MEAN_SPREAD_OUTLIER_DOMINATED,-5.4e-07,3.915e-05,-3.968e-05,-5.83e-06,-1.3333,0.499,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00015713,-0.24315249,0.00054431,-0.00122582,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,4h,LONG_SHORT,Long-Short,-5.602e-05,,,17795,DIRECTION_UNKNOWN,-1.543e-05,4.059e-05,-5.602e-05,4.572e-05,-0.9351,0.5028,0.065539,0.063915,MEAN_SPREAD_OUTLIER_DOMINATED,-4.85e-06,0.00013089,-0.00013574,-2.841e-05,-2.2629,0.4977,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00063109,-0.2136348,0.00218617,-0.00379167,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00054662,,,17775,DIRECTION_UNKNOWN,-0.00038219,0.00016443,-0.00054662,-2.412e-05,-3.5677,0.4995,0.053927,0.053681,ROBUST_SPREAD_NEGATIVE,-0.00031031,0.00063783,-0.00094814,-0.00038602,-6.1629,0.4896,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00304341,-0.30389923,0.01054268,-0.02661881,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha40,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00254804,,,17727,DIRECTION_UNKNOWN,-0.0014242,0.00112383,-0.00254804,-0.00043583,-8.3436,0.4943,0.047473,0.050745,ROBUST_SPREAD_NEGATIVE,-0.00117063,0.00230371,-0.00347433,-0.00122897,-11.2741,0.4831,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00792944,-0.37633253,0.02746838,-0.08518599,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha42,wq101,conditional,1h,LONG_SHORT,Long-Short,7.888e-05,,,17806,DIRECTION_UNKNOWN,5.752e-05,-2.137e-05,7.888e-05,5.633e-05,2.5421,0.5083,0.06837,0.068566,DIRECTIONALLY_CLEAN_THIN_EDGE,5.696e-05,-6.8e-06,6.377e-05,4.392e-05,2.054,0.5065,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00014341,0.68796397,0.0004968,-0.00021364,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha42,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00010414,,,17803,DIRECTION_UNKNOWN,6.63e-05,-3.785e-05,0.00010414,5.2e-07,1.6335,0.5001,0.065607,0.066687,DIRECTIONALLY_CLEAN_THIN_EDGE,6.403e-05,1.933e-05,4.47e-05,-4.707e-05,0.7004,0.4964,1.0,MIXED_OR_WEAK,False,0.00053084,0.17870977,0.00183887,-0.0017286,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha42,wq101,conditional,24h,LONG_SHORT,Long-Short,4.425e-05,,,17783,DIRECTION_UNKNOWN,8.194e-05,3.769e-05,4.425e-05,-0.00082872,0.2712,0.4806,0.054461,0.054329,MIXED_OR_WEAK,7.258e-05,0.00032882,-0.00025624,-0.00111584,-1.5682,0.4735,1.0,ROBUST_SPREAD_NEGATIVE,True,0.00275797,-0.0361286,0.0095539,-0.01016513,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha42,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00036244,,,17735,DIRECTION_UNKNOWN,-0.00023896,0.00012348,-0.00036244,-0.00232986,-1.2242,0.4712,0.049118,0.047312,ROBUST_SPREAD_NEGATIVE,-0.00026055,0.00088544,-0.00114598,-0.0031076,-3.8621,0.4619,1.0,ROBUST_SPREAD_NEGATIVE,False,0.0082621,-0.07384071,0.02862074,-0.03057269,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha50,wq101,conditional,1h,LONG_SHORT,Long-Short,1.196e-05,,,17798,DIRECTION_UNKNOWN,-1.477e-05,-2.673e-05,1.196e-05,6.223e-05,0.3805,0.5078,0.069315,0.068513,DIRECTIONALLY_CLEAN_THIN_EDGE,-1.472e-05,-1.7e-05,2.28e-06,5.635e-05,0.0725,0.5067,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.0001478,0.08571954,0.00051199,-0.00062683,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha50,wq101,conditional,4h,LONG_SHORT,Long-Short,-0.00011338,,,17795,DIRECTION_UNKNOWN,-0.00011497,-1.59e-06,-0.00011338,0.00017073,-1.7341,0.5108,0.066436,0.067611,MEAN_SPREAD_OUTLIER_DOMINATED,-0.00011585,3.441e-05,-0.00015026,0.00013543,-2.2971,0.5089,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.0005869,-0.23060328,0.00203307,-0.00438774,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha50,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00087418,,,17775,DIRECTION_UNKNOWN,-0.00069984,0.00017435,-0.00087418,0.00027987,-5.3592,0.5069,0.054225,0.057603,MEAN_SPREAD_OUTLIER_DOMINATED,-0.00069894,0.00038438,-0.00108332,9.469e-05,-6.615,0.5028,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00172999,-0.30244057,0.00599287,-0.02220246,0.36,25,per_bar_mean_x_bars_per_year
