factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_median,long_short_spread_t_stat,long_short_win_rate,top_bucket_top1pct_abs_share,bottom_bucket_top1pct_abs_share,bucket_tail_diagnosis,after_funding_top_bucket_mean_return,after_funding_bottom_bucket_mean_return,after_funding_long_short_spread_mean,after_funding_long_short_spread_median,after_funding_long_short_spread_t_stat,after_funding_long_short_win_rate,after_funding_coverage_rate,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_cntn_30h,alpha158_rolling_direction,negative,24h,LONG_SHORT,Long-Short,0.00138613,,,17754,COMPUTED,0.00079842,-0.00058771,0.00138613,0.00100615,8.7764,0.5242,0.055638,0.053026,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00104696,-0.00041838,0.00146534,0.00102473,9.2372,0.5238,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00354956,0.58500384,0.01229602,-0.00557342,0.72,25,per_bar_mean_x_bars_per_year
q158_cntn_30h,alpha158_rolling_direction,negative,72h,LONG_SHORT,Long-Short,0.00457535,,,17706,COMPUTED,0.00303704,-0.00153832,0.00457535,0.00276084,15.0929,0.539,0.049457,0.049065,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00374664,-0.00105968,0.00480632,0.00278846,15.7,0.5381,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00862216,0.55013337,0.02986802,-0.01260592,0.76,25,per_bar_mean_x_bars_per_year
q158_sumd_20h,alpha158_rolling,positive,1h,LONG_SHORT,Long-Short,9.544e-05,,,17787,COMPUTED,6.489e-05,-3.055e-05,9.544e-05,3.915e-05,2.6248,0.5038,0.065135,0.070555,DIRECTIONALLY_CLEAN_THIN_EDGE,8.425e-05,-2.175e-05,0.000106,4.983e-05,2.9133,0.5053,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00023177,0.95868137,0.00080289,-0.00030251,0.68,25,per_bar_mean_x_bars_per_year
q158_sumd_20h,alpha158_rolling,positive,4h,LONG_SHORT,Long-Short,0.00041639,,,17784,COMPUTED,0.00022274,-0.00019365,0.00041639,0.00020881,5.6646,0.5125,0.062896,0.066905,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00029856,-0.00015768,0.00045624,0.00026384,6.2006,0.5136,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00089043,1.04472299,0.00308454,-0.00113494,0.72,25,per_bar_mean_x_bars_per_year
q158_sumd_20h,alpha158_rolling,positive,24h,LONG_SHORT,Long-Short,0.00166663,,,17764,COMPUTED,0.00105665,-0.00060998,0.00166663,0.00085804,8.7767,0.519,0.055306,0.052421,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00146552,-0.00040698,0.0018725,0.00099468,9.8207,0.5227,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00481014,0.7654391,0.0166628,-0.00759315,0.72,25,per_bar_mean_x_bars_per_year
q158_sumd_20h,alpha158_rolling,positive,72h,LONG_SHORT,Long-Short,0.00499311,,,17716,COMPUTED,0.00312001,-0.00187311,0.00499311,0.00253831,14.4216,0.5327,0.051928,0.046392,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00411803,-0.00131242,0.00543045,0.00293324,15.5427,0.5362,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00957818,0.64450932,0.0331798,-0.01765823,0.68,25,per_bar_mean_x_bars_per_year
q158_sumd_30h,alpha158_rolling_direction,positive,1h,LONG_SHORT,Long-Short,9.178e-05,,,17777,COMPUTED,3.75e-05,-5.428e-05,9.178e-05,6.157e-05,2.4734,0.5066,0.065365,0.071334,DIRECTIONALLY_CLEAN_THIN_EDGE,5.915e-05,-4.663e-05,0.00010578,6.723e-05,2.8486,0.5072,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.0002135,0.93217669,0.0007396,-0.00050285,0.64,25,per_bar_mean_x_bars_per_year
q158_sumd_30h,alpha158_rolling_direction,positive,4h,LONG_SHORT,Long-Short,0.00028161,,,17774,COMPUTED,0.00011852,-0.00016309,0.00028161,9.649e-05,3.7665,0.5062,0.063864,0.06735,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00020253,-0.00013118,0.00033371,0.0001396,4.4579,0.508,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00089177,0.76484865,0.00308917,-0.00116019,0.68,25,per_bar_mean_x_bars_per_year
q158_sumd_30h,alpha158_rolling_direction,positive,24h,LONG_SHORT,Long-Short,0.00158472,,,17754,COMPUTED,0.00103582,-0.0005489,0.00158472,0.00044981,8.3944,0.5098,0.055105,0.05398,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00147797,-0.00036482,0.00184279,0.00068914,9.727,0.5146,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00520108,0.7165877,0.01801705,-0.0115982,0.64,25,per_bar_mean_x_bars_per_year
q158_sumd_30h,alpha158_rolling_direction,positive,72h,LONG_SHORT,Long-Short,0.00547025,,,17706,COMPUTED,0.00354367,-0.00192658,0.00547025,0.00321675,15.9225,0.5389,0.052361,0.046411,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00461745,-0.00138994,0.00600739,0.00359543,17.3201,0.5436,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.01071543,0.67372552,0.03711933,-0.02227158,0.64,25,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,0.00013287,,,17788,DIRECTION_UNKNOWN,8.066e-05,-5.221e-05,0.00013287,0.00010544,3.2872,0.5106,0.064053,0.071294,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00010202,-4.112e-05,0.00014314,0.00011553,3.5391,0.5116,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00018973,1.22420438,0.00065724,-0.00024411,0.72,25,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,0.00044484,,,17785,DIRECTION_UNKNOWN,0.0002704,-0.00017444,0.00044484,0.00030816,5.5119,0.5144,0.060139,0.068224,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00035292,-0.00012982,0.00048274,0.00033776,5.9761,0.515,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00080442,1.07123398,0.0027866,-0.00097855,0.72,25,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.0011261,,,17765,DIRECTION_UNKNOWN,0.00088353,-0.00024257,0.0011261,0.00045555,5.4643,0.5095,0.055191,0.053296,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00133195,4.5e-06,0.00132746,0.00072506,6.4178,0.5117,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00423064,0.5610647,0.01465537,-0.0058218,0.64,25,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00420217,,,17717,DIRECTION_UNKNOWN,0.00324674,-0.00095543,0.00420217,0.00251422,11.1042,0.5259,0.053585,0.04774,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00432216,-0.00029119,0.00461335,0.00301924,12.0963,0.5294,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00940366,0.53181572,0.03257523,-0.01463195,0.64,25,per_bar_mean_x_bars_per_year
q158_beta_30h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,8.34e-05,,,17778,DIRECTION_UNKNOWN,4.03e-05,-4.31e-05,8.34e-05,9.244e-05,2.0683,0.5082,0.063451,0.071805,DIRECTIONALLY_CLEAN_THIN_EDGE,6.356e-05,-3.314e-05,9.67e-05,0.00010112,2.3968,0.509,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00023354,0.92051149,0.00080901,-0.0002211,0.68,25,per_bar_mean_x_bars_per_year
q158_beta_30h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,0.00026249,,,17775,DIRECTION_UNKNOWN,0.00011086,-0.00015163,0.00026249,0.00011278,3.207,0.5053,0.061982,0.068081,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00020184,-0.00011178,0.00031362,0.00014155,3.8273,0.5067,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00088332,0.75642579,0.00305992,-0.00098658,0.68,25,per_bar_mean_x_bars_per_year
q158_beta_30h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.00093041,,,17755,DIRECTION_UNKNOWN,0.00077896,-0.00015144,0.00093041,0.00037259,4.4938,0.5055,0.054583,0.054127,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00125917,7.242e-05,0.00118675,0.00061823,5.7114,0.5089,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.0046236,0.4745745,0.01601661,-0.0107044,0.56,25,per_bar_mean_x_bars_per_year
q158_beta_30h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00493682,,,17707,DIRECTION_UNKNOWN,0.00376352,-0.0011733,0.00493682,0.00173793,12.9055,0.5182,0.054401,0.047328,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00489399,-0.00054022,0.00543421,0.00208587,14.0917,0.5226,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.01117498,0.59137565,0.03871127,-0.02248316,0.64,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,4.197e-05,,,17788,DIRECTION_UNKNOWN,2.972e-05,-1.225e-05,4.197e-05,2.778e-05,1.4235,0.5035,0.068847,0.068105,DIRECTIONALLY_CLEAN_THIN_EDGE,4.161e-05,-6.09e-06,4.77e-05,3.148e-05,1.617,0.5038,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00019824,0.37596494,0.00068671,-0.00064832,0.6,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,0.00013135,,,17785,DIRECTION_UNKNOWN,9.577e-05,-3.558e-05,0.00013135,0.00011547,2.167,0.5077,0.065166,0.065683,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00014376,-1.011e-05,0.00015387,0.00014544,2.5364,0.509,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00077857,0.31803962,0.00269706,-0.00343773,0.56,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.00076012,,,17765,DIRECTION_UNKNOWN,0.00041692,-0.0003432,0.00076012,0.00050451,4.6955,0.5121,0.054845,0.054028,DIRECTIONALLY_CLEAN_THIN_EDGE,0.0006833,-0.00019608,0.00087938,0.00066303,5.4121,0.515,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00266333,0.26003555,0.00922606,-0.00588669,0.48,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00095298,,,17717,DIRECTION_UNKNOWN,0.00052883,-0.00042415,0.00095298,0.00026074,3.1806,0.5035,0.048866,0.04776,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00122654,1.254e-05,0.001214,0.00053937,4.0224,0.5066,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00623254,0.12158041,0.02159015,-0.02371446,0.68,25,per_bar_mean_x_bars_per_year
q158_rsqr_30h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,4.832e-05,,,17778,DIRECTION_UNKNOWN,1.251e-05,-3.581e-05,4.832e-05,5.066e-05,1.6342,0.5059,0.069533,0.068628,DIRECTIONALLY_CLEAN_THIN_EDGE,2.521e-05,-2.996e-05,5.517e-05,6.088e-05,1.8649,0.5064,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00018737,0.48096946,0.00064908,-0.00036308,0.68,25,per_bar_mean_x_bars_per_year
q158_rsqr_30h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,0.00027875,,,17775,DIRECTION_UNKNOWN,7.347e-05,-0.00020527,0.00027875,0.00017063,4.6108,0.5095,0.065938,0.0667,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00012326,-0.00018121,0.00030447,0.0001839,5.0335,0.5114,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00070302,0.6785492,0.00243532,-0.00127064,0.64,25,per_bar_mean_x_bars_per_year
q158_rsqr_30h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.00112171,,,17755,DIRECTION_UNKNOWN,0.00043525,-0.00068646,0.00112171,0.00070747,7.1594,0.517,0.055331,0.05377,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00071737,-0.00054366,0.00126103,0.0008306,8.0241,0.5216,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.002923,0.3843364,0.01012557,-0.00657528,0.64,25,per_bar_mean_x_bars_per_year
q158_rsqr_30h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00243042,,,17707,DIRECTION_UNKNOWN,0.00089314,-0.00153728,0.00243042,0.00131115,8.2421,0.5182,0.047782,0.047771,DIRECTIONALLY_CLEAN_THIN_EDGE,0.0016375,-0.00111703,0.00275453,0.00164659,9.2715,0.5236,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00575166,0.31929422,0.01992433,-0.01310363,0.68,25,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,-3.773e-05,,,17788,DIRECTION_UNKNOWN,-3.2e-07,3.742e-05,-3.773e-05,-0.00013378,-0.9368,0.4864,0.066056,0.068968,ROBUST_SPREAD_NEGATIVE,1.884e-05,4.869e-05,-2.986e-05,-0.00012199,-0.7409,0.4878,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00030532,-0.40975031,0.00105765,-0.00151085,0.48,25,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,-1.902e-05,,,17785,DIRECTION_UNKNOWN,6.332e-05,8.234e-05,-1.902e-05,-0.00015652,-0.2415,0.4918,0.062374,0.066799,ROBUST_SPREAD_NEGATIVE,0.00013556,0.00012994,5.63e-06,-0.00013934,0.0713,0.4937,1.0,MIXED_OR_WEAK,True,0.00091659,-0.1007052,0.00317515,-0.00280005,0.4,25,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.00062105,,,17765,DIRECTION_UNKNOWN,0.00074985,0.00012879,0.00062105,0.00010063,3.1762,0.5015,0.05418,0.053509,DIRECTIONALLY_CLEAN_THIN_EDGE,0.0010987,0.00042345,0.00067525,0.00017874,3.4396,0.5035,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00176479,0.21608737,0.0061134,-0.00420118,0.6,25,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00100264,,,17717,DIRECTION_UNKNOWN,0.00190059,0.00089795,0.00100264,0.00032283,2.7565,0.5034,0.051964,0.04858,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00276655,0.00165093,0.00111562,0.00046792,3.0423,0.505,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00302688,0.12821232,0.01048541,-0.00584638,0.64,25,per_bar_mean_x_bars_per_year
q158_resi_30h,alpha158_rolling_regression,conditional,1h,LONG_SHORT,Long-Short,-5.3e-06,,,17778,DIRECTION_UNKNOWN,2.583e-05,3.113e-05,-5.3e-06,-0.00010567,-0.1293,0.4892,0.066108,0.069314,ROBUST_SPREAD_NEGATIVE,4.484e-05,4.262e-05,2.22e-06,-0.00010113,0.0541,0.4903,1.0,MIXED_OR_WEAK,True,0.00026187,-0.15716648,0.00090714,-0.00083223,0.52,25,per_bar_mean_x_bars_per_year
q158_resi_30h,alpha158_rolling_regression,conditional,4h,LONG_SHORT,Long-Short,0.00014806,,,17775,DIRECTION_UNKNOWN,0.00017727,2.921e-05,0.00014806,7.16e-06,1.8315,0.5005,0.062052,0.067812,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00024766,7.853e-05,0.00016913,2.505e-05,2.0893,0.501,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00086793,0.26645874,0.00300661,-0.00163409,0.52,25,per_bar_mean_x_bars_per_year
q158_resi_30h,alpha158_rolling_regression,conditional,24h,LONG_SHORT,Long-Short,0.00076238,,,17755,DIRECTION_UNKNOWN,0.00084194,7.956e-05,0.00076238,-3.753e-05,3.8584,0.4994,0.05542,0.053052,MIXED_OR_WEAK,0.00119818,0.00036543,0.00083276,2.21e-05,4.1964,0.5004,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.0030158,0.32742847,0.01044703,-0.00883111,0.64,25,per_bar_mean_x_bars_per_year
q158_resi_30h,alpha158_rolling_regression,conditional,72h,LONG_SHORT,Long-Short,0.00156184,,,17707,DIRECTION_UNKNOWN,0.00218307,0.00062123,0.00156184,0.00061336,4.2856,0.5065,0.051941,0.048183,DIRECTIONALLY_CLEAN_THIN_EDGE,0.0030648,0.00135018,0.00171462,0.00077166,4.6696,0.5088,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00441188,0.22631899,0.01528319,-0.00468381,0.68,25,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,1h,LONG_SHORT,Long-Short,-7.343e-05,,,17788,DIRECTION_UNKNOWN,-3.346e-05,3.997e-05,-7.343e-05,-2.412e-05,-2.3928,0.4967,0.070255,0.066386,ROBUST_SPREAD_NEGATIVE,-2.609e-05,5.358e-05,-7.967e-05,-2.756e-05,-2.5951,0.4963,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00019184,-0.73685373,0.00066455,-0.00232933,0.4,25,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,4h,LONG_SHORT,Long-Short,-0.00025019,,,17785,DIRECTION_UNKNOWN,-0.00013423,0.00011596,-0.00025019,-4.056e-05,-4.0742,0.4969,0.066718,0.064595,ROBUST_SPREAD_NEGATIVE,-0.00010407,0.00016884,-0.00027291,-5.815e-05,-4.4394,0.4965,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00073426,-0.66360126,0.00254356,-0.00718351,0.36,25,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,24h,LONG_SHORT,Long-Short,-0.00097879,,,17765,DIRECTION_UNKNOWN,-0.00050682,0.00047197,-0.00097879,-0.00040133,-5.9632,0.4905,0.054928,0.055493,ROBUST_SPREAD_NEGATIVE,-0.00033366,0.00075525,-0.00108891,-0.00049669,-6.6068,0.4878,1.0,ROBUST_SPREAD_NEGATIVE,False,0.0035442,-0.49860925,0.01227748,-0.03184386,0.24,25,per_bar_mean_x_bars_per_year
q158_imax_20h,alpha158_rolling_position,conditional,72h,LONG_SHORT,Long-Short,-0.00372371,,,17717,DIRECTION_UNKNOWN,-0.00145474,0.00226897,-0.00372371,-0.00164468,-11.9535,0.4768,0.047576,0.050994,ROBUST_SPREAD_NEGATIVE,-0.00096256,0.00301352,-0.00397608,-0.00172044,-12.6456,0.475,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00593758,-0.48438722,0.02056839,-0.0951787,0.28,25,per_bar_mean_x_bars_per_year
q158_imax_30h,alpha158_rolling_position,conditional,1h,LONG_SHORT,Long-Short,-4.275e-05,,,17778,DIRECTION_UNKNOWN,-3.253e-05,1.022e-05,-4.275e-05,-1.47e-06,-1.3703,0.4998,0.069715,0.065959,ROBUST_SPREAD_NEGATIVE,-2.657e-05,2.552e-05,-5.209e-05,-1.03e-05,-1.669,0.4989,1.0,ROBUST_SPREAD_NEGATIVE,False,0.0001761,-0.46487325,0.00061004,-0.00173937,0.4,25,per_bar_mean_x_bars_per_year
q158_imax_30h,alpha158_rolling_position,conditional,4h,LONG_SHORT,Long-Short,-0.00013265,,,17775,DIRECTION_UNKNOWN,-9.654e-05,3.611e-05,-0.00013265,9.19e-06,-2.1255,0.5007,0.066576,0.064784,MEAN_SPREAD_OUTLIER_DOMINATED,-7.144e-05,9.6e-05,-0.00016744,-1.113e-05,-2.68,0.4994,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00065575,-0.40589017,0.00227159,-0.00547414,0.4,25,per_bar_mean_x_bars_per_year
q158_imax_30h,alpha158_rolling_position,conditional,24h,LONG_SHORT,Long-Short,-0.00105262,,,17755,DIRECTION_UNKNOWN,-0.00071684,0.00033578,-0.00105262,-0.0004455,-6.5214,0.4886,0.054438,0.055177,ROBUST_SPREAD_NEGATIVE,-0.00056731,0.00065475,-0.00122205,-0.00056853,-7.5506,0.4848,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00345361,-0.49618134,0.01196365,-0.03043831,0.32,25,per_bar_mean_x_bars_per_year
q158_imax_30h,alpha158_rolling_position,conditional,72h,LONG_SHORT,Long-Short,-0.00380527,,,17707,DIRECTION_UNKNOWN,-0.00145988,0.00234539,-0.00380527,-0.00141907,-12.3661,0.4778,0.046768,0.050472,ROBUST_SPREAD_NEGATIVE,-0.00099981,0.00315966,-0.00415947,-0.00172199,-13.3872,0.4748,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00670979,-0.46024245,0.0232434,-0.09215202,0.32,25,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,1h,LONG_SHORT,Long-Short,7.23e-05,,,17788,DIRECTION_UNKNOWN,3.231e-05,-4e-05,7.23e-05,6.972e-05,2.4163,0.5098,0.067303,0.069445,DIRECTIONALLY_CLEAN_THIN_EDGE,4.496e-05,-3.254e-05,7.749e-05,7.302e-05,2.5877,0.5097,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00018741,0.70954413,0.00064922,-0.00059613,0.72,25,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,4h,LONG_SHORT,Long-Short,0.0003337,,,17785,DIRECTION_UNKNOWN,0.00015914,-0.00017456,0.0003337,0.00025871,5.5014,0.5173,0.066501,0.066179,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00021054,-0.00014412,0.00035466,0.00026943,5.8418,0.5181,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00073512,0.84222579,0.00254654,-0.00131544,0.76,25,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,24h,LONG_SHORT,Long-Short,0.00118056,,,17765,DIRECTION_UNKNOWN,0.00068823,-0.00049233,0.00118056,0.00044172,7.4357,0.5095,0.054641,0.053277,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00098049,-0.00031949,0.00129998,0.00052856,8.1527,0.5114,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00260999,0.51326985,0.00904128,-0.00309261,0.72,25,per_bar_mean_x_bars_per_year
q158_imin_20h,alpha158_rolling_position,conditional,72h,LONG_SHORT,Long-Short,0.00268511,,,17717,DIRECTION_UNKNOWN,0.00192836,-0.00075675,0.00268511,0.00140365,8.75,0.5213,0.048837,0.047751,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00266879,-0.00024522,0.00291402,0.00154286,9.4124,0.5223,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00716669,0.35594841,0.02482615,-0.02016238,0.76,25,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,1h,LONG_SHORT,Long-Short,-9.235e-05,,,17788,DIRECTION_UNKNOWN,-3.897e-05,5.339e-05,-9.235e-05,-5.24e-05,-2.9049,0.4938,0.069841,0.066136,ROBUST_SPREAD_NEGATIVE,-3.136e-05,6.789e-05,-9.925e-05,-6.299e-05,-3.1198,0.4917,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00020002,-0.9161698,0.00069288,-0.00268231,0.32,25,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,4h,LONG_SHORT,Long-Short,-0.0003639,,,17785,DIRECTION_UNKNOWN,-0.00019804,0.00016586,-0.0003639,-0.00012955,-5.6356,0.4916,0.066116,0.064666,ROBUST_SPREAD_NEGATIVE,-0.00016615,0.00022323,-0.00038938,-0.00015575,-6.0244,0.4905,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00080163,-0.93445441,0.00277693,-0.0107565,0.36,25,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,24h,LONG_SHORT,Long-Short,-0.0012799,,,17765,DIRECTION_UNKNOWN,-0.00060134,0.00067856,-0.0012799,-0.00050761,-7.4456,0.488,0.05392,0.055362,ROBUST_SPREAD_NEGATIVE,-0.00041797,0.00099084,-0.00140882,-0.00060613,-8.1629,0.4876,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00361385,-0.60507669,0.01251876,-0.04012819,0.32,25,per_bar_mean_x_bars_per_year
q158_imxd_20h,alpha158_rolling_position,conditional,72h,LONG_SHORT,Long-Short,-0.00417647,,,17717,DIRECTION_UNKNOWN,-0.00169759,0.00247888,-0.00417647,-0.00207628,-12.9263,0.4698,0.048161,0.049773,ROBUST_SPREAD_NEGATIVE,-0.00116985,0.00327247,-0.00444232,-0.00229008,-13.6317,0.4681,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00706887,-0.55036436,0.02448729,-0.10808871,0.28,25,per_bar_mean_x_bars_per_year
q158_roc_20h,alpha158_rolling_price,conditional,1h,LONG_SHORT,Long-Short,-0.00010971,,,17787,DIRECTION_UNKNOWN,-2.787e-05,8.184e-05,-0.00010971,-7.061e-05,-2.6574,0.4935,0.071034,0.063921,ROBUST_SPREAD_NEGATIVE,-1.724e-05,0.00010419,-0.00012143,-7.962e-05,-2.94,0.4924,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00023567,-1.09766732,0.00081639,-0.0032792,0.32,25,per_bar_mean_x_bars_per_year
q158_roc_20h,alpha158_rolling_price,conditional,4h,LONG_SHORT,Long-Short,-0.0004994,,,17784,DIRECTION_UNKNOWN,-0.0001672,0.0003322,-0.0004994,-0.00028827,-6.0699,0.4867,0.068374,0.060484,ROBUST_SPREAD_NEGATIVE,-0.0001238,0.00041949,-0.00054329,-0.00032409,-6.5976,0.4852,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00092299,-1.23083626,0.00319735,-0.01380316,0.28,25,per_bar_mean_x_bars_per_year
q158_roc_20h,alpha158_rolling_price,conditional,24h,LONG_SHORT,Long-Short,-0.00117392,,,17764,DIRECTION_UNKNOWN,-0.00018308,0.00099084,-0.00117392,-0.00067313,-5.6795,0.4879,0.052614,0.054451,ROBUST_SPREAD_NEGATIVE,5.698e-05,0.00145519,-0.00139821,-0.00083593,-6.7408,0.4855,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00446476,-0.58336666,0.01546637,-0.03845488,0.44,25,per_bar_mean_x_bars_per_year
