factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_klen_open,alpha158_kbar,conditional,1h,LONG_SHORT,Long-Short,0.00010642,,,17807,DIRECTION_UNKNOWN,8.923e-05,-1.719e-05,0.00010642,2.2155,0.5041,0.00028947,0.98523431,0.00100274,-0.00122495,0.68,25,per_bar_mean_x_bars_per_year
q158_klen_open,alpha158_kbar,conditional,4h,LONG_SHORT,Long-Short,0.00037671,,,17804,DIRECTION_UNKNOWN,0.00030015,-7.656e-05,0.00037671,4.0338,0.5007,0.00109501,0.85871295,0.00379323,-0.0045898,0.72,25,per_bar_mean_x_bars_per_year
q158_klen_open,alpha158_kbar,conditional,24h,LONG_SHORT,Long-Short,0.00183497,,,17784,DIRECTION_UNKNOWN,0.00157388,-0.00026109,0.00183497,7.6641,0.484,0.00571127,0.70520335,0.01978443,-0.0219908,0.6,25,per_bar_mean_x_bars_per_year
q158_klen_open,alpha158_kbar,conditional,72h,LONG_SHORT,Long-Short,0.00524831,,,17736,DIRECTION_UNKNOWN,0.00431776,-0.00093055,0.00524831,11.77,0.493,0.01776481,0.67041229,0.06153912,-0.05647865,0.64,25,per_bar_mean_x_bars_per_year
q158_kup_open,alpha158_kbar,negative,1h,LONG_SHORT,Long-Short,-0.00024679,,,17807,COMPUTED,-0.00010345,0.00014335,-0.00024679,-6.4137,0.4843,0.00030735,-2.20426294,0.00106468,-0.00596878,0.24,25,per_bar_mean_x_bars_per_year
q158_kup_open,alpha158_kbar,negative,4h,LONG_SHORT,Long-Short,-0.00046644,,,17804,COMPUTED,-0.00017138,0.00029505,-0.00046644,-6.0778,0.4948,0.00077508,-1.01788222,0.00268495,-0.01222433,0.32,25,per_bar_mean_x_bars_per_year
q158_kup_open,alpha158_kbar,negative,24h,LONG_SHORT,Long-Short,-0.00157684,,,17784,COMPUTED,-0.00030827,0.00126858,-0.00157684,-7.9352,0.5095,0.00401415,-0.61862442,0.01390541,-0.05115161,0.4,25,per_bar_mean_x_bars_per_year
q158_kup_open,alpha158_kbar,negative,72h,LONG_SHORT,Long-Short,-0.00431654,,,17736,COMPUTED,-0.00060347,0.00371307,-0.00431654,-11.2563,0.5047,0.01227713,-0.56420448,0.04252921,-0.13610726,0.36,25,per_bar_mean_x_bars_per_year
q158_klow_open,alpha158_kbar,positive,1h,LONG_SHORT,Long-Short,-4.528e-05,,,17807,COMPUTED,-1.4e-05,3.128e-05,-4.528e-05,-1.1838,0.4849,0.00017646,-0.42516194,0.00061128,-0.00141019,0.32,25,per_bar_mean_x_bars_per_year
q158_klow_open,alpha158_kbar,positive,4h,LONG_SHORT,Long-Short,9.818e-05,,,17804,COMPUTED,0.00011058,1.239e-05,9.818e-05,1.299,0.4881,0.00063989,0.22023594,0.00221665,-0.00343666,0.6,25,per_bar_mean_x_bars_per_year
q158_klow_open,alpha158_kbar,positive,24h,LONG_SHORT,Long-Short,0.00109507,,,17784,COMPUTED,0.00099317,-0.0001019,0.00109507,5.5992,0.4823,0.00366396,0.41397579,0.01269232,-0.01403787,0.6,25,per_bar_mean_x_bars_per_year
q158_klow_open,alpha158_kbar,positive,72h,LONG_SHORT,Long-Short,0.00289624,,,17736,COMPUTED,0.00268578,-0.00021046,0.00289624,7.7311,0.4833,0.01150442,0.3822678,0.03985249,-0.03524292,0.6,25,per_bar_mean_x_bars_per_year
q158_ksft_open,alpha158_kbar,positive,1h,LONG_SHORT,Long-Short,-0.00017927,,,17807,COMPUTED,-5.991e-05,0.00011936,-0.00017927,-4.5152,0.4678,0.00023399,-1.65145671,0.00081055,-0.00472167,0.2,25,per_bar_mean_x_bars_per_year
q158_ksft_open,alpha158_kbar,positive,4h,LONG_SHORT,Long-Short,-0.00010771,,,17804,COMPUTED,6.02e-05,0.00016791,-0.00010771,-1.3924,0.4898,0.00060527,-0.24666209,0.00209673,-0.00298187,0.32,25,per_bar_mean_x_bars_per_year
q158_ksft_open,alpha158_kbar,positive,24h,LONG_SHORT,Long-Short,0.00020299,,,17784,COMPUTED,0.00068287,0.00047988,0.00020299,1.0652,0.5047,0.00123703,0.09538013,0.00428518,-0.00494679,0.6,25,per_bar_mean_x_bars_per_year
q158_ksft_open,alpha158_kbar,positive,72h,LONG_SHORT,Long-Short,0.00072864,,,17736,COMPUTED,0.0019264,0.00119776,0.00072864,2.0187,0.5016,0.0027553,0.08790528,0.00954465,-0.00712893,0.64,25,per_bar_mean_x_bars_per_year
q158_ksft_range,alpha158_kbar,positive,1h,LONG_SHORT,Long-Short,-0.00023852,,,17807,COMPUTED,-0.0001202,0.00011832,-0.00023852,-7.4556,0.4591,0.00024069,-2.11497538,0.00083377,-0.00604277,0.16,25,per_bar_mean_x_bars_per_year
q158_ksft_range,alpha158_kbar,positive,4h,LONG_SHORT,Long-Short,-0.00018946,,,17804,COMPUTED,-7.247e-05,0.00011699,-0.00018946,-2.9565,0.4789,0.00049717,-0.38853386,0.00172224,-0.00467199,0.32,25,per_bar_mean_x_bars_per_year
q158_ksft_range,alpha158_kbar,positive,24h,LONG_SHORT,Long-Short,0.00012966,,,17784,COMPUTED,0.00025872,0.00012906,0.00012966,0.8092,0.5038,0.00099516,0.07154708,0.00344733,-0.00297601,0.48,25,per_bar_mean_x_bars_per_year
q158_ksft_range,alpha158_kbar,positive,72h,LONG_SHORT,Long-Short,0.00025599,,,17736,COMPUTED,0.0006329,0.00037691,0.00025599,0.8361,0.5032,0.00213564,0.04183864,0.00739806,-0.00652345,0.44,25,per_bar_mean_x_bars_per_year
q158_rsv_20h,alpha158_rolling,conditional,1h,LONG_SHORT,Long-Short,3.906e-05,,,17788,DIRECTION_UNKNOWN,4.022e-05,1.16e-06,3.906e-05,1.137,0.4985,0.00019633,0.37552333,0.0006801,-0.0007576,0.64,25,per_bar_mean_x_bars_per_year
q158_rsv_20h,alpha158_rolling,conditional,4h,LONG_SHORT,Long-Short,0.00026043,,,17785,DIRECTION_UNKNOWN,0.00018447,-7.596e-05,0.00026043,3.6871,0.5068,0.00067485,0.60843218,0.00233775,-0.00105474,0.68,25,per_bar_mean_x_bars_per_year
q158_rsv_20h,alpha158_rolling,conditional,24h,LONG_SHORT,Long-Short,0.00107781,,,17765,DIRECTION_UNKNOWN,0.00077349,-0.00030433,0.00107781,5.909,0.511,0.00376549,0.52968266,0.01304405,-0.00511371,0.68,25,per_bar_mean_x_bars_per_year
q158_rsv_20h,alpha158_rolling,conditional,72h,LONG_SHORT,Long-Short,0.0035096,,,17717,DIRECTION_UNKNOWN,0.00244722,-0.00106238,0.0035096,10.2881,0.5297,0.00828418,0.46693927,0.02869725,-0.01360239,0.64,25,per_bar_mean_x_bars_per_year
