factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha73,wq101,conditional,1h,2024-06,0,Q1,-0.00035524,-0.00031098,699,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-06,1,Q2,-0.00038255,-0.00058209,699,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-06,2,Q3,-0.00036408,-0.00022712,699,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-06,3,Q4,-0.0004129,-0.00056281,699,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-06,4,Q5,-0.0003772,-0.00030375,699,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-07,0,Q1,-8.106e-05,8.357e-05,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-07,1,Q2,-3.36e-05,9.51e-06,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-07,2,Q3,-6.751e-05,0.00017463,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-07,3,Q4,-0.00015376,-6.54e-05,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-07,4,Q5,0.00012157,8.657e-05,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-08,0,Q1,-0.0002134,0.00043589,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-08,1,Q2,-0.00020064,0.00018571,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-08,2,Q3,-0.00012766,0.0001629,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-08,3,Q4,-0.00023745,0.000335,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-08,4,Q5,-9.25e-05,0.00016938,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-09,0,Q1,0.00026961,0.00062805,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-09,1,Q2,0.00032483,0.00060611,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-09,2,Q3,0.00034167,0.00069599,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-09,3,Q4,0.00027842,0.00065932,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-09,4,Q5,0.00027614,0.00029649,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-10,0,Q1,-2.641e-05,6.552e-05,743,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-10,1,Q2,-8.273e-05,0.00063642,743,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-10,2,Q3,-0.00014336,0.00018121,743,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-10,3,Q4,-3.555e-05,0.00047857,743,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-10,4,Q5,-6.475e-05,0.00025865,743,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-11,0,Q1,0.00082656,0.00128232,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-11,1,Q2,0.00079924,0.00158736,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-11,2,Q3,0.00078342,0.00154399,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-11,3,Q4,0.00078205,0.00128075,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-11,4,Q5,0.00074125,0.00105287,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-12,0,Q1,-0.00012629,0.00056063,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-12,1,Q2,-0.00017646,0.0003447,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-12,2,Q3,-0.00012757,0.00033344,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-12,3,Q4,-4.89e-05,0.00089643,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2024-12,4,Q5,-0.00022117,0.00034647,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-01,0,Q1,-0.00035572,0.00011546,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-01,1,Q2,-0.00032731,2.153e-05,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-01,2,Q3,-0.00017206,0.00013637,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-01,3,Q4,-0.00018752,0.0001415,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-01,4,Q5,-0.00010121,0.00016297,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-02,0,Q1,-0.00024534,-3.569e-05,672,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-02,1,Q2,-0.00042295,-0.00049589,672,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-02,2,Q3,-0.00045767,-0.00033815,672,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-02,3,Q4,-0.00042783,-0.00017203,672,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-02,4,Q5,-0.0004652,-0.00066436,672,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-03,0,Q1,-0.00026033,0.00024772,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-03,1,Q2,-0.00041204,-6.077e-05,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-03,2,Q3,-0.00032601,0.00024501,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-03,3,Q4,-0.00026966,0.00028518,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-03,4,Q5,-0.00026483,0.00020478,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-04,0,Q1,0.00039506,0.00041431,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-04,1,Q2,0.00025343,0.00051145,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-04,2,Q3,0.00016046,0.00047707,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-04,3,Q4,0.0001884,0.00038387,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-04,4,Q5,0.00025109,-3.178e-05,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-05,0,Q1,0.00011564,0.00020428,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-05,1,Q2,-2.816e-05,0.00028366,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-05,2,Q3,7.926e-05,0.00018957,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-05,3,Q4,-0.00016092,-0.0001314,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-05,4,Q5,0.00030853,0.00039147,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-06,0,Q1,-0.00022561,-0.0001039,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-06,1,Q2,-0.0001457,-0.0001556,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-06,2,Q3,-7.906e-05,0.00011226,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-06,3,Q4,-6.258e-05,4.444e-05,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-06,4,Q5,-7.704e-05,-9.189e-05,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-07,0,Q1,0.00015635,0.00014298,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-07,1,Q2,0.00021999,0.00042985,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-07,2,Q3,0.00032159,0.00054079,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-07,3,Q4,0.0002078,0.00052751,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-07,4,Q5,0.00032069,0.00027483,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-08,0,Q1,0.00010999,0.00048868,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-08,1,Q2,0.0001154,0.00017698,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-08,2,Q3,0.00012595,0.00020174,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-08,3,Q4,0.00013081,0.00017095,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-08,4,Q5,4.159e-05,-3.502e-05,744,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-09,0,Q1,0.00026694,0.00058659,720,,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2025-09,1,Q2,5.997e-05,0.00026086,720,,DIRECTION_UNKNOWN
