factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_klen_open,alpha158_kbar,conditional,False,DIRECTION_UNKNOWN,0,4,72h,-0.03741554
q158_kup_open,alpha158_kbar,negative,False,COMPUTED,4,4,72h,0.05649645
q158_klow_open,alpha158_kbar,positive,False,COMPUTED,4,4,72h,-0.02763004
q158_ksft_open,alpha158_kbar,positive,False,COMPUTED,4,4,1h,-3.169e-05
q158_ksft_range,alpha158_kbar,positive,False,COMPUTED,4,4,1h,0.00042078
q158_rsv_20h,alpha158_rolling,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.00149521
