factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
taker_buy_ratio_20h,taker_imbalance,positive,False,COMPUTED,4,4,1h,0.00469039
taker_buy_zscore_20h,taker_imbalance,positive,False,COMPUTED,4,4,1h,-0.00023616
taker_buy_delta_5h,taker_imbalance,positive,False,COMPUTED,4,4,1h,-0.00049323
