factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha29,wq101,conditional,1h,2024-06,0,Q1,-0.00028713,-0.0003011,708,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-06,1,Q2,-0.00039109,-0.0002294,708,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-06,2,Q3,-0.00033475,-0.00013093,708,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-06,3,Q4,-0.00034315,-0.00029583,708,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-06,4,Q5,-0.00039406,-0.00015768,708,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-07,0,Q1,4.634e-05,0.00010107,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-07,1,Q2,-4.423e-05,0.00018135,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-07,2,Q3,-0.00015632,2.463e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-07,3,Q4,-1.666e-05,7.203e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-07,4,Q5,-5.557e-05,5.371e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-08,0,Q1,-0.00018508,0.00023507,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-08,1,Q2,-0.00030083,-6.074e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-08,2,Q3,-8.031e-05,0.00029527,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-08,3,Q4,-0.00014991,0.00020742,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-08,4,Q5,-0.00015403,0.00036679,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-09,0,Q1,0.00021338,0.00058367,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-09,1,Q2,0.00023814,0.00050593,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-09,2,Q3,0.00035927,0.00031451,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-09,3,Q4,0.00035399,0.00062509,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-09,4,Q5,0.00034553,0.00065559,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-10,0,Q1,-0.00011268,-1.39e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-10,1,Q2,-4.429e-05,0.00035649,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-10,2,Q3,-2.505e-05,0.00062708,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-10,3,Q4,-0.00011069,-4.132e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-10,4,Q5,0.00010597,0.00041831,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-11,0,Q1,0.00078438,0.00110095,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-11,1,Q2,0.0006876,0.00145239,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-11,2,Q3,0.00083881,0.00114666,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-11,3,Q4,0.00081386,0.00137171,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-11,4,Q5,0.00084063,0.00130858,720,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-12,0,Q1,-0.00016487,0.00059108,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-12,1,Q2,-0.00010154,0.00082576,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-12,2,Q3,-0.00012904,0.00061459,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-12,3,Q4,-0.00021065,0.00039539,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2024-12,4,Q5,-5.269e-05,0.00040646,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2025-01,0,Q1,-0.00019856,2.531e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2025-01,1,Q2,-0.00015469,0.00019141,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2025-01,2,Q3,-0.00032417,6.699e-05,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2025-01,3,Q4,-0.00034731,-0.00011158,744,,DIRECTION_UNKNOWN
wq101_alpha29,wq101,conditional,1h,2025-01,4,Q5,-0.00010074,0.00035596,744,,DIRECTION_UNKNOWN
