factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha1,wq101,conditional,1h,2024-06,0,Q1,-0.00027023,-8.438e-05,712,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-06,1,Q2,-0.00035166,-0.0004562,708,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-06,2,Q3,-0.00040218,-0.00023152,705,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-06,3,Q4,-0.00037585,-0.0001764,708,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-06,4,Q5,-0.00043566,-0.0004892,701,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-07,0,Q1,-7.685e-05,0.00015007,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-07,1,Q2,-2.376e-05,0.00011902,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-07,2,Q3,-9.487e-05,-9.812e-05,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-07,3,Q4,3.6e-07,-3.914e-05,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-07,4,Q5,-2.725e-05,0.0002281,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-08,0,Q1,-0.00014568,0.0002449,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-08,1,Q2,-0.00021995,0.00030736,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-08,2,Q3,-0.00010434,0.00017033,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-08,3,Q4,-0.00028681,3.154e-05,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-08,4,Q5,-0.00013273,-3.43e-06,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-09,0,Q1,0.00021786,0.00047595,720,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-09,1,Q2,0.00032848,0.00068967,720,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-09,2,Q3,0.00041119,0.00068562,720,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-09,3,Q4,0.00023842,0.00045996,720,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-09,4,Q5,0.00030156,0.00045469,720,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-10,0,Q1,-5.676e-05,0.00012659,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-10,1,Q2,-3.2e-05,0.00030058,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-10,2,Q3,-4.786e-05,0.00032323,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-10,3,Q4,-7.46e-05,0.00033077,744,,DIRECTION_UNKNOWN
wq101_alpha1,wq101,conditional,1h,2024-10,4,Q5,1.641e-05,0.00047756,744,,DIRECTION_UNKNOWN
