factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
q158_sump_20h,alpha158_rolling_direction,positive,COMPUTED,False,close,21,4h,-0.02674994,4h,-0.191513,72h,0.00448354,12.7533,0.4564,3310939,0.001604,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_sumn_20h,alpha158_rolling_direction,negative,COMPUTED,False,close,21,4h,-0.02631445,4h,-0.18628,72h,0.00537897,15.6346,0.4633,3310939,0.001604,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_vma_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,20,1h,0.00722455,1h,0.064018,72h,-0.00039806,-1.2932,0.5306,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
q158_vstd_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,20,1h,0.00667041,1h,0.060192,72h,0.00059145,1.9826,0.5289,3311205,0.001524,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
q158_wvma_20h,alpha158_rolling_volume,negative,COMPUTED,False,close|volume,21,4h,0.00443001,4h,0.040286,24h,-0.00061585,-4.1854,0.5269,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_vsump_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,21,24h,-0.00656136,24h,-0.058073,72h,0.00105068,3.3156,0.4832,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
q158_vsumn_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,21,4h,0.00586669,4h,0.052012,72h,-0.00186563,-5.9638,0.5247,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
q158_vsumd_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,21,24h,-0.00601603,24h,-0.053146,72h,0.00152554,4.8689,0.4876,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
