factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
q158_ma_10h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,close,10,4h,0.03544808,4h,0.217382,72h,-0.00323213,-8.637,0.5948,3313865,0.000722,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_std_10h,alpha158_rolling_price,negative,COMPUTED,False,close,10,72h,0.08088611,72h,0.439889,72h,-0.00493261,-11.7215,0.6905,3313865,0.000722,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_max_10h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,high|close,10,72h,-0.06274187,72h,-0.365734,72h,0.00232119,5.872,0.4899,3313865,0.000722,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_min_10h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,low|close,10,72h,0.06707972,72h,0.418576,72h,-0.00528908,-13.119,0.6741,3313865,0.000722,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
