factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
wq101_alpha23,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.01168064
wq101_alpha24,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,72h,0.00044719
wq101_alpha46,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.01540313
wq101_alpha49,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.02084219
wq101_alpha51,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.02108879
