factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
wq101_alpha73,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,72h,0.00158514
wq101_alpha81,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,24h,0.0148676
wq101_alpha84,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.01695108
wq101_alpha98,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,72h,-7.406e-05
