factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status,long_short_return,long_leg_return,short_leg_return,positive_ls
wq101_alpha56,wq101,conditional,1h,2024-06,LONG_SHORT,Long-Short,0.00024728,,432,,DIRECTION_UNKNOWN,0.00024728,-0.00018736,-0.00043464,True
wq101_alpha56,wq101,conditional,1h,2024-07,LONG_SHORT,Long-Short,9.127e-05,,744,,DIRECTION_UNKNOWN,9.127e-05,-4.554e-05,-0.00013682,True
wq101_alpha56,wq101,conditional,1h,2024-08,LONG_SHORT,Long-Short,5.219e-05,,744,,DIRECTION_UNKNOWN,5.219e-05,-0.00014325,-0.00019543,True
wq101_alpha56,wq101,conditional,1h,2024-09,LONG_SHORT,Long-Short,5.259e-05,,720,,DIRECTION_UNKNOWN,5.259e-05,0.00033186,0.00027927,True
wq101_alpha56,wq101,conditional,1h,2024-10,LONG_SHORT,Long-Short,2.805e-05,,744,,DIRECTION_UNKNOWN,2.805e-05,2.431e-05,-3.74e-06,True
wq101_alpha56,wq101,conditional,1h,2024-11,LONG_SHORT,Long-Short,-0.00026576,,720,,DIRECTION_UNKNOWN,-0.00026576,0.00063384,0.00089961,False
wq101_alpha56,wq101,conditional,1h,2024-12,LONG_SHORT,Long-Short,0.00023408,,744,,DIRECTION_UNKNOWN,0.00023408,8.826e-05,-0.00014582,True
wq101_alpha56,wq101,conditional,1h,2025-01,LONG_SHORT,Long-Short,0.00029279,,744,,DIRECTION_UNKNOWN,0.00029279,-4.54e-05,-0.00033818,True
wq101_alpha56,wq101,conditional,1h,2025-02,LONG_SHORT,Long-Short,0.00025748,,672,,DIRECTION_UNKNOWN,0.00025748,-0.00033467,-0.00059214,True
wq101_alpha56,wq101,conditional,1h,2025-03,LONG_SHORT,Long-Short,8.634e-05,,744,,DIRECTION_UNKNOWN,8.634e-05,-0.00027449,-0.00036084,True
wq101_alpha56,wq101,conditional,1h,2025-04,LONG_SHORT,Long-Short,0.00012075,,720,,DIRECTION_UNKNOWN,0.00012075,0.00030939,0.00018865,True
wq101_alpha56,wq101,conditional,1h,2025-05,LONG_SHORT,Long-Short,0.00010089,,744,,DIRECTION_UNKNOWN,0.00010089,0.00015429,5.341e-05,True
wq101_alpha56,wq101,conditional,1h,2025-06,LONG_SHORT,Long-Short,0.00019498,,720,,DIRECTION_UNKNOWN,0.00019498,-1.292e-05,-0.0002079,True
wq101_alpha56,wq101,conditional,1h,2025-07,LONG_SHORT,Long-Short,4.29e-06,,744,,DIRECTION_UNKNOWN,4.29e-06,0.00031205,0.00030776,True
wq101_alpha56,wq101,conditional,1h,2025-08,LONG_SHORT,Long-Short,6.326e-05,,744,,DIRECTION_UNKNOWN,6.326e-05,0.00019972,0.00013646,True
wq101_alpha56,wq101,conditional,1h,2025-09,LONG_SHORT,Long-Short,-2.566e-05,,720,,DIRECTION_UNKNOWN,-2.566e-05,0.00013582,0.00016148,False
wq101_alpha56,wq101,conditional,1h,2025-10,LONG_SHORT,Long-Short,0.0001653,,744,,DIRECTION_UNKNOWN,0.0001653,3.876e-05,-0.00012654,True
wq101_alpha56,wq101,conditional,1h,2025-11,LONG_SHORT,Long-Short,-0.00010011,,720,,DIRECTION_UNKNOWN,-0.00010011,-0.00014639,-4.629e-05,False
wq101_alpha56,wq101,conditional,1h,2025-12,LONG_SHORT,Long-Short,-0.00028715,,744,,DIRECTION_UNKNOWN,-0.00028715,-0.00021064,7.651e-05,False
wq101_alpha56,wq101,conditional,1h,2026-01,LONG_SHORT,Long-Short,0.00028249,,744,,DIRECTION_UNKNOWN,0.00028249,3.092e-05,-0.00025158,True
wq101_alpha56,wq101,conditional,1h,2026-02,LONG_SHORT,Long-Short,-1.015e-05,,672,,DIRECTION_UNKNOWN,-1.015e-05,-2.476e-05,-1.461e-05,False
wq101_alpha56,wq101,conditional,1h,2026-03,LONG_SHORT,Long-Short,-6.752e-05,,744,,DIRECTION_UNKNOWN,-6.752e-05,2.849e-05,9.601e-05,False
wq101_alpha56,wq101,conditional,1h,2026-04,LONG_SHORT,Long-Short,-0.00014549,,720,,DIRECTION_UNKNOWN,-0.00014549,0.00040726,0.00055276,False
wq101_alpha56,wq101,conditional,1h,2026-05,LONG_SHORT,Long-Short,0.00012271,,744,,DIRECTION_UNKNOWN,0.00012271,0.00026578,0.00014306,True
wq101_alpha56,wq101,conditional,1h,2026-06,LONG_SHORT,Long-Short,0.00024667,,288,,DIRECTION_UNKNOWN,0.00024667,-0.0001921,-0.00043878,True
wq101_alpha56,wq101,conditional,4h,2024-06,LONG_SHORT,Long-Short,0.00052367,,432,,DIRECTION_UNKNOWN,0.00052367,-0.00107397,-0.00159764,True
wq101_alpha56,wq101,conditional,4h,2024-07,LONG_SHORT,Long-Short,-5.732e-05,,744,,DIRECTION_UNKNOWN,-5.732e-05,-0.00027342,-0.0002161,False
wq101_alpha56,wq101,conditional,4h,2024-08,LONG_SHORT,Long-Short,0.00013595,,744,,DIRECTION_UNKNOWN,0.00013595,-0.00075641,-0.00089236,True
wq101_alpha56,wq101,conditional,4h,2024-09,LONG_SHORT,Long-Short,2.482e-05,,720,,DIRECTION_UNKNOWN,2.482e-05,0.00123295,0.00120813,True
wq101_alpha56,wq101,conditional,4h,2024-10,LONG_SHORT,Long-Short,0.00011165,,744,,DIRECTION_UNKNOWN,0.00011165,-9.855e-05,-0.0002102,True
wq101_alpha56,wq101,conditional,4h,2024-11,LONG_SHORT,Long-Short,-0.00036347,,720,,DIRECTION_UNKNOWN,-0.00036347,0.0030208,0.00338426,False
wq101_alpha56,wq101,conditional,4h,2024-12,LONG_SHORT,Long-Short,0.00043073,,744,,DIRECTION_UNKNOWN,0.00043073,6.021e-05,-0.00037052,True
wq101_alpha56,wq101,conditional,4h,2025-01,LONG_SHORT,Long-Short,0.00021284,,744,,DIRECTION_UNKNOWN,0.00021284,-0.00054465,-0.00075749,True
wq101_alpha56,wq101,conditional,4h,2025-02,LONG_SHORT,Long-Short,0.00078584,,672,,DIRECTION_UNKNOWN,0.00078584,-0.00138897,-0.00217481,True
wq101_alpha56,wq101,conditional,4h,2025-03,LONG_SHORT,Long-Short,0.00047258,,744,,DIRECTION_UNKNOWN,0.00047258,-0.00103749,-0.00151007,True
wq101_alpha56,wq101,conditional,4h,2025-04,LONG_SHORT,Long-Short,0.00020065,,720,,DIRECTION_UNKNOWN,0.00020065,0.00105945,0.00085879,True
wq101_alpha56,wq101,conditional,4h,2025-05,LONG_SHORT,Long-Short,-0.00048889,,744,,DIRECTION_UNKNOWN,-0.00048889,-0.00011474,0.00037415,False
wq101_alpha56,wq101,conditional,4h,2025-06,LONG_SHORT,Long-Short,0.00033027,,720,,DIRECTION_UNKNOWN,0.00033027,-0.00020428,-0.00053455,True
wq101_alpha56,wq101,conditional,4h,2025-07,LONG_SHORT,Long-Short,0.00038214,,744,,DIRECTION_UNKNOWN,0.00038214,0.00133251,0.00095037,True
wq101_alpha56,wq101,conditional,4h,2025-08,LONG_SHORT,Long-Short,7.673e-05,,744,,DIRECTION_UNKNOWN,7.673e-05,0.00049166,0.00041493,True
wq101_alpha56,wq101,conditional,4h,2025-09,LONG_SHORT,Long-Short,0.00027974,,720,,DIRECTION_UNKNOWN,0.00027974,0.00064264,0.0003629,True
wq101_alpha56,wq101,conditional,4h,2025-10,LONG_SHORT,Long-Short,-0.00056717,,744,,DIRECTION_UNKNOWN,-0.00056717,-0.0002717,0.00029547,False
wq101_alpha56,wq101,conditional,4h,2025-11,LONG_SHORT,Long-Short,-0.00047404,,720,,DIRECTION_UNKNOWN,-0.00047404,-0.00121159,-0.00073755,False
wq101_alpha56,wq101,conditional,4h,2025-12,LONG_SHORT,Long-Short,8.637e-05,,744,,DIRECTION_UNKNOWN,8.637e-05,-0.00011372,-0.00020009,True
wq101_alpha56,wq101,conditional,4h,2026-01,LONG_SHORT,Long-Short,0.00037805,,744,,DIRECTION_UNKNOWN,0.00037805,-0.00020125,-0.0005793,True
wq101_alpha56,wq101,conditional,4h,2026-02,LONG_SHORT,Long-Short,-0.00037359,,672,,DIRECTION_UNKNOWN,-0.00037359,-0.00021914,0.00015446,False
wq101_alpha56,wq101,conditional,4h,2026-03,LONG_SHORT,Long-Short,-0.00013823,,744,,DIRECTION_UNKNOWN,-0.00013823,-0.00023438,-9.615e-05,False
wq101_alpha56,wq101,conditional,4h,2026-04,LONG_SHORT,Long-Short,-2.842e-05,,720,,DIRECTION_UNKNOWN,-2.842e-05,0.00152424,0.00155266,False
wq101_alpha56,wq101,conditional,4h,2026-05,LONG_SHORT,Long-Short,0.00029182,,744,,DIRECTION_UNKNOWN,0.00029182,0.00085221,0.00056039,True
wq101_alpha56,wq101,conditional,4h,2026-06,LONG_SHORT,Long-Short,0.00024617,,285,,DIRECTION_UNKNOWN,0.00024617,-0.00111337,-0.00135955,True
wq101_alpha56,wq101,conditional,24h,2024-06,LONG_SHORT,Long-Short,0.00045533,,432,,DIRECTION_UNKNOWN,0.00045533,-0.00693911,-0.00739444,True
wq101_alpha56,wq101,conditional,24h,2024-07,LONG_SHORT,Long-Short,0.00026626,,744,,DIRECTION_UNKNOWN,0.00026626,-0.00173821,-0.00200447,True
wq101_alpha56,wq101,conditional,24h,2024-08,LONG_SHORT,Long-Short,-0.00045691,,744,,DIRECTION_UNKNOWN,-0.00045691,-0.00408429,-0.00362738,False
wq101_alpha56,wq101,conditional,24h,2024-09,LONG_SHORT,Long-Short,0.00045268,,720,,DIRECTION_UNKNOWN,0.00045268,0.00742901,0.00697633,True
wq101_alpha56,wq101,conditional,24h,2024-10,LONG_SHORT,Long-Short,0.00046365,,744,,DIRECTION_UNKNOWN,0.00046365,-0.0005268,-0.00099045,True
wq101_alpha56,wq101,conditional,24h,2024-11,LONG_SHORT,Long-Short,5.624e-05,,720,,DIRECTION_UNKNOWN,5.624e-05,0.01978361,0.01972737,True
wq101_alpha56,wq101,conditional,24h,2024-12,LONG_SHORT,Long-Short,5.067e-05,,744,,DIRECTION_UNKNOWN,5.067e-05,-0.00277682,-0.00282749,True
wq101_alpha56,wq101,conditional,24h,2025-01,LONG_SHORT,Long-Short,0.00126858,,744,,DIRECTION_UNKNOWN,0.00126858,-0.00610352,-0.0073721,True
wq101_alpha56,wq101,conditional,24h,2025-02,LONG_SHORT,Long-Short,-0.00099636,,672,,DIRECTION_UNKNOWN,-0.00099636,-0.0098621,-0.00886575,False
wq101_alpha56,wq101,conditional,24h,2025-03,LONG_SHORT,Long-Short,0.00067436,,744,,DIRECTION_UNKNOWN,0.00067436,-0.00553728,-0.00621164,True
wq101_alpha56,wq101,conditional,24h,2025-04,LONG_SHORT,Long-Short,0.00013429,,720,,DIRECTION_UNKNOWN,0.00013429,0.00592282,0.00578853,True
wq101_alpha56,wq101,conditional,24h,2025-05,LONG_SHORT,Long-Short,-0.00105809,,744,,DIRECTION_UNKNOWN,-0.00105809,0.00067923,0.00173731,False
wq101_alpha56,wq101,conditional,24h,2025-06,LONG_SHORT,Long-Short,-4.523e-05,,720,,DIRECTION_UNKNOWN,-4.523e-05,-0.00343003,-0.00338479,False
wq101_alpha56,wq101,conditional,24h,2025-07,LONG_SHORT,Long-Short,0.00024935,,744,,DIRECTION_UNKNOWN,0.00024935,0.00763247,0.00738312,True
wq101_alpha56,wq101,conditional,24h,2025-08,LONG_SHORT,Long-Short,-0.0024668,,744,,DIRECTION_UNKNOWN,-0.0024668,0.00174531,0.0042121,False
wq101_alpha56,wq101,conditional,24h,2025-09,LONG_SHORT,Long-Short,0.00073552,,720,,DIRECTION_UNKNOWN,0.00073552,0.00428801,0.00355249,True
wq101_alpha56,wq101,conditional,24h,2025-10,LONG_SHORT,Long-Short,-0.00166596,,744,,DIRECTION_UNKNOWN,-0.00166596,-0.00196926,-0.00030329,False
wq101_alpha56,wq101,conditional,24h,2025-11,LONG_SHORT,Long-Short,-1.115e-05,,720,,DIRECTION_UNKNOWN,-1.115e-05,-0.00655334,-0.00654219,False
