factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_beta_20h,alpha158_rolling_regression,conditional,1h,-0.01323394,-0.01323394,0.15806362,0.15806362,-0.083725,-0.083725,-0.083725,-11.1663,0.4643,0.4643,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",close,20,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",8.066e-05,-5.221e-05,0.00013287,3.2872,0.5106,0.00018973,1.22420438,0.00065724,-0.00024411,0.72,25,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,4h,-0.02121583,-0.02121583,0.16267064,0.16267064,-0.130422,-0.130422,-0.130422,-17.3931,0.4486,0.4486,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",close,20,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",0.0002704,-0.00017444,0.00044484,5.5119,0.5144,0.00080442,1.07123398,0.0027866,-0.00097855,0.72,25,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,24h,-0.02522843,-0.02522843,0.16562934,0.16562934,-0.152319,-0.152319,-0.152319,-20.3019,0.4359,0.4359,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",close,20,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",0.00088353,-0.00024257,0.0011261,5.4643,0.5095,0.00423064,0.5610647,0.01465537,-0.0058218,0.64,25,per_bar_mean_x_bars_per_year
q158_beta_20h,alpha158_rolling_regression,conditional,72h,-0.01489282,-0.01489282,0.15841721,0.15841721,-0.09401,-0.09401,-0.09401,-12.5132,0.4618,0.4618,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",close,20,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close",0.00324674,-0.00095543,0.00420217,11.1042,0.5259,0.00940366,0.53181572,0.03257523,-0.01463195,0.64,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,1h,0.00215097,0.00215097,0.11854262,0.11854262,0.018145,0.018145,0.018145,2.42,0.5059,0.5059,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",close,20,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",2.972e-05,-1.225e-05,4.197e-05,1.4235,0.5035,0.00019824,0.37596494,0.00068671,-0.00064832,0.6,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,4h,0.00385572,0.00385572,0.12241509,0.12241509,0.031497,0.031497,0.031497,4.2005,0.5086,0.5086,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",close,20,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",9.577e-05,-3.558e-05,0.00013135,2.167,0.5077,0.00077857,0.31803962,0.00269706,-0.00343773,0.56,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,24h,0.00425135,0.00425135,0.12559654,0.12559654,0.033849,0.033849,0.033849,4.5116,0.4973,0.4973,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",close,20,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",0.00041692,-0.0003432,0.00076012,4.6955,0.5121,0.00266333,0.26003555,0.00922606,-0.00588669,0.48,25,per_bar_mean_x_bars_per_year
q158_rsqr_20h,alpha158_rolling_regression,conditional,72h,0.00053601,0.00053601,0.11703311,0.11703311,0.00458,0.00458,0.00458,0.6096,0.4889,0.4889,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",close,20,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality",0.00052883,-0.00042415,0.00095298,3.1806,0.5035,0.00623254,0.12158041,0.02159015,-0.02371446,0.68,25,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,1h,-0.03012537,-0.03012537,0.15881386,0.15881386,-0.18969,-0.18969,-0.18969,-25.2985,0.4142,0.4142,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close",close,20,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close",-3.2e-07,3.742e-05,-3.773e-05,-0.9368,0.4864,0.00030532,-0.40975031,0.00105765,-0.00151085,0.48,25,per_bar_mean_x_bars_per_year
q158_resi_20h,alpha158_rolling_regression,conditional,4h,-0.02512052,-0.02512052,0.15740411,0.15740411,-0.159593,-0.159593,-0.159593,-21.2833,0.431,0.431,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close",close,20,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close",6.332e-05,8.234e-05,-1.902e-05,-0.2415,0.4918,0.00091659,-0.1007052,0.00317515,-0.00280005,0.4,25,per_bar_mean_x_bars_per_year
