factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
wq101_alpha23,wq101,conditional,1h,2024-06,0.00529973,0.00529973,0.12170108,0.12170108,0.043547,0.043547,0.043547,0.5145,0.5145,692,COMPUTED
wq101_alpha23,wq101,conditional,1h,2024-07,-0.0038221,-0.0038221,0.12544557,0.12544557,-0.030468,-0.030468,-0.030468,0.487,0.487,733,COMPUTED
wq101_alpha23,wq101,conditional,1h,2024-08,0.00360593,0.00360593,0.12537383,0.12537383,0.028761,0.028761,0.028761,0.4924,0.4924,727,COMPUTED
wq101_alpha23,wq101,conditional,1h,2024-09,0.01607203,0.01607203,0.11913337,0.11913337,0.134908,0.134908,0.134908,0.5587,0.5587,716,COMPUTED
wq101_alpha23,wq101,conditional,1h,2024-10,0.01141379,0.01141379,0.12096745,0.12096745,0.094354,0.094354,0.094354,0.541,0.541,743,COMPUTED
wq101_alpha23,wq101,conditional,1h,2024-11,0.01414527,0.01414527,0.13496244,0.13496244,0.104809,0.104809,0.104809,0.5583,0.5583,720,COMPUTED
wq101_alpha23,wq101,conditional,1h,2024-12,0.02388419,0.02388419,0.13454106,0.13454106,0.177523,0.177523,0.177523,0.5881,0.5881,738,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-01,0.00947966,0.00947966,0.12932593,0.12932593,0.073301,0.073301,0.073301,0.5381,0.5381,734,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-02,0.00011469,0.00011469,0.12432376,0.12432376,0.000923,0.000923,0.000923,0.5007,0.5007,667,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-03,0.00504183,0.00504183,0.11808788,0.11808788,0.042696,0.042696,0.042696,0.502,0.502,743,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-04,0.01575076,0.01575076,0.1059577,0.1059577,0.148651,0.148651,0.148651,0.5722,0.5722,720,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-05,-0.0031978,-0.0031978,0.11312228,0.11312228,-0.028269,-0.028269,-0.028269,0.4879,0.4879,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-06,0.00164811,0.00164811,0.10998971,0.10998971,0.014984,0.014984,0.014984,0.5097,0.5097,720,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-07,0.01164468,0.01164468,0.11018347,0.11018347,0.105684,0.105684,0.105684,0.5511,0.5511,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-08,0.01506295,0.01506295,0.1090178,0.1090178,0.13817,0.13817,0.13817,0.5659,0.5659,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-09,0.01266108,0.01266108,0.09943687,0.09943687,0.127328,0.127328,0.127328,0.5389,0.5389,720,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-10,0.01209321,0.01209321,0.09746323,0.09746323,0.12408,0.12408,0.12408,0.5202,0.5202,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-11,0.01138333,0.01138333,0.0941875,0.0941875,0.120858,0.120858,0.120858,0.5514,0.5514,720,COMPUTED
wq101_alpha23,wq101,conditional,1h,2025-12,0.01918065,0.01918065,0.09509472,0.09509472,0.2017,0.2017,0.2017,0.6048,0.6048,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2026-01,0.01303922,0.01303922,0.09376155,0.09376155,0.139068,0.139068,0.139068,0.5618,0.5618,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2026-02,0.00190799,0.00190799,0.09664304,0.09664304,0.019743,0.019743,0.019743,0.5402,0.5402,672,COMPUTED
wq101_alpha23,wq101,conditional,1h,2026-03,0.00649952,0.00649952,0.09052983,0.09052983,0.071794,0.071794,0.071794,0.5202,0.5202,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2026-04,0.01457523,0.01457523,0.09026203,0.09026203,0.161477,0.161477,0.161477,0.5597,0.5597,720,COMPUTED
wq101_alpha23,wq101,conditional,1h,2026-05,0.01408603,0.01408603,0.08755182,0.08755182,0.160888,0.160888,0.160888,0.5659,0.5659,744,COMPUTED
wq101_alpha23,wq101,conditional,1h,2026-06,0.02126747,0.02126747,0.077894,0.077894,0.273031,0.273031,0.273031,0.6111,0.6111,288,COMPUTED
wq101_alpha23,wq101,conditional,4h,2024-06,0.01221423,0.01221423,0.12768144,0.12768144,0.095662,0.095662,0.095662,0.5405,0.5405,692,COMPUTED
wq101_alpha23,wq101,conditional,4h,2024-07,-0.00632556,-0.00632556,0.13100794,0.13100794,-0.048284,-0.048284,-0.048284,0.4666,0.4666,733,COMPUTED
wq101_alpha23,wq101,conditional,4h,2024-08,0.01087952,0.01087952,0.12444405,0.12444405,0.087425,0.087425,0.087425,0.5337,0.5337,727,COMPUTED
wq101_alpha23,wq101,conditional,4h,2024-09,0.01518607,0.01518607,0.12338036,0.12338036,0.123083,0.123083,0.123083,0.5377,0.5377,716,COMPUTED
wq101_alpha23,wq101,conditional,4h,2024-10,0.00631855,0.00631855,0.12045385,0.12045385,0.052456,0.052456,0.052456,0.5417,0.5417,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2024-11,0.01083192,0.01083192,0.13723495,0.13723495,0.07893,0.07893,0.07893,0.5264,0.5264,720,COMPUTED
wq101_alpha23,wq101,conditional,4h,2024-12,0.01903148,0.01903148,0.13774327,0.13774327,0.138166,0.138166,0.138166,0.5596,0.5596,738,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-01,0.00171567,0.00171567,0.12925641,0.12925641,0.013273,0.013273,0.013273,0.5054,0.5054,734,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-02,0.00116369,0.00116369,0.12645453,0.12645453,0.009202,0.009202,0.009202,0.5112,0.5112,667,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-03,0.01537977,0.01537977,0.1159751,0.1159751,0.132613,0.132613,0.132613,0.5491,0.5491,743,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-04,0.00999507,0.00999507,0.11227345,0.11227345,0.089024,0.089024,0.089024,0.5444,0.5444,720,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-05,-0.00081898,-0.00081898,0.10241661,0.10241661,-0.007997,-0.007997,-0.007997,0.4825,0.4825,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-06,0.01046831,0.01046831,0.10737708,0.10737708,0.097491,0.097491,0.097491,0.525,0.525,720,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-07,0.02417437,0.02417437,0.10753231,0.10753231,0.22481,0.22481,0.22481,0.5954,0.5954,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-08,0.01629324,0.01629324,0.10546073,0.10546073,0.154496,0.154496,0.154496,0.5685,0.5685,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-09,0.01415068,0.01415068,0.09776284,0.09776284,0.144745,0.144745,0.144745,0.5597,0.5597,720,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-10,0.01576821,0.01576821,0.09676542,0.09676542,0.162953,0.162953,0.162953,0.5659,0.5659,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-11,0.01122944,0.01122944,0.09192504,0.09192504,0.122159,0.122159,0.122159,0.5444,0.5444,720,COMPUTED
wq101_alpha23,wq101,conditional,4h,2025-12,0.02112338,0.02112338,0.09167829,0.09167829,0.230408,0.230408,0.230408,0.5874,0.5874,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2026-01,0.01324795,0.01324795,0.09155739,0.09155739,0.144696,0.144696,0.144696,0.5578,0.5578,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2026-02,0.00607867,0.00607867,0.10073317,0.10073317,0.060344,0.060344,0.060344,0.5193,0.5193,672,COMPUTED
wq101_alpha23,wq101,conditional,4h,2026-03,0.01433622,0.01433622,0.08990109,0.08990109,0.159467,0.159467,0.159467,0.5672,0.5672,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2026-04,0.0147316,0.0147316,0.09412803,0.09412803,0.156506,0.156506,0.156506,0.5639,0.5639,720,COMPUTED
wq101_alpha23,wq101,conditional,4h,2026-05,0.01790235,0.01790235,0.08598556,0.08598556,0.208202,0.208202,0.208202,0.582,0.582,744,COMPUTED
wq101_alpha23,wq101,conditional,4h,2026-06,0.02078246,0.02078246,0.08108421,0.08108421,0.256307,0.256307,0.256307,0.586,0.586,285,COMPUTED
wq101_alpha23,wq101,conditional,24h,2024-06,-0.01029861,-0.01029861,0.1249149,0.1249149,-0.082445,-0.082445,-0.082445,0.4769,0.4769,692,COMPUTED
wq101_alpha23,wq101,conditional,24h,2024-07,0.01098302,0.01098302,0.11767284,0.11767284,0.093335,0.093335,0.093335,0.5389,0.5389,733,COMPUTED
wq101_alpha23,wq101,conditional,24h,2024-08,0.00680047,0.00680047,0.12371178,0.12371178,0.05497,0.05497,0.05497,0.5268,0.5268,727,COMPUTED
wq101_alpha23,wq101,conditional,24h,2024-09,0.00363002,0.00363002,0.11757974,0.11757974,0.030873,0.030873,0.030873,0.514,0.514,716,COMPUTED
wq101_alpha23,wq101,conditional,24h,2024-10,0.00290446,0.00290446,0.1337058,0.1337058,0.021723,0.021723,0.021723,0.5108,0.5108,744,COMPUTED
wq101_alpha23,wq101,conditional,24h,2024-11,0.00661604,0.00661604,0.13454983,0.13454983,0.049172,0.049172,0.049172,0.5153,0.5153,720,COMPUTED
wq101_alpha23,wq101,conditional,24h,2024-12,0.00145608,0.00145608,0.12550513,0.12550513,0.011602,0.011602,0.011602,0.5068,0.5068,738,COMPUTED
wq101_alpha23,wq101,conditional,24h,2025-01,-0.00498905,-0.00498905,0.13479262,0.13479262,-0.037013,-0.037013,-0.037013,0.5109,0.5109,734,COMPUTED
wq101_alpha23,wq101,conditional,24h,2025-02,-0.00922197,-0.00922197,0.12154711,0.12154711,-0.075872,-0.075872,-0.075872,0.4618,0.4618,667,COMPUTED
wq101_alpha23,wq101,conditional,24h,2025-03,0.00653504,0.00653504,0.11623268,0.11623268,0.056224,0.056224,0.056224,0.533,0.533,743,COMPUTED
wq101_alpha23,wq101,conditional,24h,2025-04,0.00997761,0.00997761,0.10700073,0.10700073,0.093248,0.093248,0.093248,0.5403,0.5403,720,COMPUTED
wq101_alpha23,wq101,conditional,24h,2025-05,0.0067608,0.0067608,0.10896256,0.10896256,0.062047,0.062047,0.062047,0.5,0.5,744,COMPUTED
