factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
wq101_alpha47,wq101,conditional,1h,0,Q1,-2.501e-05,0.00016525,3301836,17787,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,1h,1,Q2,-2.055e-05,0.00021028,3301836,17787,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,1h,2,Q3,-1.636e-05,0.00014407,3301836,17787,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,1h,3,Q4,-2.854e-05,0.00019263,3301836,17787,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,1h,4,Q5,2.007e-05,0.000225,3301836,17787,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,4h,0,Q1,-1.711e-05,0.00070275,3301038,17784,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,4h,1,Q2,-9.983e-05,0.00057553,3301038,17784,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,4h,2,Q3,-9.253e-05,0.00065186,3301038,17784,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,4h,3,Q4,-0.00010742,0.00051929,3301038,17784,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,4h,4,Q5,3.409e-05,0.00045503,3301038,17784,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,24h,0,Q1,0.0003384,0.00145488,3295718,17764,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,24h,1,Q2,-0.0005407,0.00097036,3295718,17764,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,24h,2,Q3,-0.00053231,0.00111293,3295718,17764,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,24h,3,Q4,-0.00050399,0.00096363,3295718,17764,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,24h,4,Q5,-0.00022326,0.00058501,3295718,17764,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,72h,0,Q1,0.00050993,0.00127496,3282950,17716,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,72h,1,Q2,-0.00168114,-0.00020989,3282950,17716,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,72h,2,Q3,-0.00154552,-0.00070428,3282950,17716,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,72h,3,Q4,-0.00191487,-0.00107698,3282950,17716,DIRECTION_UNKNOWN
wq101_alpha47,wq101,conditional,72h,4,Q5,-0.00020432,-0.00034175,3282950,17716,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,1h,0,Q1,-2.851e-05,0.00020876,3254225,17610,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,1h,1,Q2,-1.196e-05,0.00016699,3254225,17610,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,1h,2,Q3,-2.646e-05,0.0001779,3254225,17610,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,1h,3,Q4,1.88e-06,0.00022994,3254225,17610,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,1h,4,Q5,3.02e-06,0.0001793,3254225,17610,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,4h,0,Q1,-8.172e-05,0.00051878,3253427,17607,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,4h,1,Q2,-6.625e-05,0.0005497,3253427,17607,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,4h,2,Q3,-0.00010332,0.00050257,3253427,17607,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,4h,3,Q4,-2.324e-05,0.00058584,3253427,17607,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,4h,4,Q5,2.319e-05,0.00060065,3253427,17607,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,24h,0,Q1,-0.00023072,0.00165315,3248107,17587,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,24h,1,Q2,-0.00039346,0.00073465,3248107,17587,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,24h,2,Q3,-0.00057626,0.00109808,3248107,17587,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,24h,3,Q4,-0.00015319,0.0010166,3248107,17587,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,24h,4,Q5,-2.076e-05,0.00074971,3248107,17587,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,72h,0,Q1,-0.00077163,-0.00052012,3235339,17539,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,72h,1,Q2,-0.00082075,0.00011577,3235339,17539,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,72h,2,Q3,-0.001585,-0.00186805,3235339,17539,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,72h,3,Q4,-0.00024635,0.00138984,3235339,17539,DIRECTION_UNKNOWN
wq101_alpha61,wq101,conditional,72h,4,Q5,-3.837e-05,-0.00037183,3235339,17539,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,1h,0,Q1,-2.343e-05,0.00021197,3286969,17729,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,1h,1,Q2,-1.005e-05,0.000189,3286969,17729,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,1h,2,Q3,-3.749e-05,0.00018359,3286969,17729,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,1h,3,Q4,-4.07e-06,0.00024138,3286969,17729,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,1h,4,Q5,-1.484e-05,0.00012839,3286969,17729,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,4h,0,Q1,-5.171e-05,0.00056736,3286171,17726,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,4h,1,Q2,-2.918e-05,0.00061146,3286171,17726,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,4h,2,Q3,-0.00019259,0.00050537,3286171,17726,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,4h,3,Q4,-4.745e-05,0.00052808,3286171,17726,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,4h,4,Q5,-3.188e-05,0.00055341,3286171,17726,DIRECTION_UNKNOWN
wq101_alpha65,wq101,conditional,24h,0,Q1,-0.00036165,0.00104131,3280851,17706,DIRECTION_UNKNOWN
