factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
wq101_alpha32,wq101,conditional,1h,0,Q1,-2.25e-05,0.00017726,3244001,17572,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,1,Q2,-1.016e-05,0.00018695,3244001,17572,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2,Q3,-2.118e-05,0.00018407,3244001,17572,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,3,Q4,-4.32e-06,0.00016162,3244001,17572,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,4,Q5,-5.67e-06,0.00015482,3244001,17572,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,4h,0,Q1,-6.744e-05,0.00050649,3243203,17569,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,4h,1,Q2,-6.109e-05,0.00057702,3243203,17569,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,4h,2,Q3,-6.428e-05,0.0005819,3243203,17569,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,4h,3,Q4,-3.102e-05,0.00053749,3243203,17569,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,4h,4,Q5,-1.309e-05,0.00054259,3243203,17569,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,24h,0,Q1,-0.00042827,0.00094359,3237883,17549,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,24h,1,Q2,-3.742e-05,0.00135867,3237883,17549,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,24h,2,Q3,-0.00017905,0.00116492,3237883,17549,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,24h,3,Q4,-0.00012702,0.00096984,3237883,17549,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,24h,4,Q5,-0.00017922,0.00065289,3237883,17549,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,72h,0,Q1,-0.00092062,-0.00058618,3225115,17501,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,72h,1,Q2,0.00040302,0.00071144,3225115,17501,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,72h,2,Q3,-0.00050667,0.0001691,3225115,17501,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,72h,3,Q4,-0.00096736,0.00039694,3225115,17501,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,72h,4,Q5,-0.00105369,-0.00030975,3225115,17501,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,1h,0,Q1,-2.164e-05,0.00014611,3315990,17807,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,1h,1,Q2,-5.823e-05,0.00013657,3315990,17807,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,1h,2,Q3,-4.548e-05,0.00013853,3315990,17807,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,1h,3,Q4,-1.231e-05,0.00017106,3315990,17807,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,1h,4,Q5,9.202e-05,0.00034373,3315990,17807,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,4h,0,Q1,9.611e-05,0.00059726,3315183,17804,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,4h,1,Q2,-0.00018761,0.00044181,3315183,17804,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,4h,2,Q3,-0.00014805,0.00040457,3315183,17804,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,4h,3,Q4,-0.00012448,0.00050549,3315183,17804,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,4h,4,Q5,0.00014868,0.00079536,3315183,17804,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,24h,0,Q1,0.00068974,0.00154669,3309840,17784,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,24h,1,Q2,-0.00067784,0.0010855,3309840,17784,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,24h,2,Q3,-0.00082928,0.00100126,3309840,17784,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,24h,3,Q4,-0.00074407,0.00068757,3309840,17784,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,24h,4,Q5,0.00042542,0.00103287,3309840,17784,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,72h,0,Q1,0.00216903,0.00221286,3297072,17736,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,72h,1,Q2,-0.00211563,-0.00084109,3297072,17736,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,72h,2,Q3,-0.00265428,-0.00162102,3297072,17736,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,72h,3,Q4,-0.00215559,-0.00143268,3297072,17736,DIRECTION_UNKNOWN
wq101_alpha33,wq101,conditional,72h,4,Q5,0.00083472,0.00090396,3297072,17736,DIRECTION_UNKNOWN
wq101_alpha37,wq101,conditional,1h,0,Q1,-8.81e-06,0.00015001,3253867,17607,DIRECTION_UNKNOWN
wq101_alpha37,wq101,conditional,1h,1,Q2,-2.813e-05,0.00016363,3253867,17607,DIRECTION_UNKNOWN
wq101_alpha37,wq101,conditional,1h,2,Q3,-5.416e-05,0.00018297,3253867,17607,DIRECTION_UNKNOWN
wq101_alpha37,wq101,conditional,1h,3,Q4,1.321e-05,0.00022861,3253867,17607,DIRECTION_UNKNOWN
wq101_alpha37,wq101,conditional,1h,4,Q5,2.008e-05,0.00019483,3253867,17607,DIRECTION_UNKNOWN
wq101_alpha37,wq101,conditional,4h,0,Q1,2.188e-05,0.00050842,3253069,17604,DIRECTION_UNKNOWN
wq101_alpha37,wq101,conditional,4h,1,Q2,-7.349e-05,0.00058668,3253069,17604,DIRECTION_UNKNOWN
