factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
wq101_alpha28,wq101,conditional,1h,1,Q2,-3.879e-05,0.00019549,3300506,17784,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,1h,2,Q3,-1.401e-05,0.00018847,3300506,17784,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,1h,3,Q4,-1.551e-05,0.00017056,3300506,17784,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,1h,4,Q5,2.216e-05,0.00023402,3300506,17784,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,4h,0,Q1,-4.224e-05,0.00054596,3299708,17781,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,4h,1,Q2,-0.00012295,0.0004728,3299708,17781,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,4h,2,Q3,-9.674e-05,0.00049508,3299708,17781,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,4h,3,Q4,-4.744e-05,0.00060379,3299708,17781,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,4h,4,Q5,4.377e-05,0.00060276,3299708,17781,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,24h,0,Q1,-5.484e-05,0.00092187,3294388,17761,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,24h,1,Q2,-0.00062269,0.00107241,3294388,17761,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,24h,2,Q3,-0.00069315,0.00099723,3294388,17761,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,24h,3,Q4,-0.00035111,0.00102247,3294388,17761,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,24h,4,Q5,0.0002748,0.00118671,3294388,17761,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,72h,0,Q1,-0.00030715,0.00051256,3281620,17713,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,72h,1,Q2,-0.00186233,-0.00044588,3281620,17713,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,72h,2,Q3,-0.00203677,-0.0012899,3281620,17713,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,72h,3,Q4,-0.00140602,-0.00103931,3281620,17713,DIRECTION_UNKNOWN
wq101_alpha28,wq101,conditional,72h,4,Q5,0.00072291,0.00063367,3281620,17713,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,1h,0,Q1,-2.59e-05,0.00017607,3302015,17788,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,1h,1,Q2,-5.392e-05,9.51e-05,3302015,17788,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,1h,2,Q3,-2.637e-05,0.00020286,3302015,17788,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,1h,3,Q4,7.23e-06,0.00022844,3302015,17788,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,1h,4,Q5,3.595e-05,0.00023329,3302015,17788,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,4h,0,Q1,1.709e-05,0.00050642,3301217,17785,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,4h,1,Q2,-0.00010617,0.00046558,3301217,17785,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,4h,2,Q3,-0.00011631,0.00053051,3301217,17785,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,4h,3,Q4,-5.108e-05,0.00055601,3301217,17785,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,4h,4,Q5,-1.571e-05,0.00061367,3301217,17785,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,24h,0,Q1,0.0004873,0.00136519,3295897,17765,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,24h,1,Q2,-0.00043289,0.0011455,3295897,17765,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,24h,2,Q3,-0.00074026,0.00080558,3295897,17765,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,24h,3,Q4,-0.00047976,0.00086418,3295897,17765,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,24h,4,Q5,-0.000276,0.00082065,3295897,17765,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,72h,0,Q1,0.00094627,0.00146767,3283129,17717,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,72h,1,Q2,-0.00129985,-0.00030133,3283129,17717,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,72h,2,Q3,-0.00194693,-0.0016124,3283129,17717,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,72h,3,Q4,-0.0018663,-0.00160697,3283129,17717,DIRECTION_UNKNOWN
wq101_alpha30,wq101,conditional,72h,4,Q5,-0.00066248,-1.375e-05,3283129,17717,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,1h,0,Q1,3.44e-06,0.00012578,3307382,17775,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,1h,1,Q2,-5.719e-05,0.00013953,3307382,17775,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,1h,2,Q3,-1.954e-05,0.00016971,3307382,17775,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,1h,3,Q4,-1.515e-05,0.00018207,3307382,17775,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,1h,4,Q5,2.158e-05,0.00025475,3307382,17775,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,4h,0,Q1,8.871e-05,0.00066339,3306575,17772,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,4h,1,Q2,-0.00010224,0.00051443,3306575,17772,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,4h,2,Q3,-0.0001356,0.00053478,3306575,17772,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,4h,3,Q4,-9.59e-05,0.00051999,3306575,17772,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,4h,4,Q5,-3.205e-05,0.00067364,3306575,17772,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,24h,0,Q1,0.00039053,0.00123599,3301232,17752,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,24h,1,Q2,-0.00037839,0.00124554,3301232,17752,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,24h,2,Q3,-0.00065433,0.00116985,3301232,17752,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,24h,3,Q4,-0.00049899,0.00103988,3301232,17752,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,24h,4,Q5,-0.00029086,0.00096841,3301232,17752,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,72h,0,Q1,0.00124158,0.001363,3288464,17704,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,72h,1,Q2,-0.00138144,-0.00032875,3288464,17704,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,72h,2,Q3,-0.00194704,-0.00118239,3288464,17704,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,72h,3,Q4,-0.00176733,-0.00104337,3288464,17704,DIRECTION_UNKNOWN
wq101_alpha35,wq101,conditional,72h,4,Q5,-0.00079683,-0.00057842,3288464,17704,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,1h,0,Q1,-1.16e-05,0.00018218,3296904,17769,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,1h,1,Q2,-4.585e-05,0.00021026,3296904,17769,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,1h,2,Q3,-1.801e-05,0.00018852,3296904,17769,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,1h,3,Q4,-1.56e-06,0.00017002,3296904,17769,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,1h,4,Q5,6.98e-06,0.00025203,3296904,17769,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,4h,0,Q1,9.21e-06,0.00067621,3296106,17766,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,4h,1,Q2,-0.00010118,0.00061102,3296106,17766,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,4h,2,Q3,-9.78e-05,0.00051145,3296106,17766,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,4h,3,Q4,-8.062e-05,0.00048649,3296106,17766,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,4h,4,Q5,-1.864e-05,0.00057198,3296106,17766,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,24h,0,Q1,7.952e-05,0.0013947,3290786,17746,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,24h,1,Q2,-0.00038628,0.00103749,3290786,17746,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,24h,2,Q3,-0.00064747,0.00066702,3290786,17746,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,24h,3,Q4,-0.0005642,0.00080756,3290786,17746,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,24h,4,Q5,-4.401e-05,0.00132139,3290786,17746,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,72h,0,Q1,5.347e-05,0.00029573,3278018,17698,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,72h,1,Q2,-0.00128124,-0.00072496,3278018,17698,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,72h,2,Q3,-0.00192192,-0.00113334,3278018,17698,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,72h,3,Q4,-0.00176349,-0.00109711,3278018,17698,DIRECTION_UNKNOWN
wq101_alpha43,wq101,conditional,72h,4,Q5,-0.00028202,0.00086011,3278018,17698,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,1h,0,Q1,2.608e-05,0.00020494,3251430,17567,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,1h,1,Q2,-3.91e-05,0.00021862,3251430,17567,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,1h,2,Q3,-2.179e-05,0.00021371,3251430,17567,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,1h,3,Q4,-1.228e-05,0.00012802,3251430,17567,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,1h,4,Q5,-2.9e-06,0.00018812,3251430,17567,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,4h,0,Q1,6.284e-05,0.00062298,3250623,17564,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,4h,1,Q2,-0.00012069,0.00050033,3250623,17564,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,4h,2,Q3,-5.173e-05,0.00052857,3250623,17564,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,4h,3,Q4,-7.369e-05,0.00049891,3250623,17564,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,4h,4,Q5,-8.78e-06,0.00050685,3250623,17564,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,24h,0,Q1,0.00071298,0.00169575,3245280,17544,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,24h,1,Q2,-0.00053644,0.00084882,3245280,17544,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,24h,2,Q3,-0.00038058,0.00144182,3245280,17544,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,24h,3,Q4,-0.00045252,0.00096436,3245280,17544,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,24h,4,Q5,-0.00010176,0.00056018,3245280,17544,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,72h,0,Q1,0.00181517,0.00247569,3232512,17496,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,72h,1,Q2,-0.00163434,-0.00062266,3232512,17496,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,72h,2,Q3,-0.00107195,-0.00071504,3232512,17496,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,72h,3,Q4,-0.00164756,-0.00153354,3232512,17496,DIRECTION_UNKNOWN
wq101_alpha52,wq101,conditional,72h,4,Q5,-7.37e-06,0.00031545,3232512,17496,DIRECTION_UNKNOWN
