factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_rsv_30h,alpha158_rolling,conditional,1h,-0.02007683,-0.02007683,0.13618021,0.13618021,-0.147428,-0.147428,-0.147428,-19.6567,0.4367,0.4367,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",high|low|close,30,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",4.538e-05,-2.295e-05,6.834e-05,1.953,0.5018,0.00020272,0.66306705,0.00070225,-0.00047443,0.64,25,per_bar_mean_x_bars_per_year
q158_rsv_30h,alpha158_rolling,conditional,4h,-0.02070369,-0.02070369,0.14100521,0.14100521,-0.146829,-0.146829,-0.146829,-19.5757,0.437,0.437,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",high|low|close,30,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",0.00017602,-0.00012754,0.00030355,4.2312,0.51,0.00066597,0.7427359,0.00230699,-0.0007851,0.64,25,per_bar_mean_x_bars_per_year
q158_rsv_30h,alpha158_rolling,conditional,24h,-0.01075472,-0.01075472,0.14201912,0.14201912,-0.075727,-0.075727,-0.075727,-10.0905,0.4715,0.4715,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",high|low|close,30,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",0.00073101,-0.00027604,0.00100705,5.4921,0.5139,0.00431607,0.5089458,0.01495132,-0.00957249,0.56,25,per_bar_mean_x_bars_per_year
q158_rsv_30h,alpha158_rolling,conditional,72h,0.00117377,0.00117377,0.13206445,0.13206445,0.008888,0.008888,0.008888,1.1827,0.5055,0.5055,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",high|low|close,30,"Alpha158 RSV30: (close - Min(low,30)) / (Max(high,30) - Min(low,30) + eps); 1h adaptation of medium rolling price position",0.00287773,-0.00117853,0.00405625,11.7299,0.5318,0.00927807,0.52214627,0.03214017,-0.01436578,0.68,25,per_bar_mean_x_bars_per_year
q158_qtlu_30h,alpha158_rolling,conditional,1h,0.02057334,0.02057334,0.16819335,0.16819335,0.12232,0.12232,0.12232,16.3089,0.5583,0.5583,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",close,30,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",1.37e-06,4.747e-05,-4.609e-05,-1.0931,0.4988,0.00020138,-0.48276538,0.00069762,-0.00151554,0.32,25,per_bar_mean_x_bars_per_year
q158_qtlu_30h,alpha158_rolling,conditional,4h,0.02273452,0.02273452,0.17233452,0.17233452,0.131921,0.131921,0.131921,17.5881,0.5558,0.5558,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",close,30,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",-5.396e-05,0.00019405,-0.00024801,-2.9419,0.4909,0.00073838,-0.64546354,0.00255783,-0.00713531,0.32,25,per_bar_mean_x_bars_per_year
q158_qtlu_30h,alpha158_rolling,conditional,24h,0.010752,0.010752,0.17311679,0.17311679,0.062108,0.062108,0.062108,8.2758,0.5291,0.5291,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",close,30,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",-4.314e-05,0.00090088,-0.00094402,-4.5213,0.4864,0.00454786,-0.50175328,0.01575426,-0.03181594,0.4,25,per_bar_mean_x_bars_per_year
q158_qtlu_30h,alpha158_rolling,conditional,72h,-0.00667591,-0.00667591,0.16226275,0.16226275,-0.041143,-0.041143,-0.041143,-5.4748,0.4732,0.4732,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",close,30,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile",-0.00086361,0.00342248,-0.00428608,-11.4463,0.4677,0.0089778,-0.54792373,0.0311,-0.10884891,0.32,25,per_bar_mean_x_bars_per_year
q158_qtld_30h,alpha158_rolling,conditional,1h,0.03587501,0.03587501,0.15342564,0.15342564,0.233827,0.233827,0.233827,31.1762,0.6015,0.6015,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",close,30,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",-1.618e-05,5.677e-05,-7.295e-05,-1.7894,0.4995,0.00019667,-0.72663394,0.00068129,-0.00250188,0.4,25,per_bar_mean_x_bars_per_year
q158_qtld_30h,alpha158_rolling,conditional,4h,0.04528649,0.04528649,0.15601359,0.15601359,0.290273,0.290273,0.290273,38.7,0.6269,0.6269,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",close,30,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",-0.00016915,0.0002157,-0.00038485,-4.7555,0.4947,0.00073983,-0.91991074,0.00256286,-0.01166107,0.32,25,per_bar_mean_x_bars_per_year
q158_qtld_30h,alpha158_rolling,conditional,24h,0.04888856,0.04888856,0.1567067,0.1567067,0.311975,0.311975,0.311975,41.57,0.628,0.628,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",close,30,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",-0.00040058,0.00097122,-0.00137181,-6.8563,0.4965,0.00373974,-0.62097278,0.01295485,-0.0447458,0.36,25,per_bar_mean_x_bars_per_year
q158_qtld_30h,alpha158_rolling,conditional,72h,0.04027354,0.04027354,0.15099732,0.15099732,0.266717,0.266717,0.266717,35.4914,0.6098,0.6098,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",close,30,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile",-0.00123446,0.00364243,-0.0048769,-12.9002,0.4842,0.01149469,-0.6015403,0.03981879,-0.1276776,0.4,25,per_bar_mean_x_bars_per_year
q158_rank_close_30h,alpha158_rolling,conditional,1h,-0.02753828,-0.02753828,0.13571323,0.13571323,-0.202915,-0.202915,-0.202915,-27.0533,0.4118,0.4118,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars",close,30,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars",3.317e-05,-2.08e-05,5.397e-05,1.535,0.4961,0.00019097,0.51483193,0.00066154,-0.00055134,0.72,25,per_bar_mean_x_bars_per_year
q158_rank_close_30h,alpha158_rolling,conditional,4h,-0.03205854,-0.03205854,0.13882655,0.13882655,-0.230925,-0.230925,-0.230925,-30.7859,0.4043,0.4043,17773,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars",close,30,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars",0.00013365,-0.00015857,0.00029221,4.1279,0.5041,0.00067733,0.69398671,0.00234635,-0.00098401,0.64,25,per_bar_mean_x_bars_per_year
