factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_sump_20h,alpha158_rolling_direction,positive,False,COMPUTED,4,4,4h,-0.01428591
q158_sumn_20h,alpha158_rolling_direction,negative,False,COMPUTED,4,4,4h,-0.01254084
q158_vma_20h,alpha158_rolling_volume,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.00722455
q158_vstd_20h,alpha158_rolling_volume,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.00667041
q158_wvma_20h,alpha158_rolling_volume,negative,False,COMPUTED,4,4,4h,0.00443001
q158_vsump_20h,alpha158_rolling_volume,conditional,False,DIRECTION_UNKNOWN,0,4,24h,-0.00323491
q158_vsumn_20h,alpha158_rolling_volume,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.00586669
q158_vsumd_20h,alpha158_rolling_volume,conditional,False,DIRECTION_UNKNOWN,0,4,24h,-0.00225202
