factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
wq101_alpha32,wq101,conditional,1h,2024-06,0,Q1,-0.00048448,-0.00052974,485,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-06,1,Q2,-0.00038827,-0.00035353,485,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-06,2,Q3,-0.00036545,-0.0004112,485,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-06,3,Q4,-0.00033816,-0.00036476,485,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-06,4,Q5,-0.00039058,-0.00028468,485,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-07,0,Q1,-5.18e-05,-4.925e-05,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-07,1,Q2,1.073e-05,0.00026841,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-07,2,Q3,-3.088e-05,-1.539e-05,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-07,3,Q4,-6.041e-05,-5.096e-05,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-07,4,Q5,-8.995e-05,-7.791e-05,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-08,0,Q1,-0.00028974,-1.842e-05,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-08,1,Q2,-0.00019797,0.00016975,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-08,2,Q3,-0.00020896,0.00010131,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-08,3,Q4,-0.00014109,0.00018549,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-08,4,Q5,-0.00012683,0.00020776,744,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-09,0,Q1,0.00027461,0.00075908,720,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-09,1,Q2,0.00027188,0.00052459,720,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-09,2,Q3,0.00040531,0.00055751,720,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-09,3,Q4,0.00027552,0.00045704,720,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-09,4,Q5,0.00025554,0.00073248,720,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-10,0,Q1,1.14e-05,0.00042729,743,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-10,1,Q2,-0.00014193,0.00016748,743,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-10,2,Q3,-4.858e-05,0.00039699,743,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-10,3,Q4,-7.942e-05,0.00023453,743,,DIRECTION_UNKNOWN
wq101_alpha32,wq101,conditional,1h,2024-10,4,Q5,-8.917e-05,0.00024475,743,,DIRECTION_UNKNOWN
