factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_kmid_open,alpha158_kbar,positive,False,COMPUTED,4,4,1h,-0.00454884
q158_kmid_range,alpha158_kbar,positive,False,COMPUTED,4,4,1h,-0.00407237
q158_kup_range,alpha158_kbar,negative,False,COMPUTED,4,4,1h,0.00752243
q158_klow_range,alpha158_kbar,positive,False,COMPUTED,4,4,1h,0.00339233
q158_open_close_0h,alpha158_price,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.03655526
