factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status,long_short_return,long_leg_return,short_leg_return,positive_ls
wq101_alpha73,wq101,conditional,1h,2024-06,LONG_SHORT,Long-Short,-2.196e-05,,699,,DIRECTION_UNKNOWN,-2.196e-05,-0.0003772,-0.00035524,False
wq101_alpha73,wq101,conditional,1h,2024-07,LONG_SHORT,Long-Short,0.00020263,,744,,DIRECTION_UNKNOWN,0.00020263,0.00012157,-8.106e-05,True
wq101_alpha73,wq101,conditional,1h,2024-08,LONG_SHORT,Long-Short,0.0001209,,744,,DIRECTION_UNKNOWN,0.0001209,-9.25e-05,-0.0002134,True
wq101_alpha73,wq101,conditional,1h,2024-09,LONG_SHORT,Long-Short,6.53e-06,,720,,DIRECTION_UNKNOWN,6.53e-06,0.00027614,0.00026961,True
wq101_alpha73,wq101,conditional,1h,2024-10,LONG_SHORT,Long-Short,-3.834e-05,,743,,DIRECTION_UNKNOWN,-3.834e-05,-6.475e-05,-2.641e-05,False
wq101_alpha73,wq101,conditional,1h,2024-11,LONG_SHORT,Long-Short,-8.531e-05,,720,,DIRECTION_UNKNOWN,-8.531e-05,0.00074125,0.00082656,False
wq101_alpha73,wq101,conditional,1h,2024-12,LONG_SHORT,Long-Short,-9.489e-05,,744,,DIRECTION_UNKNOWN,-9.489e-05,-0.00022117,-0.00012629,False
wq101_alpha73,wq101,conditional,1h,2025-01,LONG_SHORT,Long-Short,0.00025451,,744,,DIRECTION_UNKNOWN,0.00025451,-0.00010121,-0.00035572,True
wq101_alpha73,wq101,conditional,1h,2025-02,LONG_SHORT,Long-Short,-0.00021986,,672,,DIRECTION_UNKNOWN,-0.00021986,-0.0004652,-0.00024534,False
wq101_alpha73,wq101,conditional,1h,2025-03,LONG_SHORT,Long-Short,-4.5e-06,,744,,DIRECTION_UNKNOWN,-4.5e-06,-0.00026483,-0.00026033,False
wq101_alpha73,wq101,conditional,1h,2025-04,LONG_SHORT,Long-Short,-0.00014398,,720,,DIRECTION_UNKNOWN,-0.00014398,0.00025109,0.00039506,False
wq101_alpha73,wq101,conditional,1h,2025-05,LONG_SHORT,Long-Short,0.00019289,,744,,DIRECTION_UNKNOWN,0.00019289,0.00030853,0.00011564,True
wq101_alpha73,wq101,conditional,1h,2025-06,LONG_SHORT,Long-Short,0.00014857,,720,,DIRECTION_UNKNOWN,0.00014857,-7.704e-05,-0.00022561,True
wq101_alpha73,wq101,conditional,1h,2025-07,LONG_SHORT,Long-Short,0.00016434,,744,,DIRECTION_UNKNOWN,0.00016434,0.00032069,0.00015635,True
wq101_alpha73,wq101,conditional,1h,2025-08,LONG_SHORT,Long-Short,-6.84e-05,,744,,DIRECTION_UNKNOWN,-6.84e-05,4.159e-05,0.00010999,False
wq101_alpha73,wq101,conditional,1h,2025-09,LONG_SHORT,Long-Short,-0.00025422,,720,,DIRECTION_UNKNOWN,-0.00025422,1.272e-05,0.00026694,False
wq101_alpha73,wq101,conditional,1h,2025-10,LONG_SHORT,Long-Short,-0.00025908,,744,,DIRECTION_UNKNOWN,-0.00025908,-0.00017815,8.093e-05,False
wq101_alpha73,wq101,conditional,1h,2025-11,LONG_SHORT,Long-Short,-0.00033191,,720,,DIRECTION_UNKNOWN,-0.00033191,-0.00030297,2.894e-05,False
wq101_alpha73,wq101,conditional,1h,2025-12,LONG_SHORT,Long-Short,0.00010901,,744,,DIRECTION_UNKNOWN,0.00010901,-1.791e-05,-0.00012693,True
wq101_alpha73,wq101,conditional,1h,2026-01,LONG_SHORT,Long-Short,-0.00019489,,744,,DIRECTION_UNKNOWN,-0.00019489,-0.00015232,4.257e-05,False
wq101_alpha73,wq101,conditional,1h,2026-02,LONG_SHORT,Long-Short,6.635e-05,,672,,DIRECTION_UNKNOWN,6.635e-05,-0.00012387,-0.00019022,True
wq101_alpha73,wq101,conditional,1h,2026-03,LONG_SHORT,Long-Short,-1.95e-06,,744,,DIRECTION_UNKNOWN,-1.95e-06,-3.61e-06,-1.67e-06,False
wq101_alpha73,wq101,conditional,1h,2026-04,LONG_SHORT,Long-Short,3.56e-06,,720,,DIRECTION_UNKNOWN,3.56e-06,0.00033466,0.0003311,True
wq101_alpha73,wq101,conditional,1h,2026-05,LONG_SHORT,Long-Short,-5.8e-06,,744,,DIRECTION_UNKNOWN,-5.8e-06,8.473e-05,9.053e-05,False
wq101_alpha73,wq101,conditional,1h,2026-06,LONG_SHORT,Long-Short,-4.837e-05,,288,,DIRECTION_UNKNOWN,-4.837e-05,-0.00030156,-0.00025319,False
wq101_alpha73,wq101,conditional,4h,2024-06,LONG_SHORT,Long-Short,-0.00014143,,699,,DIRECTION_UNKNOWN,-0.00014143,-0.00144047,-0.00129904,False
wq101_alpha73,wq101,conditional,4h,2024-07,LONG_SHORT,Long-Short,0.00029093,,744,,DIRECTION_UNKNOWN,0.00029093,0.00015359,-0.00013734,True
wq101_alpha73,wq101,conditional,4h,2024-08,LONG_SHORT,Long-Short,0.00017467,,744,,DIRECTION_UNKNOWN,0.00017467,-0.00076437,-0.00093904,True
wq101_alpha73,wq101,conditional,4h,2024-09,LONG_SHORT,Long-Short,3.079e-05,,720,,DIRECTION_UNKNOWN,3.079e-05,0.0011902,0.00115942,True
wq101_alpha73,wq101,conditional,4h,2024-10,LONG_SHORT,Long-Short,-5.681e-05,,743,,DIRECTION_UNKNOWN,-5.681e-05,-0.00016327,-0.00010647,False
