factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha73,wq101,conditional,1h,LONG_SHORT,Long-Short,-1.828e-05,,,17786,DIRECTION_UNKNOWN,-1.11e-06,1.718e-05,-1.828e-05,-0.627,0.4915,0.00015642,-0.17666504,0.00054184,-0.00099914,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha73,wq101,conditional,4h,LONG_SHORT,Long-Short,-0.00011716,,,17783,DIRECTION_UNKNOWN,-4.214e-05,7.502e-05,-0.00011716,-2.0107,0.4906,0.0005398,-0.33091336,0.00186992,-0.00439805,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha73,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00093869,,,17763,DIRECTION_UNKNOWN,-0.00032805,0.00061064,-0.00093869,-6.0807,0.4764,0.00274199,-0.42826785,0.00949852,-0.03061921,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha73,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00303976,,,17715,DIRECTION_UNKNOWN,-0.00134809,0.00169167,-0.00303976,-10.1883,0.4659,0.00664681,-0.3913456,0.02302523,-0.08023061,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha81,wq101,conditional,1h,LONG_SHORT,Long-Short,5.592e-05,,,17727,DIRECTION_UNKNOWN,4e-08,-5.588e-05,5.592e-05,2.2331,0.5119,0.00013442,0.50621575,0.00046566,-0.00040917,0.72,25,per_bar_mean_x_bars_per_year
wq101_alpha81,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00011836,,,17724,DIRECTION_UNKNOWN,-5.697e-05,-0.00017533,0.00011836,2.3243,0.5159,0.00041618,0.25137267,0.00144169,-0.00078966,0.68,25,per_bar_mean_x_bars_per_year
wq101_alpha81,wq101,conditional,24h,LONG_SHORT,Long-Short,0.00024528,,,17704,DIRECTION_UNKNOWN,-0.00058093,-0.00082621,0.00024528,1.8899,0.5132,0.00226753,0.06853817,0.00785496,-0.01126908,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha81,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00059979,,,17656,DIRECTION_UNKNOWN,-0.00189084,-0.00129106,-0.00059979,-2.1874,0.5082,0.00761984,-0.06780724,0.02639589,-0.05494428,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha84,wq101,conditional,1h,LONG_SHORT,Long-Short,-6.93e-06,,,17772,DIRECTION_UNKNOWN,-5.61e-06,1.32e-06,-6.93e-06,-0.228,0.5017,0.00016409,-0.12563089,0.00056843,-0.00099862,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha84,wq101,conditional,4h,LONG_SHORT,Long-Short,-0.00010455,,,17769,DIRECTION_UNKNOWN,-6.957e-05,3.498e-05,-0.00010455,-1.7302,0.5004,0.00053462,-0.26787186,0.00185199,-0.00407769,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha84,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00093656,,,17749,DIRECTION_UNKNOWN,-0.00040593,0.00053063,-0.00093656,-5.9382,0.4911,0.00305081,-0.44724223,0.0105683,-0.03392126,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha84,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.0026541,,,17701,DIRECTION_UNKNOWN,-0.00100907,0.00164503,-0.0026541,-8.6529,0.4868,0.00597437,-0.34831131,0.02069583,-0.07392923,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha98,wq101,conditional,1h,LONG_SHORT,Long-Short,3.099e-05,,,17751,DIRECTION_UNKNOWN,1.451e-05,-1.648e-05,3.099e-05,0.7902,0.5,0.00017596,0.30111643,0.00060956,-0.00077124,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha98,wq101,conditional,4h,LONG_SHORT,Long-Short,9.515e-05,,,17748,DIRECTION_UNKNOWN,1.893e-05,-7.622e-05,9.515e-05,1.2181,0.5028,0.00056425,0.21567758,0.00195464,-0.00225135,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha98,wq101,conditional,24h,LONG_SHORT,Long-Short,0.00042863,,,17728,DIRECTION_UNKNOWN,3.333e-05,-0.0003953,0.00042863,2.0823,0.4958,0.00166244,0.15711705,0.00575886,-0.00526799,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha98,wq101,conditional,72h,LONG_SHORT,Long-Short,0.00134792,,,17680,DIRECTION_UNKNOWN,0.00061262,-0.0007353,0.00134792,2.9199,0.5,0.00399719,0.13828691,0.01384667,-0.00737315,0.68,25,per_bar_mean_x_bars_per_year
