factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha14,wq101,conditional,1h,LONG_SHORT,Long-Short,-3.647e-05,,,17798,DIRECTION_UNKNOWN,-3.545e-05,1.03e-06,-3.647e-05,-1.2708,0.4966,0.00014047,-0.37650028,0.0004866,-0.00089105,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha14,wq101,conditional,4h,LONG_SHORT,Long-Short,-5.721e-05,,,17795,DIRECTION_UNKNOWN,-6.481e-05,-7.61e-06,-5.721e-05,-1.0,0.5014,0.00059073,-0.24223349,0.00204636,-0.00239547,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha14,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00057298,,,17775,DIRECTION_UNKNOWN,-0.00029707,0.00027591,-0.00057298,-3.9065,0.4946,0.00179072,-0.25709166,0.00620323,-0.01781152,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha14,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00095465,,,17727,DIRECTION_UNKNOWN,-0.00043035,0.00052431,-0.00095465,-3.2369,0.5047,0.00499629,-0.15813919,0.01730766,-0.03786167,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha15,wq101,conditional,1h,LONG_SHORT,Long-Short,1.589e-05,,,17803,DIRECTION_UNKNOWN,-6.07e-06,-2.196e-05,1.589e-05,0.8098,0.5014,9.577e-05,0.1025614,0.00033176,-0.00028992,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha15,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00010619,,,17800,DIRECTION_UNKNOWN,-1.158e-05,-0.00011777,0.00010619,2.7082,0.5133,0.00030416,0.20003639,0.00105365,-0.00067482,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha15,wq101,conditional,24h,LONG_SHORT,Long-Short,0.00040621,,,17780,DIRECTION_UNKNOWN,-0.00017269,-0.00057889,0.00040621,3.897,0.5176,0.00176845,0.13699122,0.00612609,-0.00596281,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha15,wq101,conditional,72h,LONG_SHORT,Long-Short,0.00080534,,,17732,DIRECTION_UNKNOWN,-0.00068795,-0.0014933,0.00080534,3.7416,0.5261,0.00664432,0.10881894,0.02301661,-0.03393598,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha16,wq101,conditional,1h,LONG_SHORT,Long-Short,1.244e-05,,,17803,DIRECTION_UNKNOWN,-1.77e-06,-1.421e-05,1.244e-05,0.462,0.5093,0.0001801,0.06257806,0.00062388,-0.00109075,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha16,wq101,conditional,4h,LONG_SHORT,Long-Short,-4.924e-05,,,17800,DIRECTION_UNKNOWN,-3.326e-05,1.598e-05,-4.924e-05,-0.8922,0.505,0.00056813,-0.10261338,0.00196805,-0.00337088,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha16,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00067761,,,17780,DIRECTION_UNKNOWN,-0.00036559,0.00031202,-0.00067761,-4.7035,0.5044,0.00198765,-0.26655867,0.00688542,-0.02270612,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha16,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.0029967,,,17732,DIRECTION_UNKNOWN,-0.00149156,0.00150514,-0.0029967,-10.2524,0.4886,0.00668665,-0.35117575,0.02316322,-0.07875185,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha17,wq101,conditional,1h,LONG_SHORT,Long-Short,0.0001079,,,17784,DIRECTION_UNKNOWN,5.561e-05,-5.23e-05,0.0001079,3.472,0.5227,0.00017459,1.00041406,0.00060479,-0.00039363,0.76,25,per_bar_mean_x_bars_per_year
wq101_alpha17,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00013352,,,17781,DIRECTION_UNKNOWN,4.956e-05,-8.396e-05,0.00013352,2.1881,0.5172,0.00035206,0.31754811,0.00121957,-0.00061331,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha17,wq101,conditional,24h,LONG_SHORT,Long-Short,6.755e-05,,,17761,DIRECTION_UNKNOWN,2.329e-05,-4.426e-05,6.755e-05,0.4382,0.5082,0.00124529,-0.00099843,0.0043138,-0.00634276,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha17,wq101,conditional,72h,LONG_SHORT,Long-Short,0.00056779,,,17713,DIRECTION_UNKNOWN,0.00032939,-0.00023839,0.00056779,1.9276,0.5126,0.00329943,0.07692479,0.01142957,-0.0124205,0.64,25,per_bar_mean_x_bars_per_year
