factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
wq101_alpha25,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.01962723
wq101_alpha28,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,24h,-0.00677057
wq101_alpha30,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.01516341
wq101_alpha35,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.02608825
wq101_alpha43,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,1h,0.009322
wq101_alpha52,wq101,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.00911774
