factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
wq101_alpha14,wq101,conditional,1h,2024-06,0.00262093,0.00262093,0.12513011,0.12513011,0.020946,0.020946,0.020946,0.5113,0.5113,710,COMPUTED
wq101_alpha14,wq101,conditional,1h,2024-07,0.00226595,0.00226595,0.12400399,0.12400399,0.018273,0.018273,0.018273,0.5134,0.5134,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2024-08,0.01348549,0.01348549,0.14279601,0.14279601,0.094439,0.094439,0.094439,0.5538,0.5538,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2024-09,0.01154795,0.01154795,0.12138859,0.12138859,0.095132,0.095132,0.095132,0.5361,0.5361,720,COMPUTED
wq101_alpha14,wq101,conditional,1h,2024-10,0.00849062,0.00849062,0.13566029,0.13566029,0.062587,0.062587,0.062587,0.5437,0.5437,743,COMPUTED
wq101_alpha14,wq101,conditional,1h,2024-11,0.01195059,0.01195059,0.13413099,0.13413099,0.089096,0.089096,0.089096,0.5361,0.5361,720,COMPUTED
wq101_alpha14,wq101,conditional,1h,2024-12,0.0066117,0.0066117,0.12470575,0.12470575,0.053018,0.053018,0.053018,0.5188,0.5188,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-01,0.00953077,0.00953077,0.12741324,0.12741324,0.074802,0.074802,0.074802,0.5336,0.5336,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-02,-0.00318749,-0.00318749,0.13184908,0.13184908,-0.024175,-0.024175,-0.024175,0.5164,0.5164,672,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-03,0.00761776,0.00761776,0.11856112,0.11856112,0.064252,0.064252,0.064252,0.5161,0.5161,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-04,0.0048747,0.0048747,0.11248089,0.11248089,0.043338,0.043338,0.043338,0.5181,0.5181,720,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-05,0.00767089,0.00767089,0.11852231,0.11852231,0.064721,0.064721,0.064721,0.5551,0.5551,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-06,0.00339149,0.00339149,0.11104553,0.11104553,0.030541,0.030541,0.030541,0.5194,0.5194,720,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-07,0.00383852,0.00383852,0.11290968,0.11290968,0.033996,0.033996,0.033996,0.5323,0.5323,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-08,0.00905933,0.00905933,0.11631039,0.11631039,0.077889,0.077889,0.077889,0.5054,0.5054,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-09,0.01458372,0.01458372,0.10058049,0.10058049,0.144995,0.144995,0.144995,0.5736,0.5736,720,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-10,0.00814011,0.00814011,0.09234108,0.09234108,0.088153,0.088153,0.088153,0.5363,0.5363,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-11,0.01098674,0.01098674,0.09097094,0.09097094,0.120772,0.120772,0.120772,0.5625,0.5625,720,COMPUTED
wq101_alpha14,wq101,conditional,1h,2025-12,0.01047905,0.01047905,0.09366365,0.09366365,0.11188,0.11188,0.11188,0.5336,0.5336,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2026-01,0.00870456,0.00870456,0.10112395,0.10112395,0.086078,0.086078,0.086078,0.5376,0.5376,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2026-02,0.00421635,0.00421635,0.09942796,0.09942796,0.042406,0.042406,0.042406,0.4881,0.4881,672,COMPUTED
wq101_alpha14,wq101,conditional,1h,2026-03,0.00511101,0.00511101,0.0864589,0.0864589,0.059115,0.059115,0.059115,0.5188,0.5188,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2026-04,0.00941589,0.00941589,0.08688792,0.08688792,0.108368,0.108368,0.108368,0.5319,0.5319,720,COMPUTED
wq101_alpha14,wq101,conditional,1h,2026-05,0.00595622,0.00595622,0.08557474,0.08557474,0.069603,0.069603,0.069603,0.5296,0.5296,744,COMPUTED
wq101_alpha14,wq101,conditional,1h,2026-06,0.00425927,0.00425927,0.09026183,0.09026183,0.047188,0.047188,0.047188,0.5417,0.5417,288,COMPUTED
wq101_alpha14,wq101,conditional,4h,2024-06,0.00757257,0.00757257,0.11969298,0.11969298,0.063267,0.063267,0.063267,0.5155,0.5155,710,COMPUTED
wq101_alpha14,wq101,conditional,4h,2024-07,-0.00075621,-0.00075621,0.13207666,0.13207666,-0.005726,-0.005726,-0.005726,0.4946,0.4946,744,COMPUTED
wq101_alpha14,wq101,conditional,4h,2024-08,0.00560502,0.00560502,0.13545636,0.13545636,0.041379,0.041379,0.041379,0.5202,0.5202,744,COMPUTED
wq101_alpha14,wq101,conditional,4h,2024-09,0.01140612,0.01140612,0.12536714,0.12536714,0.090982,0.090982,0.090982,0.5153,0.5153,720,COMPUTED
wq101_alpha14,wq101,conditional,4h,2024-10,0.01621663,0.01621663,0.13106809,0.13106809,0.123727,0.123727,0.123727,0.5511,0.5511,744,COMPUTED
wq101_alpha14,wq101,conditional,4h,2024-11,0.00754415,0.00754415,0.12792346,0.12792346,0.058974,0.058974,0.058974,0.5319,0.5319,720,COMPUTED
wq101_alpha14,wq101,conditional,4h,2024-12,-0.00120138,-0.00120138,0.12493517,0.12493517,-0.009616,-0.009616,-0.009616,0.4987,0.4987,744,COMPUTED
wq101_alpha14,wq101,conditional,4h,2025-01,0.00887753,0.00887753,0.13228681,0.13228681,0.067108,0.067108,0.067108,0.5202,0.5202,744,COMPUTED
wq101_alpha14,wq101,conditional,4h,2025-02,0.00063392,0.00063392,0.128605,0.128605,0.004929,0.004929,0.004929,0.5089,0.5089,672,COMPUTED
wq101_alpha14,wq101,conditional,4h,2025-03,0.01844337,0.01844337,0.11280256,0.11280256,0.163501,0.163501,0.163501,0.5645,0.5645,744,COMPUTED
wq101_alpha14,wq101,conditional,4h,2025-04,0.01502725,0.01502725,0.1082601,0.1082601,0.138807,0.138807,0.138807,0.5694,0.5694,720,COMPUTED
wq101_alpha14,wq101,conditional,4h,2025-05,0.01216648,0.01216648,0.1219558,0.1219558,0.099761,0.099761,0.099761,0.5618,0.5618,744,COMPUTED
wq101_alpha14,wq101,conditional,4h,2025-06,0.00826783,0.00826783,0.10993395,0.10993395,0.075207,0.075207,0.075207,0.5431,0.5431,720,COMPUTED
wq101_alpha14,wq101,conditional,4h,2025-07,0.00654556,0.00654556,0.11905682,0.11905682,0.054978,0.054978,0.054978,0.5148,0.5148,744,COMPUTED
