factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
wq101_alpha32,wq101,conditional,1h,2024-06,0.00100689,0.00100689,0.14826703,0.14826703,0.006791,0.006791,0.006791,0.499,0.499,485,COMPUTED
wq101_alpha32,wq101,conditional,1h,2024-07,-0.00415662,-0.00415662,0.13770555,0.13770555,-0.030185,-0.030185,-0.030185,0.4946,0.4946,744,COMPUTED
wq101_alpha32,wq101,conditional,1h,2024-08,0.00436775,0.00436775,0.1371779,0.1371779,0.03184,0.03184,0.03184,0.5202,0.5202,744,COMPUTED
wq101_alpha32,wq101,conditional,1h,2024-09,-0.00033235,-0.00033235,0.12722763,0.12722763,-0.002612,-0.002612,-0.002612,0.5056,0.5056,720,COMPUTED
wq101_alpha32,wq101,conditional,1h,2024-10,0.00017433,0.00017433,0.11912187,0.11912187,0.001463,0.001463,0.001463,0.5067,0.5067,742,COMPUTED
wq101_alpha32,wq101,conditional,1h,2024-11,0.00955363,0.00955363,0.13972481,0.13972481,0.068375,0.068375,0.068375,0.5542,0.5542,720,COMPUTED
wq101_alpha32,wq101,conditional,1h,2024-12,-0.00165451,-0.00165451,0.15965487,0.15965487,-0.010363,-0.010363,-0.010363,0.5067,0.5067,744,COMPUTED
wq101_alpha32,wq101,conditional,1h,2025-01,-0.00585182,-0.00585182,0.16493593,0.16493593,-0.035479,-0.035479,-0.035479,0.4825,0.4825,744,COMPUTED
wq101_alpha32,wq101,conditional,1h,2025-02,-0.00811015,-0.00811015,0.15160609,0.15160609,-0.053495,-0.053495,-0.053495,0.4688,0.4688,672,COMPUTED
wq101_alpha32,wq101,conditional,1h,2025-03,0.00112543,0.00112543,0.13594292,0.13594292,0.008279,0.008279,0.008279,0.4798,0.4798,744,COMPUTED
wq101_alpha32,wq101,conditional,1h,2025-04,-0.00250804,-0.00250804,0.12710394,0.12710394,-0.019732,-0.019732,-0.019732,0.4903,0.4903,720,COMPUTED
wq101_alpha32,wq101,conditional,1h,2025-05,0.00573682,0.00573682,0.11850256,0.11850256,0.048411,0.048411,0.048411,0.5027,0.5027,744,COMPUTED
