factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha29,wq101,conditional,1h,LONG_SHORT,Long-Short,-9.5e-07,,,17796,DIRECTION_UNKNOWN,-4.15e-06,-3.2e-06,-9.5e-07,-0.0333,0.4975,0.00013966,-0.03774593,0.00048379,-0.00117626,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha29,wq101,conditional,4h,LONG_SHORT,Long-Short,-4.383e-05,,,17793,DIRECTION_UNKNOWN,-4.284e-05,1e-06,-4.383e-05,-0.7516,0.5052,0.00048991,-0.16468378,0.00169711,-0.00373379,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha29,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00091522,,,17773,DIRECTION_UNKNOWN,-0.0004766,0.00043862,-0.00091522,-5.9254,0.4829,0.00252375,-0.41343996,0.00874253,-0.0323974,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha29,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00268814,,,17725,DIRECTION_UNKNOWN,-0.00139359,0.00129455,-0.00268814,-9.1374,0.4742,0.00610802,-0.34616357,0.02115881,-0.07449411,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha31,wq101,conditional,1h,LONG_SHORT,Long-Short,1.501e-05,,,17777,DIRECTION_UNKNOWN,-3.63e-06,-1.864e-05,1.501e-05,0.5803,0.499,0.00014,0.14030015,0.00048499,-0.00093106,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha31,wq101,conditional,4h,LONG_SHORT,Long-Short,-1.721e-05,,,17774,DIRECTION_UNKNOWN,-1.967e-05,-2.46e-06,-1.721e-05,-0.3232,0.4987,0.0004398,-0.02225306,0.00152353,-0.00331785,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha31,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00025716,,,17754,DIRECTION_UNKNOWN,-0.00020656,5.06e-05,-0.00025716,-1.8662,0.4907,0.00150958,-0.11931922,0.00522932,-0.01094914,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha31,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00109507,,,17706,DIRECTION_UNKNOWN,-0.00099273,0.00010234,-0.00109507,-4.0203,0.4864,0.00314973,-0.12466194,0.010911,-0.03388211,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha36,wq101,conditional,1h,LONG_SHORT,Long-Short,9.212e-05,,,17607,DIRECTION_UNKNOWN,4.345e-05,-4.867e-05,9.212e-05,3.5241,0.5133,0.00011112,0.76600116,0.00038495,-0.00018054,0.8,25,per_bar_mean_x_bars_per_year
wq101_alpha36,wq101,conditional,4h,LONG_SHORT,Long-Short,0.00015489,,,17604,DIRECTION_UNKNOWN,6.152e-05,-9.337e-05,0.00015489,2.9262,0.5148,0.00032172,0.28872099,0.00111447,-0.00058923,0.76,25,per_bar_mean_x_bars_per_year
