factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-06,0,Q1,-0.00045955,-0.00041301,700,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-06,1,Q2,-0.00041678,-0.00032987,700,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-06,2,Q3,-0.00037615,-0.00019179,700,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-06,3,Q4,-0.0003276,-0.00033203,700,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-06,4,Q5,-0.00028521,-0.0003703,700,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-07,0,Q1,-9.202e-05,0.00010339,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-07,1,Q2,-2.574e-05,4.342e-05,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-07,2,Q3,4.586e-05,0.00012104,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-07,3,Q4,-0.00011846,-0.00016261,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-07,4,Q5,-2.553e-05,8.816e-05,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-08,0,Q1,-0.00021198,0.00015638,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-08,1,Q2,-0.00019004,0.00031568,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-08,2,Q3,-0.00019021,0.00020651,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-08,3,Q4,-4.9e-06,0.00043773,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-08,4,Q5,-0.00027516,3.401e-05,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-09,0,Q1,0.00017755,0.00046688,720,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-09,1,Q2,0.00027689,0.00043079,720,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-09,2,Q3,0.00028969,0.00064086,720,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-09,3,Q4,0.00036837,0.00066574,720,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-09,4,Q5,0.00038635,0.00087399,720,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-10,0,Q1,-5.619e-05,0.0003972,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-10,1,Q2,-7.92e-06,0.00014967,744,,DIRECTION_UNKNOWN
q158_beta_20h,alpha158_rolling_regression,conditional,1h,2024-10,2,Q3,2.61e-06,0.00034482,744,,DIRECTION_UNKNOWN
