factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status,long_short_return,long_leg_return,short_leg_return,positive_ls
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-06,LONG_SHORT,Long-Short,-4.742e-05,,274,,DIRECTION_UNKNOWN,-4.742e-05,7.933e-05,0.00012675,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-07,LONG_SHORT,Long-Short,9.425e-05,,744,,DIRECTION_UNKNOWN,9.425e-05,7.485e-05,-1.94e-05,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-08,LONG_SHORT,Long-Short,0.00012611,,744,,DIRECTION_UNKNOWN,0.00012611,-0.00011003,-0.00023614,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-09,LONG_SHORT,Long-Short,-2.25e-05,,720,,DIRECTION_UNKNOWN,-2.25e-05,0.00025656,0.00027906,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-10,LONG_SHORT,Long-Short,-1.955e-05,,744,,DIRECTION_UNKNOWN,-1.955e-05,-2.321e-05,-3.66e-06,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-11,LONG_SHORT,Long-Short,-5.174e-05,,720,,DIRECTION_UNKNOWN,-5.174e-05,0.00066834,0.00072008,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2024-12,LONG_SHORT,Long-Short,0.00011736,,744,,DIRECTION_UNKNOWN,0.00011736,-5.351e-05,-0.00017087,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-01,LONG_SHORT,Long-Short,0.00017881,,744,,DIRECTION_UNKNOWN,0.00017881,-4.927e-05,-0.00022808,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-02,LONG_SHORT,Long-Short,0.00018293,,672,,DIRECTION_UNKNOWN,0.00018293,-0.00022248,-0.00040541,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-03,LONG_SHORT,Long-Short,0.00010421,,744,,DIRECTION_UNKNOWN,0.00010421,-0.00028525,-0.00038946,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-04,LONG_SHORT,Long-Short,-0.00010031,,720,,DIRECTION_UNKNOWN,-0.00010031,0.00016738,0.00026768,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-05,LONG_SHORT,Long-Short,0.00014635,,744,,DIRECTION_UNKNOWN,0.00014635,0.00019595,4.96e-05,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-06,LONG_SHORT,Long-Short,7.565e-05,,720,,DIRECTION_UNKNOWN,7.565e-05,-9.436e-05,-0.00017001,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-07,LONG_SHORT,Long-Short,0.00010642,,744,,DIRECTION_UNKNOWN,0.00010642,0.00023387,0.00012744,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-08,LONG_SHORT,Long-Short,8.352e-05,,744,,DIRECTION_UNKNOWN,8.352e-05,0.00011872,3.52e-05,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-09,LONG_SHORT,Long-Short,-4.615e-05,,720,,DIRECTION_UNKNOWN,-4.615e-05,-4.74e-05,-1.25e-06,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-10,LONG_SHORT,Long-Short,-0.00012263,,744,,DIRECTION_UNKNOWN,-0.00012263,-0.00019241,-6.979e-05,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-11,LONG_SHORT,Long-Short,-2.8e-06,,720,,DIRECTION_UNKNOWN,-2.8e-06,-0.00016597,-0.00016317,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2025-12,LONG_SHORT,Long-Short,4.36e-05,,744,,DIRECTION_UNKNOWN,4.36e-05,-3.11e-06,-4.671e-05,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2026-01,LONG_SHORT,Long-Short,0.00018958,,744,,DIRECTION_UNKNOWN,0.00018958,2.792e-05,-0.00016167,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2026-02,LONG_SHORT,Long-Short,0.00015292,,672,,DIRECTION_UNKNOWN,0.00015292,-7.948e-05,-0.00023241,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2026-03,LONG_SHORT,Long-Short,9.701e-05,,744,,DIRECTION_UNKNOWN,9.701e-05,9.33e-05,-3.71e-06,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2026-04,LONG_SHORT,Long-Short,-1.975e-05,,720,,DIRECTION_UNKNOWN,-1.975e-05,0.00014504,0.00016479,False
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2026-05,LONG_SHORT,Long-Short,8.955e-05,,744,,DIRECTION_UNKNOWN,8.955e-05,4.625e-05,-4.33e-05,True
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,2026-06,LONG_SHORT,Long-Short,0.0003362,,288,,DIRECTION_UNKNOWN,0.0003362,-0.00025277,-0.00058897,True
