factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
q158_beta_30h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,30,24h,-0.02328362,24h,-0.141193,72h,0.00493682,12.9055,0.4732,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_rsqr_30h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,30,4h,0.00490273,4h,0.039103,72h,0.00243042,8.2421,0.5057,3308103,0.002459,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
q158_resi_30h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,30,1h,-0.02865164,1h,-0.177882,72h,0.00156184,4.2856,0.4726,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_imax_30h,alpha158_rolling_position,conditional,DIRECTION_UNKNOWN,False,high,30,4h,0.0126924,4h,0.105495,72h,-0.00380527,-12.3661,0.5508,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
