factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
wq101_alpha29,wq101,conditional,1h,2024-06,-0.00859893,-0.00859893,0.12284434,0.12284434,-0.069999,-0.069999,-0.069999,0.476,0.476,708,COMPUTED
wq101_alpha29,wq101,conditional,1h,2024-07,0.00062483,0.00062483,0.12576916,0.12576916,0.004968,0.004968,0.004968,0.4919,0.4919,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2024-08,0.01078324,0.01078324,0.1259951,0.1259951,0.085585,0.085585,0.085585,0.5444,0.5444,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2024-09,0.00982669,0.00982669,0.12074373,0.12074373,0.081385,0.081385,0.081385,0.5361,0.5361,720,COMPUTED
wq101_alpha29,wq101,conditional,1h,2024-10,0.00951271,0.00951271,0.12773346,0.12773346,0.074473,0.074473,0.074473,0.5209,0.5209,743,COMPUTED
wq101_alpha29,wq101,conditional,1h,2024-11,0.01153173,0.01153173,0.13443934,0.13443934,0.085776,0.085776,0.085776,0.5111,0.5111,720,COMPUTED
wq101_alpha29,wq101,conditional,1h,2024-12,0.01250445,0.01250445,0.13236069,0.13236069,0.094473,0.094473,0.094473,0.5175,0.5175,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-01,0.0044242,0.0044242,0.13276163,0.13276163,0.033324,0.033324,0.033324,0.5175,0.5175,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-02,0.00542117,0.00542117,0.13505897,0.13505897,0.040139,0.040139,0.040139,0.506,0.506,672,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-03,0.01391879,0.01391879,0.1334624,0.1334624,0.10429,0.10429,0.10429,0.5578,0.5578,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-04,0.00261674,0.00261674,0.12023129,0.12023129,0.021764,0.021764,0.021764,0.5222,0.5222,720,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-05,0.00787117,0.00787117,0.1241449,0.1241449,0.063403,0.063403,0.063403,0.5215,0.5215,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-06,0.01210477,0.01210477,0.1156946,0.1156946,0.104627,0.104627,0.104627,0.5458,0.5458,720,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-07,0.01423349,0.01423349,0.11998016,0.11998016,0.118632,0.118632,0.118632,0.5484,0.5484,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-08,0.0014863,0.0014863,0.1092821,0.1092821,0.013601,0.013601,0.013601,0.5108,0.5108,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-09,0.01254684,0.01254684,0.1036194,0.1036194,0.121086,0.121086,0.121086,0.5583,0.5583,720,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-10,0.00525643,0.00525643,0.09251679,0.09251679,0.056816,0.056816,0.056816,0.5255,0.5255,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-11,0.00704812,0.00704812,0.09645294,0.09645294,0.073073,0.073073,0.073073,0.5083,0.5083,720,COMPUTED
wq101_alpha29,wq101,conditional,1h,2025-12,0.00960851,0.00960851,0.09306668,0.09306668,0.103243,0.103243,0.103243,0.5323,0.5323,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2026-01,0.00891616,0.00891616,0.09451265,0.09451265,0.094338,0.094338,0.094338,0.5457,0.5457,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2026-02,-0.00253008,-0.00253008,0.09433618,0.09433618,-0.02682,-0.02682,-0.02682,0.5015,0.5015,672,COMPUTED
wq101_alpha29,wq101,conditional,1h,2026-03,0.00635939,0.00635939,0.08718278,0.08718278,0.072943,0.072943,0.072943,0.5228,0.5228,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2026-04,0.00784008,0.00784008,0.08869579,0.08869579,0.088393,0.088393,0.088393,0.5292,0.5292,720,COMPUTED
wq101_alpha29,wq101,conditional,1h,2026-05,0.01173163,0.01173163,0.08766824,0.08766824,0.133819,0.133819,0.133819,0.5497,0.5497,744,COMPUTED
wq101_alpha29,wq101,conditional,1h,2026-06,0.00286571,0.00286571,0.09385293,0.09385293,0.030534,0.030534,0.030534,0.5104,0.5104,288,COMPUTED
