factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-06,0.00082643,0.00082643,0.16259312,0.16259312,0.005083,0.005083,0.005083,0.487,0.487,690,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-07,-0.00721442,-0.00721442,0.16872043,0.16872043,-0.04276,-0.04276,-0.04276,0.4852,0.4852,744,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-08,-0.00799864,-0.00799864,0.19134804,0.19134804,-0.041802,-0.041802,-0.041802,0.4973,0.4973,744,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-09,-0.01088739,-0.01088739,0.16184404,0.16184404,-0.067271,-0.067271,-0.067271,0.4958,0.4958,720,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-10,-0.01789391,-0.01789391,0.18551024,0.18551024,-0.096458,-0.096458,-0.096458,0.463,0.463,743,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-11,-0.01979053,-0.01979053,0.19269638,0.19269638,-0.102703,-0.102703,-0.102703,0.4764,0.4764,720,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-12,-0.02000601,-0.02000601,0.17019267,0.17019267,-0.117549,-0.117549,-0.117549,0.4651,0.4651,744,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-01,-0.00596909,-0.00596909,0.1850988,0.1850988,-0.032248,-0.032248,-0.032248,0.4825,0.4825,744,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-02,-0.00705951,-0.00705951,0.20931892,0.20931892,-0.033726,-0.033726,-0.033726,0.4926,0.4926,672,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-03,-0.00962926,-0.00962926,0.17617517,0.17617517,-0.054657,-0.054657,-0.054657,0.4704,0.4704,744,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-04,-0.00571308,-0.00571308,0.16358369,0.16358369,-0.034925,-0.034925,-0.034925,0.4917,0.4917,720,COMPUTED
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-05,-0.01521671,-0.01521671,0.2068585,0.2068585,-0.073561,-0.073561,-0.073561,0.4664,0.4664,744,COMPUTED
