factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
funding_rate_level_20h,funding_rate,negative,COMPUTED,False,funding_rate,20,72h,-0.04466918,72h,-0.418464,72h,-0.01042094,-30.8535,0.4594,2913119,0.121565,KNOWN,CONSISTENT,STRONG_DIAGNOSTIC_CANDIDATE,Strong RankIC and significant long-short spread. Consistent signals.
funding_rate_zscore_80h,funding_rate,negative,COMPUTED,False,funding_rate,80,24h,-0.01380335,24h,-0.124664,72h,0.00147419,4.4969,0.4815,2503177,0.24518,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
funding_rate_change_24h,funding_rate,negative,COMPUTED,False,funding_rate,25,24h,-0.00673075,24h,-0.069589,72h,0.0003896,1.2797,0.4931,2912822,0.121654,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
