factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_kmid_open,alpha158_kbar,positive,1h,LONG_SHORT,Long-Short,-0.00011276,,,17807,COMPUTED,-2.076e-05,9.2e-05,-0.00011276,-2.7645,0.4722,0.00027752,-1.03411075,0.00096135,-0.00331243,0.28,25,per_bar_mean_x_bars_per_year
q158_kmid_open,alpha158_kbar,positive,4h,LONG_SHORT,Long-Short,-4.656e-05,,,17804,COMPUTED,0.00010448,0.00015104,-4.656e-05,-0.5935,0.486,0.00067832,-0.10647993,0.00234977,-0.00300917,0.44,25,per_bar_mean_x_bars_per_year
q158_kmid_open,alpha158_kbar,positive,24h,LONG_SHORT,Long-Short,0.00030496,,,17784,COMPUTED,0.00072056,0.0004156,0.00030496,1.5978,0.4949,0.00131565,0.14678176,0.00455755,-0.00286749,0.56,25,per_bar_mean_x_bars_per_year
q158_kmid_open,alpha158_kbar,positive,72h,LONG_SHORT,Long-Short,0.00139889,,,17736,COMPUTED,0.00222851,0.00082961,0.00139889,3.8874,0.5022,0.00321693,0.17934162,0.01114379,-0.00347896,0.64,25,per_bar_mean_x_bars_per_year
q158_kmid_range,alpha158_kbar,positive,1h,LONG_SHORT,Long-Short,-0.00013204,,,17807,COMPUTED,-5.585e-05,7.619e-05,-0.00013204,-3.9268,0.4681,0.00022316,-1.17009294,0.00077306,-0.00370324,0.24,25,per_bar_mean_x_bars_per_year
q158_kmid_range,alpha158_kbar,positive,4h,LONG_SHORT,Long-Short,4.139e-05,,,17804,COMPUTED,7.366e-05,3.226e-05,4.139e-05,0.6163,0.4926,0.00055415,0.09153785,0.00191963,-0.00137388,0.48,25,per_bar_mean_x_bars_per_year
q158_kmid_range,alpha158_kbar,positive,24h,LONG_SHORT,Long-Short,0.00026622,,,17784,COMPUTED,0.00041764,0.00015142,0.00026622,1.6142,0.5001,0.00128793,0.13793352,0.00446153,-0.00288026,0.56,25,per_bar_mean_x_bars_per_year
q158_kmid_range,alpha158_kbar,positive,72h,LONG_SHORT,Long-Short,0.00105337,,,17736,COMPUTED,0.00106938,1.601e-05,0.00105337,3.3931,0.5058,0.00266081,0.15104604,0.00921733,-0.00438572,0.64,25,per_bar_mean_x_bars_per_year
q158_kup_range,alpha158_kbar,negative,1h,LONG_SHORT,Long-Short,-0.00015786,,,17807,COMPUTED,-8.184e-05,7.601e-05,-0.00015786,-5.3991,0.4764,0.00022156,-1.387123,0.00076751,-0.00361676,0.2,25,per_bar_mean_x_bars_per_year
q158_kup_range,alpha158_kbar,negative,4h,LONG_SHORT,Long-Short,-0.00025651,,,17804,COMPUTED,-0.00012606,0.00013045,-0.00025651,-4.3708,0.4843,0.00035669,-0.5338067,0.00123561,-0.005743,0.28,25,per_bar_mean_x_bars_per_year
q158_kup_range,alpha158_kbar,negative,24h,LONG_SHORT,Long-Short,-0.00014986,,,17784,COMPUTED,5.083e-05,0.00020069,-0.00014986,-0.9944,0.5029,0.00118302,-0.07967442,0.00409811,-0.00982859,0.52,25,per_bar_mean_x_bars_per_year
q158_kup_range,alpha158_kbar,negative,72h,LONG_SHORT,Long-Short,-0.0004182,,,17736,COMPUTED,0.00026078,0.00067898,-0.0004182,-1.4007,0.5023,0.00396304,-0.07728225,0.01372837,-0.02464678,0.36,25,per_bar_mean_x_bars_per_year
q158_klow_range,alpha158_kbar,positive,1h,LONG_SHORT,Long-Short,-0.00011981,,,17807,COMPUTED,-4.442e-05,7.54e-05,-0.00011981,-4.1224,0.4809,0.000229,-1.09533177,0.00079329,-0.00313199,0.24,25,per_bar_mean_x_bars_per_year
q158_klow_range,alpha158_kbar,positive,4h,LONG_SHORT,Long-Short,-0.0002121,,,17804,COMPUTED,-6.315e-05,0.00014895,-0.0002121,-3.6015,0.4902,0.00037378,-0.4556717,0.00129482,-0.00588471,0.2,25,per_bar_mean_x_bars_per_year
q158_klow_range,alpha158_kbar,positive,24h,LONG_SHORT,Long-Short,-0.00026792,,,17784,COMPUTED,2.996e-05,0.00029788,-0.00026792,-1.7632,0.4979,0.00075349,-0.09234997,0.00261017,-0.00703854,0.36,25,per_bar_mean_x_bars_per_year
q158_klow_range,alpha158_kbar,positive,72h,LONG_SHORT,Long-Short,-0.00125349,,,17736,COMPUTED,-0.00025875,0.00099474,-0.00125349,-4.2535,0.4901,0.00265596,-0.13969549,0.0092005,-0.03256691,0.28,25,per_bar_mean_x_bars_per_year
q158_open_close_0h,alpha158_price,conditional,1h,LONG_SHORT,Long-Short,0.00011335,,,17807,DIRECTION_UNKNOWN,9.198e-05,-2.137e-05,0.00011335,2.7864,0.5258,0.00027749,1.03846508,0.00096124,-0.00071832,0.68,25,per_bar_mean_x_bars_per_year
q158_open_close_0h,alpha158_price,conditional,4h,LONG_SHORT,Long-Short,5.238e-05,,,17804,DIRECTION_UNKNOWN,0.00014889,9.652e-05,5.238e-05,0.669,0.5133,0.00068002,0.1190619,0.00235565,-0.0025965,0.56,25,per_bar_mean_x_bars_per_year
q158_open_close_0h,alpha158_price,conditional,24h,LONG_SHORT,Long-Short,-0.00026214,,,17784,DIRECTION_UNKNOWN,0.00042712,0.00068926,-0.00026214,-1.3753,0.5046,0.00131136,-0.13017542,0.00454267,-0.0100628,0.48,25,per_bar_mean_x_bars_per_year
q158_open_close_0h,alpha158_price,conditional,72h,LONG_SHORT,Long-Short,-0.00132303,,,17736,DIRECTION_UNKNOWN,0.00084237,0.0021654,-0.00132303,-3.6786,0.4955,0.00321107,-0.1691001,0.01112347,-0.03158138,0.36,25,per_bar_mean_x_bars_per_year
