factor_name,category,expected_direction,horizon,period,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,status
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2024-06,-0.00013068,-0.00013068,0.12588832,0.12588832,-0.001038,-0.001038,-0.001038,0.5114,0.5114,700,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2024-07,-0.01614153,-0.01614153,0.13053337,0.13053337,-0.123658,-0.123658,-0.123658,0.4476,0.4476,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2024-08,-0.01870068,-0.01870068,0.12482473,0.12482473,-0.149815,-0.149815,-0.149815,0.4382,0.4382,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2024-09,-0.01718833,-0.01718833,0.11449499,0.11449499,-0.150123,-0.150123,-0.150123,0.4306,0.4306,720,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2024-10,-0.02409619,-0.02409619,0.12300283,0.12300283,-0.195899,-0.195899,-0.195899,0.4118,0.4118,743,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2024-11,-0.01202817,-0.01202817,0.13750297,0.13750297,-0.087476,-0.087476,-0.087476,0.4639,0.4639,720,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2024-12,-0.02791648,-0.02791648,0.13059253,0.13059253,-0.213768,-0.213768,-0.213768,0.414,0.414,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-01,-0.00871991,-0.00871991,0.1305427,0.1305427,-0.066797,-0.066797,-0.066797,0.4758,0.4758,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-02,-0.00433145,-0.00433145,0.13180995,0.13180995,-0.032861,-0.032861,-0.032861,0.4821,0.4821,672,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-03,-0.01471844,-0.01471844,0.12101682,0.12101682,-0.121623,-0.121623,-0.121623,0.4556,0.4556,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-04,-0.01089426,-0.01089426,0.1116505,0.1116505,-0.097575,-0.097575,-0.097575,0.4625,0.4625,720,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-05,-0.01901437,-0.01901437,0.11160196,0.11160196,-0.170377,-0.170377,-0.170377,0.4462,0.4462,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-06,-0.01553724,-0.01553724,0.10760419,0.10760419,-0.144393,-0.144393,-0.144393,0.4556,0.4556,720,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-07,-0.01608514,-0.01608514,0.10861171,0.10861171,-0.148098,-0.148098,-0.148098,0.4476,0.4476,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-08,-0.00925299,-0.00925299,0.10796226,0.10796226,-0.085706,-0.085706,-0.085706,0.4852,0.4852,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-09,-0.01779118,-0.01779118,0.10199742,0.10199742,-0.174428,-0.174428,-0.174428,0.4194,0.4194,720,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-10,-0.0202053,-0.0202053,0.09493951,0.09493951,-0.212823,-0.212823,-0.212823,0.4153,0.4153,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-11,-0.01542219,-0.01542219,0.09437125,0.09437125,-0.16342,-0.16342,-0.16342,0.4292,0.4292,720,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2025-12,-0.02090112,-0.02090112,0.09005261,0.09005261,-0.232099,-0.232099,-0.232099,0.3952,0.3952,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2026-01,-0.01754247,-0.01754247,0.10560719,0.10560719,-0.166111,-0.166111,-0.166111,0.4046,0.4046,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2026-02,-0.01794115,-0.01794115,0.10232232,0.10232232,-0.17534,-0.17534,-0.17534,0.4286,0.4286,672,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2026-03,-0.01556455,-0.01556455,0.09220119,0.09220119,-0.168811,-0.168811,-0.168811,0.4422,0.4422,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2026-04,-0.01930213,-0.01930213,0.08636282,0.08636282,-0.2235,-0.2235,-0.2235,0.4125,0.4125,720,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2026-05,-0.01394893,-0.01394893,0.08609261,0.08609261,-0.162022,-0.162022,-0.162022,0.4301,0.4301,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,1h,2026-06,-0.00768885,-0.00768885,0.08241822,0.08241822,-0.093291,-0.093291,-0.093291,0.4583,0.4583,288,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,4h,2024-06,0.00461534,0.00461534,0.1313194,0.1313194,0.035146,0.035146,0.035146,0.5257,0.5257,700,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,4h,2024-07,-0.02088085,-0.02088085,0.13850828,0.13850828,-0.150755,-0.150755,-0.150755,0.4503,0.4503,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,4h,2024-08,-0.0257482,-0.0257482,0.13198522,0.13198522,-0.195084,-0.195084,-0.195084,0.4341,0.4341,744,COMPUTED
up_down_vol_ratio_20h,alpha158_ohlcv,positive,4h,2024-09,-0.01352203,-0.01352203,0.11011508,0.11011508,-0.122799,-0.122799,-0.122799,0.4722,0.4722,720,COMPUTED
