factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_qtlu_20h,alpha158_rolling,conditional,1h,LONG_SHORT,Long-Short,-4.232e-05,,,17788,DIRECTION_UNKNOWN,2.1e-07,4.253e-05,-4.232e-05,-1.0105,0.5016,0.00021828,-0.40139714,0.00075615,-0.00146989,0.4,25,per_bar_mean_x_bars_per_year
q158_qtlu_20h,alpha158_rolling,conditional,4h,LONG_SHORT,Long-Short,-0.0002563,,,17785,DIRECTION_UNKNOWN,-5.248e-05,0.00020382,-0.0002563,-3.0819,0.4918,0.0007085,-0.60630937,0.0024543,-0.00644853,0.32,25,per_bar_mean_x_bars_per_year
q158_qtlu_20h,alpha158_rolling,conditional,24h,LONG_SHORT,Long-Short,-0.0010015,,,17765,DIRECTION_UNKNOWN,-4.595e-05,0.00095556,-0.0010015,-4.8887,0.4895,0.00402593,-0.50640248,0.01394622,-0.03180904,0.32,25,per_bar_mean_x_bars_per_year
q158_qtlu_20h,alpha158_rolling,conditional,72h,LONG_SHORT,Long-Short,-0.00374028,,,17717,DIRECTION_UNKNOWN,-0.00058302,0.00315726,-0.00374028,-10.098,0.4695,0.00793436,-0.48250259,0.02748543,-0.09281696,0.36,25,per_bar_mean_x_bars_per_year
q158_qtld_20h,alpha158_rolling,conditional,1h,LONG_SHORT,Long-Short,-5.324e-05,,,17788,DIRECTION_UNKNOWN,9.44e-06,6.268e-05,-5.324e-05,-1.3134,0.5047,0.00021126,-0.54092941,0.00073183,-0.00212619,0.32,25,per_bar_mean_x_bars_per_year
q158_qtld_20h,alpha158_rolling,conditional,4h,LONG_SHORT,Long-Short,-0.0003371,,,17785,DIRECTION_UNKNOWN,-9.303e-05,0.00024408,-0.0003371,-4.1708,0.4972,0.00075851,-0.80034189,0.00262754,-0.01016079,0.28,25,per_bar_mean_x_bars_per_year
q158_qtld_20h,alpha158_rolling,conditional,24h,LONG_SHORT,Long-Short,-0.00137783,,,17765,DIRECTION_UNKNOWN,-0.00037688,0.00100095,-0.00137783,-6.8432,0.4946,0.00353391,-0.61506685,0.01224183,-0.0429314,0.36,25,per_bar_mean_x_bars_per_year
q158_qtld_20h,alpha158_rolling,conditional,72h,LONG_SHORT,Long-Short,-0.00454209,,,17717,DIRECTION_UNKNOWN,-0.00110861,0.00343348,-0.00454209,-12.0549,0.4852,0.01054651,-0.57609021,0.03653418,-0.12068,0.4,25,per_bar_mean_x_bars_per_year
q158_rank_close_20h,alpha158_rolling,conditional,1h,LONG_SHORT,Long-Short,2.293e-05,,,17788,DIRECTION_UNKNOWN,2.545e-05,2.52e-06,2.293e-05,0.6653,0.4915,0.00019231,0.21878929,0.00066617,-0.00098528,0.64,25,per_bar_mean_x_bars_per_year
q158_rank_close_20h,alpha158_rolling,conditional,4h,LONG_SHORT,Long-Short,0.00023235,,,17785,DIRECTION_UNKNOWN,0.00011882,-0.00011352,0.00023235,3.3489,0.5038,0.00066847,0.53354937,0.00231565,-0.00133812,0.64,25,per_bar_mean_x_bars_per_year
q158_rank_close_20h,alpha158_rolling,conditional,24h,LONG_SHORT,Long-Short,0.00138577,,,17765,DIRECTION_UNKNOWN,0.00081968,-0.0005661,0.00138577,7.8887,0.5111,0.00330927,0.62631687,0.01146364,-0.00328864,0.68,25,per_bar_mean_x_bars_per_year
q158_rank_close_20h,alpha158_rolling,conditional,72h,LONG_SHORT,Long-Short,0.00391874,,,17717,DIRECTION_UNKNOWN,0.00253994,-0.0013788,0.00391874,11.8306,0.5219,0.00728984,0.52080569,0.02525273,-0.01034809,0.72,25,per_bar_mean_x_bars_per_year
q158_cntp_20h,alpha158_rolling,positive,1h,LONG_SHORT,Long-Short,3.955e-05,,,17787,COMPUTED,2.767e-05,-1.188e-05,3.955e-05,1.3296,0.5017,0.00019599,0.42212195,0.00067895,-0.00056614,0.52,25,per_bar_mean_x_bars_per_year
q158_cntp_20h,alpha158_rolling,positive,4h,LONG_SHORT,Long-Short,0.00028861,,,17784,COMPUTED,0.00017561,-0.00011299,0.00028861,4.7709,0.5106,0.00078503,0.73166126,0.00271942,-0.00141484,0.56,25,per_bar_mean_x_bars_per_year
