factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
wq101_alpha25,wq101,conditional,DIRECTION_UNKNOWN,False,high|close|volume|quote_volume,20,1h,0.01962723,1h,0.165619,72h,-0.00128114,-4.1583,0.5716,3302102,0.002732,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha28,wq101,conditional,DIRECTION_UNKNOWN,False,high|low|close|volume,24,24h,-0.01555089,24h,-0.14005,72h,0.00103006,3.5532,0.4716,3300772,0.003134,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha30,wq101,conditional,DIRECTION_UNKNOWN,False,close|volume,20,1h,0.01516341,1h,0.136673,72h,-0.00160875,-5.4654,0.5582,3302281,0.002678,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha35,wq101,conditional,DIRECTION_UNKNOWN,False,high|low|close|volume,33,1h,0.02608825,1h,0.214928,72h,-0.00203841,-6.5553,0.6014,3307651,0.001056,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
wq101_alpha43,wq101,conditional,DIRECTION_UNKNOWN,False,close|volume,39,1h,0.009322,1h,0.085674,72h,-0.00033549,-1.1633,0.5335,3297170,0.004221,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha52,wq101,conditional,DIRECTION_UNKNOWN,False,low|close|volume,241,4h,0.00911774,4h,0.072604,72h,-0.00182253,-6.0196,0.5315,3251699,0.017954,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
