factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
q158_volume_ratio_1h,alpha158_volume,conditional,1h,0.00339198,0.00339198,0.10020749,0.10020749,0.03385,0.03385,0.03385,4.5166,0.5124,0.5124,17804,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",volume,2,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",9.4e-07,2.336e-05,-2.242e-05,-0.7793,0.5061,0.00014179,-0.1598748,0.00049119,-0.00076105,0.56,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_1h,alpha158_volume,conditional,4h,0.00328401,0.00328401,0.09982873,0.09982873,0.032896,0.032896,0.032896,4.3892,0.5165,0.5165,17802,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",volume,2,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",-2.598e-05,5.113e-05,-7.711e-05,-1.378,0.5027,0.00025294,-0.16964919,0.00087621,-0.00216785,0.4,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_1h,alpha158_volume,conditional,24h,2.192e-05,2.192e-05,0.09991197,0.09991197,0.000219,0.000219,0.000219,0.0293,0.5037,0.5037,17782,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",volume,2,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",7.097e-05,0.00034488,-0.00027391,-1.8939,0.4985,0.00047355,-0.1041615,0.00164042,-0.00733108,0.24,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_1h,alpha158_volume,conditional,72h,-0.00119884,-0.00119884,0.09754337,0.09754337,-0.01229,-0.01229,-0.01229,-1.6367,0.497,0.497,17734,186.2,3315993,8e-05,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",volume,2,"Alpha158 VOLUME1: Ref(volume,1)/(volume+1e-12); previous volume normalized by current volume from Alpha158 volume feature block",0.00023496,0.00116781,-0.00093285,-3.3058,0.4908,0.00189201,-0.10598387,0.00655411,-0.02301967,0.28,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,1h,0.00446879,0.00446879,0.10438945,0.10438945,0.042809,0.042809,0.042809,5.7119,0.5176,0.5176,17803,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",volume,3,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",-1.374e-05,5.433e-05,-6.807e-05,-2.2481,0.4973,0.0001436,-0.57203893,0.00049745,-0.00175447,0.28,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,4h,0.00492837,0.00492837,0.103677,0.103677,0.047536,0.047536,0.047536,6.3423,0.5228,0.5228,17801,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",volume,3,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",-1.353e-05,0.00011719,-0.00013073,-2.2448,0.499,0.00038537,-0.28198637,0.00133495,-0.00329461,0.36,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,24h,0.00060302,0.00060302,0.10368021,0.10368021,0.005816,0.005816,0.005816,0.7756,0.5015,0.5015,17781,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",volume,3,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",4.142e-05,0.0004236,-0.00038218,-2.5506,0.4939,0.00077196,-0.14511141,0.00267414,-0.01013997,0.24,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_2h,alpha158_volume,conditional,72h,-0.00072698,-0.00072698,0.10077274,0.10077274,-0.007214,-0.007214,-0.007214,-0.9607,0.4951,0.4951,17733,186.2,3315727,0.00016,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",volume,3,"Alpha158 VOLUME2: Ref(volume,2)/(volume+1e-12); two-bar lagged volume normalized by current volume from Alpha158 volume feature block",0.00041332,0.00140899,-0.00099567,-3.3828,0.4924,0.0020509,-0.1112074,0.00710453,-0.02442741,0.2,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_3h,alpha158_volume,conditional,1h,0.00510014,0.00510014,0.10573677,0.10573677,0.048234,0.048234,0.048234,6.4356,0.5188,0.5188,17802,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block",volume,4,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block",-2.319e-05,5.4e-05,-7.72e-05,-2.4995,0.4964,0.00014589,-0.67833897,0.00050537,-0.00205073,0.28,25,per_bar_mean_x_bars_per_year
q158_volume_ratio_3h,alpha158_volume,conditional,4h,0.00654671,0.00654671,0.10586896,0.10586896,0.061838,0.061838,0.061838,8.2502,0.5261,0.5261,17800,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block",volume,4,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block",1.782e-05,0.00010774,-8.993e-05,-1.4882,0.506,0.0004052,-0.18137743,0.00140364,-0.00218345,0.48,25,per_bar_mean_x_bars_per_year
