factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_ma_30h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.03480226
q158_std_30h,alpha158_rolling_price,negative,False,COMPUTED,4,4,72h,0.08282478
q158_max_30h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,72h,-0.00548108
q158_min_30h,alpha158_rolling_price,conditional,False,DIRECTION_UNKNOWN,0,4,72h,0.06890955
