factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha30,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.0007633,,,17765,DIRECTION_UNKNOWN,-0.000276,0.0004873,-0.0007633,-5.0605,0.4863,0.00169361,-0.30420391,0.00586684,-0.02114929,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha30,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00160875,,,17717,DIRECTION_UNKNOWN,-0.00066248,0.00094627,-0.00160875,-5.4654,0.4833,0.00322391,-0.21237589,0.01116796,-0.0410287,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha35,wq101,conditional,1h,LONG_SHORT,Long-Short,1.814e-05,,,17775,DIRECTION_UNKNOWN,2.158e-05,3.44e-06,1.814e-05,0.5617,0.5152,0.00018249,0.17848957,0.00063217,-0.00095188,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha35,wq101,conditional,4h,LONG_SHORT,Long-Short,-0.00012076,,,17772,DIRECTION_UNKNOWN,-3.205e-05,8.871e-05,-0.00012076,-1.8921,0.5024,0.00062074,-0.24948054,0.00215032,-0.00477838,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha35,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.0006814,,,17752,DIRECTION_UNKNOWN,-0.00029086,0.00039053,-0.0006814,-4.321,0.4974,0.00196653,-0.31595056,0.00681225,-0.02161776,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha35,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00203841,,,17704,DIRECTION_UNKNOWN,-0.00079683,0.00124158,-0.00203841,-6.5553,0.4917,0.00489949,-0.28529715,0.01697234,-0.05875891,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha43,wq101,conditional,1h,LONG_SHORT,Long-Short,1.858e-05,,,17769,DIRECTION_UNKNOWN,6.98e-06,-1.16e-05,1.858e-05,0.6449,0.5042,0.00017501,0.13254008,0.00060627,-0.00088962,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha43,wq101,conditional,4h,LONG_SHORT,Long-Short,-2.785e-05,,,17766,DIRECTION_UNKNOWN,-1.864e-05,9.21e-06,-2.785e-05,-0.4914,0.4962,0.00042252,-0.06092224,0.00146367,-0.00247192,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha43,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00012353,,,17746,DIRECTION_UNKNOWN,-4.401e-05,7.952e-05,-0.00012353,-0.8476,0.4994,0.00139017,-0.0296571,0.00481569,-0.00895649,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha43,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00033549,,,17698,DIRECTION_UNKNOWN,-0.00028202,5.347e-05,-0.00033549,-1.1633,0.4993,0.00228648,-0.03497297,0.00792061,-0.01349939,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha52,wq101,conditional,1h,LONG_SHORT,Long-Short,-2.898e-05,,,17567,DIRECTION_UNKNOWN,-2.9e-06,2.608e-05,-2.898e-05,-0.9773,0.4976,0.00014016,-0.26601736,0.00048554,-0.00127087,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha52,wq101,conditional,4h,LONG_SHORT,Long-Short,-7.162e-05,,,17564,DIRECTION_UNKNOWN,-8.78e-06,6.284e-05,-7.162e-05,-1.19,0.5001,0.00057008,-0.15880784,0.00197482,-0.00378693,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha52,wq101,conditional,24h,LONG_SHORT,Long-Short,-0.00081475,,,17544,DIRECTION_UNKNOWN,-0.00010176,0.00071298,-0.00081475,-5.1275,0.4899,0.00324359,-0.3763852,0.01123613,-0.03271846,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha52,wq101,conditional,72h,LONG_SHORT,Long-Short,-0.00182253,,,17496,DIRECTION_UNKNOWN,-7.37e-06,0.00181517,-0.00182253,-6.0196,0.4878,0.00582463,-0.25234359,0.0201771,-0.05943744,0.36,25,per_bar_mean_x_bars_per_year
