factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,1h,LONG_SHORT,Long-Short,6.378e-05,,,17362,DIRECTION_UNKNOWN,2.709e-05,-3.669e-05,6.378e-05,2.3069,0.5189,0.00010625,0.00081198,0.00036808,-0.00017157,0.64,25,monthly_x12
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,4h,LONG_SHORT,Long-Short,0.00023978,,,17359,DIRECTION_UNKNOWN,0.0001217,-0.00011808,0.00023978,4.1938,0.5262,0.00047099,0.00313413,0.00163156,-0.00101958,0.68,25,monthly_x12
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,24h,LONG_SHORT,Long-Short,0.00087974,,,17339,DIRECTION_UNKNOWN,0.00051103,-0.00036871,0.00087974,5.8185,0.5634,0.00313358,0.01206621,0.01085504,-0.00894662,0.72,25,monthly_x12
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,72h,LONG_SHORT,Long-Short,0.00127529,,,17291,DIRECTION_UNKNOWN,0.0005416,-0.00073368,0.00127529,4.3328,0.5655,0.00894003,0.02080564,0.03096918,-0.03204423,0.64,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,1h,LONG_SHORT,Long-Short,8.961e-05,,,17382,DIRECTION_UNKNOWN,5.24e-05,-3.721e-05,8.961e-05,3.2302,0.5213,0.00011672,0.00108983,0.00040434,-0.00021135,0.76,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,4h,LONG_SHORT,Long-Short,0.00033927,,,17379,DIRECTION_UNKNOWN,0.00020653,-0.00013273,0.00033927,5.9126,0.5341,0.00046759,0.00415729,0.00161979,-0.00097027,0.76,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,24h,LONG_SHORT,Long-Short,0.00100588,,,17359,DIRECTION_UNKNOWN,0.00082187,-0.00018401,0.00100588,6.6399,0.5627,0.00269099,0.01194477,0.00932188,-0.00712065,0.72,25,monthly_x12
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,72h,LONG_SHORT,Long-Short,0.00221817,,,17311,DIRECTION_UNKNOWN,0.00165321,-0.00056496,0.00221817,7.752,0.5702,0.00665683,0.02700638,0.02305993,-0.01697014,0.68,25,monthly_x12
