factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
wq101_alpha73,wq101,conditional,1h,0,Q1,1.718e-05,0.00023029,3301567,17786,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,1,Q2,-1.914e-05,0.00021812,3301567,17786,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,2,Q3,-2.346e-05,0.00016428,3301567,17786,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,3,Q4,-4.702e-05,0.0001908,3301567,17786,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,1h,4,Q5,-1.11e-06,0.00014789,3301567,17786,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,4h,0,Q1,7.502e-05,0.00055491,3300769,17783,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,4h,1,Q2,-6.921e-05,0.00072504,3300769,17783,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,4h,2,Q3,-0.00012105,0.00052592,3300769,17783,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,4h,3,Q4,-0.00012651,0.00044347,3300769,17783,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,4h,4,Q5,-4.214e-05,0.0005493,3300769,17783,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,24h,0,Q1,0.00061064,0.00126121,3295449,17763,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,24h,1,Q2,-0.00039109,0.00105563,3295449,17763,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,24h,2,Q3,-0.0006965,0.00101037,3295449,17763,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,24h,3,Q4,-0.00066431,0.00117129,3295449,17763,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,24h,4,Q5,-0.00032805,0.00086068,3295449,17763,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,72h,0,Q1,0.00169167,0.00149414,3282681,17715,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,72h,1,Q2,-0.0014569,-0.00028018,3282681,17715,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,72h,2,Q3,-0.00183909,-0.00119122,3282681,17715,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,72h,3,Q4,-0.00192844,-0.00108356,3282681,17715,DIRECTION_UNKNOWN
wq101_alpha73,wq101,conditional,72h,4,Q5,-0.00134809,-0.00067859,3282681,17715,DIRECTION_UNKNOWN
