factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status,long_short_return,long_leg_return,short_leg_return,positive_ls
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-06,LONG_SHORT,Long-Short,1.593e-05,,690,,DIRECTION_UNKNOWN,1.593e-05,-0.00039953,-0.00041546,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-07,LONG_SHORT,Long-Short,7.435e-05,,744,,DIRECTION_UNKNOWN,7.435e-05,-1.742e-05,-9.176e-05,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-08,LONG_SHORT,Long-Short,-5.402e-05,,744,,DIRECTION_UNKNOWN,-5.402e-05,-0.00029789,-0.00024387,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-09,LONG_SHORT,Long-Short,0.00011145,,720,,DIRECTION_UNKNOWN,0.00011145,0.00034266,0.00023121,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-10,LONG_SHORT,Long-Short,1.398e-05,,744,,DIRECTION_UNKNOWN,1.398e-05,-3.998e-05,-5.396e-05,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-11,LONG_SHORT,Long-Short,3.163e-05,,720,,DIRECTION_UNKNOWN,3.163e-05,0.00083518,0.00080356,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2024-12,LONG_SHORT,Long-Short,-8.371e-05,,744,,DIRECTION_UNKNOWN,-8.371e-05,-0.00016982,-8.611e-05,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-01,LONG_SHORT,Long-Short,6.359e-05,,744,,DIRECTION_UNKNOWN,6.359e-05,-0.00030936,-0.00037295,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-02,LONG_SHORT,Long-Short,0.00022131,,672,,DIRECTION_UNKNOWN,0.00022131,-0.00031874,-0.00054005,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-03,LONG_SHORT,Long-Short,-9.616e-05,,744,,DIRECTION_UNKNOWN,-9.616e-05,-0.00043173,-0.00033557,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-04,LONG_SHORT,Long-Short,0.00020179,,720,,DIRECTION_UNKNOWN,0.00020179,0.00034775,0.00014596,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-05,LONG_SHORT,Long-Short,-6.924e-05,,744,,DIRECTION_UNKNOWN,-6.924e-05,-1.305e-05,5.619e-05,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-06,LONG_SHORT,Long-Short,-6.255e-05,,720,,DIRECTION_UNKNOWN,-6.255e-05,-0.00014082,-7.828e-05,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-07,LONG_SHORT,Long-Short,0.00037115,,744,,DIRECTION_UNKNOWN,0.00037115,0.00037877,7.62e-06,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-08,LONG_SHORT,Long-Short,0.00034574,,744,,DIRECTION_UNKNOWN,0.00034574,0.00035631,1.056e-05,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-09,LONG_SHORT,Long-Short,0.0003404,,720,,DIRECTION_UNKNOWN,0.0003404,0.00035602,1.562e-05,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-10,LONG_SHORT,Long-Short,-6.01e-06,,744,,DIRECTION_UNKNOWN,-6.01e-06,5.239e-05,5.84e-05,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-11,LONG_SHORT,Long-Short,0.0001108,,720,,DIRECTION_UNKNOWN,0.0001108,-0.0001855,-0.0002963,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2025-12,LONG_SHORT,Long-Short,-0.0002211,,744,,DIRECTION_UNKNOWN,-0.0002211,-0.00014727,7.383e-05,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2026-01,LONG_SHORT,Long-Short,0.00017598,,744,,DIRECTION_UNKNOWN,0.00017598,1.589e-05,-0.00016009,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2026-02,LONG_SHORT,Long-Short,-9.779e-05,,672,,DIRECTION_UNKNOWN,-9.779e-05,-0.00013757,-3.979e-05,False
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2026-03,LONG_SHORT,Long-Short,2.645e-05,,744,,DIRECTION_UNKNOWN,2.645e-05,3.8e-06,-2.265e-05,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2026-04,LONG_SHORT,Long-Short,0.00017695,,720,,DIRECTION_UNKNOWN,0.00017695,0.00057422,0.00039728,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2026-05,LONG_SHORT,Long-Short,7.064e-05,,744,,DIRECTION_UNKNOWN,7.064e-05,0.00016427,9.362e-05,True
q158_beta_30h,alpha158_rolling_regression,conditional,1h,2026-06,LONG_SHORT,Long-Short,0.00096547,,288,,DIRECTION_UNKNOWN,0.00096547,0.00036155,-0.00060392,True
q158_beta_30h,alpha158_rolling_regression,conditional,4h,2024-06,LONG_SHORT,Long-Short,2.569e-05,,690,,DIRECTION_UNKNOWN,2.569e-05,-0.00176237,-0.00178806,True
q158_beta_30h,alpha158_rolling_regression,conditional,4h,2024-07,LONG_SHORT,Long-Short,0.00040966,,744,,DIRECTION_UNKNOWN,0.00040966,-0.00010959,-0.00051925,True
q158_beta_30h,alpha158_rolling_regression,conditional,4h,2024-08,LONG_SHORT,Long-Short,2.85e-05,,744,,DIRECTION_UNKNOWN,2.85e-05,-0.00108764,-0.00111614,True
q158_beta_30h,alpha158_rolling_regression,conditional,4h,2024-09,LONG_SHORT,Long-Short,0.00029175,,720,,DIRECTION_UNKNOWN,0.00029175,0.00146376,0.00117201,True
