factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_after_funding_long_short_horizon,best_after_funding_long_short_spread,best_after_funding_coverage_rate,best_bucket_tail_diagnosis,best_after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_reasons,review_notes
intraday_ret,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,open|close,1,1h,-0.03655527,1h,-0.230325,72h,0.00139029,3.8624,72h,0.00148454,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4865,3316259,0.666667,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
klow_close,alpha158_ohlcv,positive,COMPUTED,False,open|low|close,1,72h,-0.05476646,72h,-0.371644,72h,0.00292635,7.8214,72h,0.00396575,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4233,3316259,0.666667,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
ksft_5h,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,close,6,24h,-0.00740877,72h,-0.070872,72h,0.00029119,1.0517,72h,0.00042645,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4791,3314929,0.6668,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
tech_macd,technical,positive,COMPUTED,False,close,26,4h,-0.01426664,4h,-0.117633,72h,0.00172705,5.5174,72h,0.00186175,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4722,3316259,0.666667,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
tech_atr,technical,conditional,DIRECTION_UNKNOWN,False,high|low|close,15,72h,0.02270445,72h,0.167811,72h,0.00150983,5.2824,72h,0.00237403,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5748,3312535,0.667041,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction but shows IC signal strength.
mom_5h,momentum,positive,COMPUTED,False,close,5,1h,-0.03232238,1h,-0.200519,72h,0.00295597,7.9791,72h,0.00317349,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.4667,3314929,0.6668,KNOWN,DIVERGENT,FUNDING_ADJUSTED_REVIEW_REQUIRED,RankIC/spread direction conflict|funding-adjusted edge flips,Price-only edge weakens or flips after funding adjustment. Do not use price-only spread as economic evidence.
mom_10h,momentum,positive,COMPUTED,False,close,10,4h,-0.02989811,4h,-0.185391,72h,0.00381568,10.1297,72h,0.00413447,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4636,3313599,0.666934,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
mom_40h,momentum,positive,COMPUTED,False,close,40,24h,-0.02843374,24h,-0.168529,72h,0.00577152,15.2278,72h,0.00642828,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4563,3305619,0.667736,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
rev_3h,reversal,positive,COMPUTED,False,close,3,1h,0.03438465,1h,0.212129,72h,-0.00210353,-5.7645,72h,-0.00223633,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5967,3315461,0.666747,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
rev_10h,reversal,positive,COMPUTED,False,close,10,4h,0.02989811,4h,0.185391,72h,-0.00376209,-10.002,72h,-0.00405466,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5822,3313599,0.666934,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
rev_24h,reversal,positive,COMPUTED,False,close,24,4h,0.02999837,4h,0.180505,72h,-0.00465498,-12.3111,72h,-0.00514181,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5778,3309875,0.667308,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
vol_5h,volatility,negative,ACTIVE_IN_SIGNAL_COMPUTED,True,close,6,72h,0.08050903,72h,0.438359,72h,-0.00466915,-11.0104,72h,-0.00603224,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,0.6861,3314929,0.6668,KNOWN,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|mean_spread_outlier_dominated,Currently used in current research signal panel. Review before modifying.
vol_40h,volatility,negative,ACTIVE_IN_SIGNAL_COMPUTED,True,close,41,72h,0.10359738,72h,0.479731,72h,-0.00489435,-10.7451,72h,-0.00646078,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,0.7026,3305619,0.667736,KNOWN,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|mean_spread_outlier_dominated,Currently used in current research signal panel. Review before modifying.
vol_ratio_5_20,volatility,conditional,DIRECTION_UNKNOWN,False,close,21,1h,-0.00611695,1h,-0.051884,72h,0.00054538,1.7363,72h,0.00054657,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5027,3302072,0.668093,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
range_1h,range_position,conditional,ACTIVE_IN_SIGNAL_COMPUTED,True,high|low|close,1,72h,-0.09089448,72h,-0.467416,72h,0.00524308,11.7554,72h,0.00669228,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4192,3316259,0.666667,CONDITIONAL,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict,Currently used in current research signal panel. Review before modifying.
range_4h,range_position,conditional,ACTIVE_IN_SIGNAL_COMPUTED,True,high|low|close,4,72h,-0.09233855,72h,-0.470101,72h,0.00553916,12.3277,72h,0.00701861,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4185,3315461,0.666747,CONDITIONAL,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict,Currently used in current research signal panel. Review before modifying.
range_24h,range_position,conditional,DIRECTION_UNKNOWN,False,high|low|close,24,72h,-0.0940862,72h,-0.472715,72h,0.00542721,12.0506,72h,0.00700791,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4261,3310141,0.667282,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
price_pos_24h,price_position,conditional,ACTIVE_IN_SIGNAL_COMPUTED,True,high|low|close,24,1h,-0.0210241,1h,-0.155197,72h,0.00385984,11.1945,72h,0.00391908,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5018,3310141,0.667282,CONDITIONAL,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict,Currently used in current research signal panel. Review before modifying.
price_pos_72h,price_position,conditional,DIRECTION_UNKNOWN,False,high|low|close,72,4h,-0.01836236,4h,-0.129241,72h,0.00537338,15.3425,72h,0.00565023,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5143,3297373,0.668565,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
vol_zscore_20h,volume_liquidity,positive,COMPUTED,False,volume,20,4h,-0.00711724,4h,-0.062647,72h,0.00110873,3.6751,72h,0.00120323,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4959,3302338,0.668066,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
vol_zscore_48h,volume_liquidity,positive,COMPUTED,False,volume,48,4h,-0.00890293,4h,-0.075761,72h,0.00176941,5.6515,72h,0.0020415,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4888,3294974,0.668806,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
qvol_zscore_20h,quote_volume_liquidity,positive,COMPUTED,False,quote_volume,20,4h,-0.00796837,4h,-0.069638,72h,0.00125651,4.1511,72h,0.00139523,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4951,3302338,0.668066,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
qvol_zscore_48h,quote_volume_liquidity,positive,COMPUTED,False,quote_volume,48,4h,-0.00984197,4h,-0.083013,72h,0.00183882,5.8572,72h,0.00218356,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4866,3294974,0.668806,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
ma_gap_5_20,trend_ma,positive,COMPUTED,False,close,20,24h,-0.02563702,24h,-0.15308,72h,0.00430773,11.4156,72h,0.00467732,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4654,3311205,0.667175,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
ma_gap_10_40,trend_ma,positive,COMPUTED,False,close,40,24h,-0.02379719,24h,-0.142448,72h,0.00543614,14.4116,72h,0.00594392,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4752,3305885,0.667709,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
breakout_dist_20h,breakout,positive,COMPUTED,False,high|low|close,20,1h,-0.02139198,1h,-0.156893,72h,0.00443069,13.174,72h,0.00449296,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.509,3311205,0.667175,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
breakout_dist_48h,breakout,positive,COMPUTED,False,high|low|close,48,4h,-0.01992996,4h,-0.137918,72h,0.00580848,17.28,72h,0.00599664,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5139,3303757,0.667923,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
candle_body,intraday_candle,conditional,DIRECTION_UNKNOWN,False,open|high|low|close,1,1h,-0.03112817,1h,-0.245,72h,0.00104464,3.3639,72h,0.00111156,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4841,3316259,0.666667,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
candle_wick_upper,intraday_candle,negative,COMPUTED,False,open|high|low|close,1,1h,-0.01002307,1h,-0.08966,72h,-0.00041317,-1.384,72h,-0.00043454,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.5273,3316259,0.666667,KNOWN,CONSISTENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,Bucket tail diagnostics show mean/median split or tail-concentrated negative mean.
candle_wick_lower,intraday_candle,positive,COMPUTED,False,open|high|low|close,1,1h,-0.00611796,1h,-0.054837,72h,-0.00123799,-4.2022,72h,-0.00122611,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5106,3316259,0.666667,KNOWN,CONSISTENT,LONGSHORT_STRONG_RANKIC_WEAK,,Long-short spread significant but RankIC weak.
xs_rank_ret_1h,cross_sectional_normalized,conditional,DIRECTION_UNKNOWN,False,close,2,1h,-0.03650558,1h,-0.230027,72h,0.00140408,3.9025,72h,0.00149441,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4862,3315993,0.666693,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
xs_rank_vol,cross_sectional_normalized,conditional,ACTIVE_IN_SIGNAL_COMPUTED,True,volume,20,72h,-0.06867452,72h,-0.439173,72h,-0.00230344,-6.855,72h,-0.00166809,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.446,3311205,0.667175,CONDITIONAL,CONSISTENT,ACTIVE_IN_SIGNAL_REVIEW,,Currently used in current research signal panel. Review before modifying.
ema_12_26_gap,technical_indicators,positive,COMPUTED,False,close,26,24h,-0.02832096,24h,-0.167313,72h,0.00617636,16.0879,72h,0.00675687,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4626,3316259,0.666667,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
rsi_7h,technical_indicators,negative,ACTIVE_IN_SIGNAL_COMPUTED,True,close,8,4h,0.03277138,4h,0.23217,72h,-0.00467632,-13.4118,72h,-0.00496608,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5976,3314397,0.666854,KNOWN,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict,Currently used in current research signal panel. Review before modifying.
rsi_28h,technical_indicators,negative,ACTIVE_IN_SIGNAL_COMPUTED,True,close,29,4h,0.03299418,4h,0.225853,72h,-0.00674066,-19.1558,72h,-0.00738707,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5915,3308811,0.667415,KNOWN,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict,Currently used in current research signal panel. Review before modifying.
williams_r_14h,technical_indicators,negative,COMPUTED,False,high|low|close,14,1h,-0.02298819,1h,-0.169951,72h,0.00385351,11.5273,72h,0.00387274,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5127,3312801,0.667014,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
downside_vol_20h,realized_skew_kurtosis,negative,ACTIVE_IN_SIGNAL_COMPUTED,True,close,21,72h,0.08963523,72h,0.431084,72h,-0.00321456,-7.2832,72h,-0.00460818,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.683,3310939,0.667201,KNOWN,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,Currently used in current research signal panel. Review before modifying.
vol_of_vol_20h,realized_skew_kurtosis,negative,ACTIVE_IN_SIGNAL_COMPUTED,True,close,26,72h,0.0802231,72h,0.451433,72h,-0.00496899,-11.8418,72h,-0.00638447,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,0.6972,3309875,0.667308,KNOWN,DIVERGENT,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict|mean_spread_outlier_dominated,Currently used in current research signal panel. Review before modifying.
mom_accel_20h,momentum,positive,COMPUTED,False,close,25,4h,-0.02441933,4h,-0.157533,72h,0.00103153,2.8313,72h,0.00115454,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4651,3309609,0.667335,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
qvol_ma_ratio_5_20,quote_volume_liquidity,positive,COMPUTED,False,quote_volume,20,1h,-0.00538945,1h,-0.046621,72h,0.00096931,3.0266,72h,0.0011591,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4933,3302338,0.668066,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
ma_gap_20_80,trend_ma,positive,COMPUTED,False,close,80,24h,-0.02113144,24h,-0.123978,72h,0.00614831,16.1223,72h,0.00682652,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4863,3295245,0.668779,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
taker_buy_ratio_20h,taker_imbalance,positive,COMPUTED,False,taker_buy_quote_volume|quote_volume,20,1h,-0.00499486,1h,-0.051434,72h,0.00380067,14.3423,72h,0.00464058,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5146,3025443,0.695898,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
taker_buy_zscore_20h,taker_imbalance,positive,COMPUTED,False,taker_buy_quote_volume|quote_volume,20,1h,-0.01137205,1h,-0.115856,72h,0.00038477,1.5197,72h,0.00037357,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4974,3025443,0.695898,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
taker_buy_delta_5h,taker_imbalance,positive,COMPUTED,False,taker_buy_quote_volume|quote_volume,6,1h,-0.00809259,1h,-0.086773,72h,0.00035491,1.534,72h,0.00035392,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4991,3031391,0.6953,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
taker_flow_momentum_20h,taker_imbalance,positive,COMPUTED,False,taker_buy_quote_volume|quote_volume,21,1h,-0.0088407,1h,-0.094989,72h,0.00011885,0.5152,72h,0.00012832,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4927,3027371,0.087113,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict|cost too thin,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
taker_flow_persistence_40h,taker_imbalance,positive,COMPUTED,False,taker_buy_quote_volume|quote_volume,41,72h,-0.00436555,72h,-0.052807,72h,-0.0017111,-7.1145,72h,-0.00144241,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.4983,3017259,0.090162,KNOWN,CONSISTENT,LONGSHORT_STRONG_RANKIC_WEAK,,Long-short spread significant but RankIC weak.
funding_rate_level_20h,funding_rate,negative,COMPUTED,False,funding_rate,20,72h,-0.04466918,72h,-0.418464,72h,-0.01042094,-30.8535,72h,-0.00670676,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.4594,2913119,0.121565,KNOWN,CONSISTENT,STRONG_DIAGNOSTIC_CANDIDATE,,Strong RankIC and significant long-short spread. Consistent signals.
funding_rate_zscore_80h,funding_rate,negative,COMPUTED,False,funding_rate,80,24h,-0.01380335,24h,-0.124664,72h,0.00147419,4.4969,72h,0.0020933,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.4815,2503177,0.24518,KNOWN,DIVERGENT,FUNDING_ADJUSTED_REVIEW_REQUIRED,RankIC/spread direction conflict|funding-adjusted edge flips,Price-only edge weakens or flips after funding adjustment. Do not use price-only spread as economic evidence.
funding_rate_change_24h,funding_rate,negative,COMPUTED,False,funding_rate,25,24h,-0.00673075,24h,-0.069589,72h,0.0003896,1.2797,72h,0.00097981,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.4931,2912822,0.121654,KNOWN,DIVERGENT,FUNDING_ADJUSTED_REVIEW_REQUIRED,RankIC/spread direction conflict|funding-adjusted edge flips,Price-only edge weakens or flips after funding adjustment. Do not use price-only spread as economic evidence.
funding_rate_skew_20h,funding_rate,conditional,DIRECTION_UNKNOWN,False,funding_rate,20,72h,0.01573871,72h,0.156805,72h,0.00768708,23.8594,72h,0.0070419,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5707,2912006,0.1219,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction; weak or no clear IC signal.
funding_rate_momentum_20h,funding_rate,negative,COMPUTED,False,funding_rate,45,24h,-0.0065026,24h,-0.067309,72h,-0.00089862,-2.9004,72h,-0.00025184,1.0,ROBUST_SPREAD_NEGATIVE,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.4845,2907398,0.12329,KNOWN,CONSISTENT,LONGSHORT_STRONG_RANKIC_WEAK,after_funding_mean_spread_outlier_dominated,Long-short spread significant but RankIC weak.
mom_72h,momentum,positive,COMPUTED,False,close,72,24h,-0.03093993,24h,-0.181848,72h,0.00583264,15.1476,72h,0.00662844,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4642,3297107,0.005775,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
mom_120h,momentum,positive,COMPUTED,False,close,120,24h,-0.02314036,24h,-0.135833,72h,0.00613979,15.8458,72h,0.00701241,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.469,3284339,0.009625,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
rev_1h,reversal,positive,COMPUTED,False,close,1,1h,0.03650558,1h,0.230027,72h,-0.0013287,-3.7037,72h,-0.001395,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6071,3315993,8e-05,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
rev_72h,reversal,positive,COMPUTED,False,close,72,24h,0.03093993,24h,0.181848,72h,-0.00569324,-14.8845,72h,-0.00645904,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5762,3297107,0.005775,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
vol_ratio_20_80,volatility,conditional,DIRECTION_UNKNOWN,False,close,81,24h,-0.01231733,24h,-0.101034,72h,0.00023068,0.6979,72h,0.00058479,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,True,0.4761,3286292,0.009036,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,Conditional direction; weak or no clear IC signal.
realized_skew_20h,realized_shape,conditional,DIRECTION_UNKNOWN,False,close,21,24h,-0.02652194,24h,-0.221034,4h,0.00015486,2.4777,72h,0.00042302,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.4559,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|cost too thin|funding-adjusted edge flips,Conditional direction but shows IC signal strength.
realized_kurt_20h,realized_shape,conditional,DIRECTION_UNKNOWN,False,close,21,24h,-0.01183482,24h,-0.108896,72h,-0.00136871,-4.7307,72h,-0.00090757,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,0.4816,3310939,0.001604,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,funding-adjusted edge flips,Conditional direction; weak or no clear IC signal.
amihud_illiquidity_20h,liquidity,negative,COMPUTED,False,close|quote_volume,21,72h,-0.01690457,72h,-0.119175,72h,-0.0081204,-31.5402,72h,-0.00715841,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.4935,3299518,0.005048,KNOWN,CONSISTENT,METADATA_REVIEW,,Needs manual review for classification.
qvol_ma_ratio_20_80,quote_volume_liquidity,conditional,DIRECTION_UNKNOWN,False,quote_volume,80,24h,-0.00795658,24h,-0.066375,72h,0.00131796,4.0102,72h,0.00186703,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.503,3286558,0.008956,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
price_volume_corr_20h,volume_price,conditional,DIRECTION_UNKNOWN,False,close|quote_volume,21,24h,-0.04024845,24h,-0.3481,72h,0.00277108,8.9406,72h,0.00359576,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4202,3299518,0.005048,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
