factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,factor_registry,1h,0.01578059,0.01578059,16.6703,17361,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20"
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,factor_registry,4h,0.02566153,0.02566153,26.481,17359,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20"
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,factor_registry,24h,0.04859701,0.04859701,49.5444,17339,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20"
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,factor_registry,72h,0.0581733,0.0581733,58.9937,17291,167.8,2912863,0.500325,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 80), 80); volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_20_20"
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,factor_registry,1h,0.01561818,0.01561818,16.1959,17381,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21"
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,factor_registry,4h,0.02483473,0.02483473,25.2604,17379,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21"
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,factor_registry,24h,0.04684408,0.04684408,46.3691,17359,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21"
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,factor_registry,72h,0.05747455,0.05747455,55.6767,17311,167.8,2916655,0.499675,False,DIRECTION_UNKNOWN,"rolling_min(ts_alpha(volume, cap, 56), 84); faster volume-cap relation; Requires market_cap_1h_aligned.parquet merged as cap. cap = underlying coin USD market cap, not futures quote_volume proxy. migrated from alpha101 volume_cap_alpha_min_14_21"
