factor_name,category,expected_direction,used_in_current_signal,status,horizons_computed,horizons_total,best_adj_ic_horizon,best_adj_ic
q158_rsv_30h,alpha158_rolling,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.00117377
q158_qtlu_30h,alpha158_rolling,conditional,False,DIRECTION_UNKNOWN,0,4,4h,0.02273452
q158_qtld_30h,alpha158_rolling,conditional,False,DIRECTION_UNKNOWN,0,4,24h,0.04888856
q158_rank_close_30h,alpha158_rolling,conditional,False,DIRECTION_UNKNOWN,0,4,4h,-0.01348994
