factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
wq101_alpha47,wq101,conditional,DIRECTION_UNKNOWN,False,high|close|volume|quote_volume,20,72h,-0.01268019,72h,-0.105973,72h,-0.00071426,-2.3925,0.5214,3302102,1.7e-05,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha61,wq101,conditional,DIRECTION_UNKNOWN,False,volume|quote_volume,197,72h,-0.01904629,72h,-0.16867,72h,0.00073326,2.9185,0.4942,3254491,0.014435,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha65,wq101,conditional,DIRECTION_UNKNOWN,False,open|volume|quote_volume,73,72h,-0.01342693,72h,-0.122762,24h,0.00015654,1.2868,0.4995,3287235,0.004519,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha68,wq101,conditional,DIRECTION_UNKNOWN,False,high|low|close|volume,37,1h,0.0113255,1h,0.065268,72h,0.00240065,3.3905,0.5237,967060,0.707143,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha74,wq101,conditional,DIRECTION_UNKNOWN,False,high|close|volume|quote_volume,80,24h,0.01045119,24h,0.100504,72h,0.002291,7.534,0.5414,2587031,0.216563,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
wq101_alpha75,wq101,conditional,DIRECTION_UNKNOWN,False,low|volume|quote_volume,61,24h,0.0112691,24h,0.104995,72h,-0.00091678,-2.9408,0.5465,2363750,0.0,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction; weak or no clear IC signal.
