factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status
rev_2h,reversal,positive,1h,0,Q1,6.34e-06,0.00016458,3315458,17805,COMPUTED
rev_2h,reversal,positive,1h,1,Q2,-6.927e-05,0.00014205,3315458,17805,COMPUTED
rev_2h,reversal,positive,1h,2,Q3,-4.366e-05,0.00012545,3315458,17805,COMPUTED
rev_2h,reversal,positive,1h,3,Q4,-2.514e-05,0.00019916,3315458,17805,COMPUTED
rev_2h,reversal,positive,1h,4,Q5,7.77e-05,0.00025757,3315458,17805,COMPUTED
rev_2h,reversal,positive,4h,0,Q1,0.0001195,0.00067374,3314651,17802,COMPUTED
rev_2h,reversal,positive,4h,1,Q2,-0.0001531,0.00049355,3314651,17802,COMPUTED
rev_2h,reversal,positive,4h,2,Q3,-0.00014592,0.00046308,3314651,17802,COMPUTED
rev_2h,reversal,positive,4h,3,Q4,-0.00014774,0.00051192,3314651,17802,COMPUTED
rev_2h,reversal,positive,4h,4,Q5,9.704e-05,0.00071013,3314651,17802,COMPUTED
rev_2h,reversal,positive,24h,0,Q1,0.00089785,0.00148402,3309308,17782,COMPUTED
rev_2h,reversal,positive,24h,1,Q2,-0.00071343,0.00126609,3309308,17782,COMPUTED
rev_2h,reversal,positive,24h,2,Q3,-0.00086626,0.00096139,3309308,17782,COMPUTED
rev_2h,reversal,positive,24h,3,Q4,-0.00075038,0.00092651,3309308,17782,COMPUTED
rev_2h,reversal,positive,24h,4,Q5,0.00025861,0.00095529,3309308,17782,COMPUTED
rev_2h,reversal,positive,72h,0,Q1,0.00264816,0.00262524,3296540,17734,COMPUTED
rev_2h,reversal,positive,72h,1,Q2,-0.00239897,-0.00109023,3296540,17734,COMPUTED
rev_2h,reversal,positive,72h,2,Q3,-0.00270147,-0.00156117,3296540,17734,COMPUTED
rev_2h,reversal,positive,72h,3,Q4,-0.00219361,-0.00152612,3296540,17734,COMPUTED
rev_2h,reversal,positive,72h,4,Q5,0.00065421,0.0011456,3296540,17734,COMPUTED
mom_vol_adjusted_20h,momentum,positive,1h,0,Q1,-3.127e-05,0.00017831,3301806,17787,COMPUTED
mom_vol_adjusted_20h,momentum,positive,1h,1,Q2,-2.543e-05,0.0001731,3301806,17787,COMPUTED
mom_vol_adjusted_20h,momentum,positive,1h,2,Q3,-2.658e-05,0.00017964,3301806,17787,COMPUTED
mom_vol_adjusted_20h,momentum,positive,1h,3,Q4,-4.771e-05,0.00015092,3301806,17787,COMPUTED
mom_vol_adjusted_20h,momentum,positive,1h,4,Q5,6.406e-05,0.00022323,3301806,17787,COMPUTED
mom_vol_adjusted_20h,momentum,positive,4h,0,Q1,-0.00019379,0.00051174,3301008,17784,COMPUTED
