factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_notes
q158_open_close_2h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,open|close,3,1h,0.03437562,1h,0.21211,72h,-0.00219152,-5.9988,0.5964,3315727,0.00016,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_high_close_2h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,high|close,3,1h,0.02251194,72h,-0.133275,72h,0.00012408,0.3308,0.5593,3315727,0.00016,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_low_close_2h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,low|close,3,4h,0.04533069,4h,0.287286,72h,-0.00347827,-9.2759,0.6242,3315727,0.00016,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_open_close_3h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,open|close,4,1h,0.03238841,4h,0.201751,72h,-0.00254,-6.9384,0.5883,3315461,0.000241,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_high_close_3h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,high|close,4,1h,0.02306541,1h,0.136192,72h,-0.00060323,-1.6207,0.5594,3315461,0.000241,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
q158_low_close_3h,alpha158_price,conditional,DIRECTION_UNKNOWN,False,low|close,4,4h,0.04349998,4h,0.275524,72h,-0.00355236,-9.4711,0.6202,3315461,0.000241,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,Conditional direction but shows IC signal strength.
