factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,after_funding_raw_mean_rank_ic,after_funding_direction_adjusted_mean_rank_ic,after_funding_t_stat,after_funding_n_periods,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha17,wq101,conditional,factor_registry,72h,0.00371281,0.00371281,0.00452597,0.00452597,5.3521,17713,4.3905,17713,185.6,3301205,0.004459,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#17: -rank(ts_rank(close,10))*rank(delta(delta(close,1),1))*rank(ts_rank(volume/adv20,5))"
wq101_alpha18,wq101,conditional,factor_registry,1h,-0.00073965,-0.00073965,-0.0008586,-0.0008586,-0.995,17797,-0.8571,17797,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha18,wq101,conditional,factor_registry,4h,-0.00371381,-0.00371381,-0.00388943,-0.00388943,-4.435,17795,-4.2325,17795,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha18,wq101,conditional,factor_registry,24h,-0.00855298,-0.00855298,-0.00884443,-0.00884443,-9.8449,17775,-9.5134,17775,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha18,wq101,conditional,factor_registry,72h,-0.00616321,-0.00616321,-0.0065324,-0.0065324,-7.5208,17727,-7.0843,17727,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha19,wq101,conditional,factor_registry,1h,0.01391674,0.01391674,0.01387894,0.01387894,13.61,17556,13.647,17556,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha19,wq101,conditional,factor_registry,4h,0.01692581,0.01692581,0.01687077,0.01687077,16.2909,17554,16.3469,17554,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha19,wq101,conditional,factor_registry,24h,0.01310713,0.01310713,0.01310419,0.01310419,12.4298,17534,12.4394,17534,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha19,wq101,conditional,factor_registry,72h,0.00994781,0.00994781,0.00981374,0.00981374,9.9253,17486,10.0657,17486,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha20,wq101,conditional,factor_registry,1h,0.00601909,0.00601909,0.00596739,0.00596739,8.2943,17805,8.3662,17805,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha20,wq101,conditional,factor_registry,4h,0.00940555,0.00940555,0.00935777,0.00935777,12.9014,17803,12.9633,17803,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha20,wq101,conditional,factor_registry,24h,0.01334993,0.01334993,0.01325682,0.01325682,17.8263,17783,17.9465,17783,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha20,wq101,conditional,factor_registry,72h,0.01809815,0.01809815,0.01778185,0.01778185,23.7262,17735,24.1168,17735,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha22,wq101,conditional,factor_registry,1h,0.00304784,0.00304784,0.00304542,0.00304542,4.11,17787,4.1127,17787,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha22,wq101,conditional,factor_registry,4h,0.00310779,0.00310779,0.00304817,0.00304817,4.0148,17785,4.0915,17785,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha22,wq101,conditional,factor_registry,24h,0.00424363,0.00424363,0.0042504,0.0042504,5.514,17765,5.5016,17765,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha22,wq101,conditional,factor_registry,72h,0.00224444,0.00224444,0.00220324,0.00220324,2.9183,17717,2.9722,17717,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha26,wq101,conditional,factor_registry,1h,0.01394417,0.01394417,0.013755,0.013755,17.6183,17794,17.8618,17794,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha26,wq101,conditional,factor_registry,4h,0.02080514,0.02080514,0.02047724,0.02047724,25.9195,17792,26.3401,17792,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha26,wq101,conditional,factor_registry,24h,0.02642808,0.02642808,0.02568041,0.02568041,32.4535,17772,33.4253,17772,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha26,wq101,conditional,factor_registry,72h,0.02073016,0.02073016,0.01960694,0.01960694,25.4963,17724,26.9612,17724,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha27,wq101,conditional,factor_registry,1h,0.0109696,0.0109696,0.01073605,0.01073605,8.9984,17590,9.1974,17590,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
wq101_alpha27,wq101,conditional,factor_registry,4h,0.01695312,0.01695312,0.01643066,0.01643066,13.8675,17588,14.3102,17588,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
wq101_alpha27,wq101,conditional,factor_registry,24h,0.02407085,0.02407085,0.02299636,0.02299636,19.4066,17568,20.3113,17568,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
wq101_alpha27,wq101,conditional,factor_registry,72h,0.01937815,0.01937815,0.01791871,0.01791871,15.0071,17520,16.244,17520,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
wq101_alpha29,wq101,conditional,factor_registry,1h,0.00728415,0.00728415,0.00720834,0.00720834,8.4148,17795,8.5045,17795,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha29,wq101,conditional,factor_registry,4h,0.01168478,0.01168478,0.01148389,0.01148389,13.0376,17793,13.2638,17793,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha29,wq101,conditional,factor_registry,24h,0.00590621,0.00590621,0.00547428,0.00547428,6.021,17773,6.4971,17773,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha29,wq101,conditional,factor_registry,72h,-0.0013343,-0.0013343,-0.00206317,-0.00206317,-2.3256,17725,-1.5036,17725,186.2,3313300,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#29: nested close-delta rank scale plus ts_rank(delay(-returns,6),5); panel rank semantics preserved"
wq101_alpha31,wq101,conditional,factor_registry,1h,0.00615513,0.00615513,0.00630157,0.00630157,7.809,17776,7.6249,17776,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha31,wq101,conditional,factor_registry,4h,0.0064566,0.0064566,0.00674183,0.00674183,8.1806,17774,7.8323,17774,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha31,wq101,conditional,factor_registry,24h,-0.0063232,-0.0063232,-0.00571308,-0.00571308,-6.8215,17754,-7.5425,17754,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha31,wq101,conditional,factor_registry,72h,-0.01157381,-0.01157381,-0.01080433,-0.01080433,-13.623,17706,-14.5952,17706,185.6,3299292,0.004228,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#31: triple-ranked decayed close-delta branch plus short delta rank and sign(scale(correlation(adv20,low,12)))"
wq101_alpha36,wq101,conditional,factor_registry,1h,0.01311715,0.01311715,0.01299891,0.01299891,16.489,17606,16.6343,17606,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha36,wq101,conditional,factor_registry,4h,0.01703736,0.01703736,0.01681178,0.01681178,21.2626,17604,21.5456,17604,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha36,wq101,conditional,factor_registry,24h,0.01785821,0.01785821,0.0173625,0.0173625,21.7269,17584,22.348,17584,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha36,wq101,conditional,factor_registry,72h,0.01414449,0.01414449,0.01342342,0.01342342,17.0573,17536,17.9732,17536,184.8,3253684,0.017993,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#36: weighted blend of candle/volume correlation, return rank, VWAP/ADV correlation, and close mean state"
wq101_alpha39,wq101,conditional,factor_registry,1h,0.01421262,0.01421262,0.01424013,0.01424013,15.5704,17556,15.5363,17556,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha39,wq101,conditional,factor_registry,4h,0.01844399,0.01844399,0.01852952,0.01852952,19.8897,17554,19.8025,17554,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha39,wq101,conditional,factor_registry,24h,0.013143,0.013143,0.01343188,0.01343188,13.7473,17534,13.4519,17534,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha39,wq101,conditional,factor_registry,72h,0.00506697,0.00506697,0.00518619,0.00518619,5.4968,17486,5.3729,17486,184.5,3240142,0.02208,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#39: -rank(delta(close,7)*(1-rank(decay_linear(volume/adv20,9))))*(1+rank(sum(returns,250)))"
wq101_alpha57,wq101,conditional,factor_registry,1h,0.02079647,0.02079647,0.02078295,0.02078295,23.9098,17775,23.919,17775,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
wq101_alpha57,wq101,conditional,factor_registry,4h,0.01416133,0.01416133,0.0141527,0.0141527,16.1557,17773,16.1637,17773,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
wq101_alpha57,wq101,conditional,factor_registry,24h,0.0035428,0.0035428,0.00367286,0.00367286,4.1658,17753,4.0181,17753,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
wq101_alpha57,wq101,conditional,factor_registry,72h,-0.00020529,-0.00020529,-0.00010418,-0.00010418,-0.12,17705,-0.2365,17705,185.6,3299143,0.004273,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#57: -(close-vwap)/decay_linear(rank(ts_argmax(close,30)),2); vwap derived from quote_volume/volume"
wq101_alpha56,wq101,conditional,factor_registry,1h,0.01333487,0.01333487,0.01332862,0.01332862,14.7919,17519,14.7972,17519,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
wq101_alpha56,wq101,conditional,factor_registry,4h,0.01220525,0.01220525,0.0122926,0.0122926,13.5094,17517,13.4083,17517,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
wq101_alpha56,wq101,conditional,factor_registry,24h,0.00433864,0.00433864,0.00456531,0.00456531,4.9762,17497,4.726,17497,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
wq101_alpha56,wq101,conditional,factor_registry,72h,0.00365905,0.00365905,0.00389532,0.00389532,4.3185,17449,4.0524,17449,170.6,2989340,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#56: -rank(sum(returns,10)/sum(sum(returns,2),3))*rank(returns*cap); requires market_cap_1h_aligned.parquet merged as cap"
wq101_alpha62,wq101,conditional,factor_registry,1h,0.00474408,0.00474408,0.00472417,0.00472417,6.302,17756,6.3299,17756,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha62,wq101,conditional,factor_registry,4h,0.00647054,0.00647054,0.00644563,0.00644563,8.3386,17754,8.3711,17754,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha62,wq101,conditional,factor_registry,24h,0.00645515,0.00645515,0.00634893,0.00634893,8.2639,17734,8.4002,17734,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha62,wq101,conditional,factor_registry,72h,0.00605969,0.00605969,0.0059072,0.0059072,7.9973,17686,8.2064,17686,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha64,wq101,conditional,factor_registry,1h,0.00332117,0.00332117,0.00335407,0.00335407,4.3596,17657,4.3163,17657,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha64,wq101,conditional,factor_registry,4h,0.00295732,0.00295732,0.00305242,0.00305242,3.9063,17655,3.7846,17655,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha64,wq101,conditional,factor_registry,24h,-0.00228731,-0.00228731,-0.001915,-0.001915,-2.4253,17635,-2.895,17635,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha64,wq101,conditional,factor_registry,72h,-0.00556147,-0.00556147,-0.0051209,-0.0051209,-6.5646,17587,-7.1264,17587,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha66,wq101,conditional,factor_registry,1h,0.00835471,0.00835471,0.00835948,0.00835948,10.6105,17773,10.6052,17773,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha66,wq101,conditional,factor_registry,4h,0.01133343,0.01133343,0.01137489,0.01137489,14.4276,17771,14.378,17771,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha66,wq101,conditional,factor_registry,24h,0.00632249,0.00632249,0.00650154,0.00650154,7.9466,17751,7.7279,17751,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha66,wq101,conditional,factor_registry,72h,0.00287481,0.00287481,0.00281294,0.00281294,3.4873,17703,3.5613,17703,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha71,wq101,conditional,factor_registry,1h,0.0055669,0.0055669,0.00549394,0.00549394,6.8026,17562,6.8919,17562,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha71,wq101,conditional,factor_registry,4h,0.00569254,0.00569254,0.00557935,0.00557935,6.8598,17560,6.9988,17560,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha71,wq101,conditional,factor_registry,24h,0.00129283,0.00129283,0.00111422,0.00111422,1.3598,17540,1.578,17540,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha71,wq101,conditional,factor_registry,72h,-0.00083889,-0.00083889,-0.00120996,-0.00120996,-1.4948,17492,-1.0371,17492,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha72,wq101,conditional,factor_registry,1h,0.00611856,0.00611856,0.00606813,0.00606813,8.2359,17749,8.3033,17749,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
wq101_alpha72,wq101,conditional,factor_registry,4h,0.00815909,0.00815909,0.00804425,0.00804425,10.6441,17747,10.7952,17747,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
wq101_alpha72,wq101,conditional,factor_registry,24h,0.00729364,0.00729364,0.00703287,0.00703287,9.2903,17727,9.6334,17727,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
wq101_alpha72,wq101,conditional,factor_registry,72h,0.00746531,0.00746531,0.00720445,0.00720445,9.8496,17679,10.2001,17679,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
wq101_alpha73,wq101,conditional,factor_registry,1h,-0.00146792,-0.00146792,-0.00155428,-0.00155428,-1.7675,17781,-1.6693,17781,185.6,3301833,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#73: -max(rank(decay_linear(delta(vwap,5),3)),ts_rank(decay_linear(-delta(open/low blend,2)/blend,3),17))"
wq101_alpha73,wq101,conditional,factor_registry,4h,0.00158514,0.00158514,0.00141473,0.00141473,1.5882,17779,1.7794,17779,185.6,3301833,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#73: -max(rank(decay_linear(delta(vwap,5),3)),ts_rank(decay_linear(-delta(open/low blend,2)/blend,3),17))"
wq101_alpha73,wq101,conditional,factor_registry,24h,-0.00226918,-0.00226918,-0.00265968,-0.00265968,-2.8769,17759,-2.4545,17759,185.6,3301833,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#73: -max(rank(decay_linear(delta(vwap,5),3)),ts_rank(decay_linear(-delta(open/low blend,2)/blend,3),17))"
wq101_alpha73,wq101,conditional,factor_registry,72h,-0.00596438,-0.00596438,-0.0065695,-0.0065695,-7.2926,17711,-6.6212,17711,185.6,3301833,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#73: -max(rank(decay_linear(delta(vwap,5),3)),ts_rank(decay_linear(-delta(open/low blend,2)/blend,3),17))"
wq101_alpha81,wq101,conditional,factor_registry,1h,0.00783354,0.00783354,0.00771946,0.00771946,10.0022,17726,10.1511,17726,143.8,2548445,0.228173,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#81: -1 boolean gate comparing ranked product of VWAP/adv10 correlation with VWAP-volume rank correlation
wq101_alpha81,wq101,conditional,factor_registry,4h,0.01092935,0.01092935,0.0107304,0.0107304,13.8989,17724,14.1582,17724,143.8,2548445,0.228173,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#81: -1 boolean gate comparing ranked product of VWAP/adv10 correlation with VWAP-volume rank correlation
wq101_alpha81,wq101,conditional,factor_registry,24h,0.0148676,0.0148676,0.0144293,0.0144293,18.7165,17704,19.2752,17704,143.8,2548445,0.228173,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#81: -1 boolean gate comparing ranked product of VWAP/adv10 correlation with VWAP-volume rank correlation
wq101_alpha81,wq101,conditional,factor_registry,72h,0.0143561,0.0143561,0.01387341,0.01387341,18.1572,17656,18.7845,17656,143.8,2548445,0.228173,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#81: -1 boolean gate comparing ranked product of VWAP/adv10 correlation with VWAP-volume rank correlation
